Province,District,Commune,Vil_Code,Village,L1_HH,L2_HH,L1_Per_HH,L2_Per_HH,TOT_Per_HH,TOT_HH,Rounds,Scale
Preah Vihear,Chey Saen,Yhmea,13010501,Thmea,12,44,0.034,0.125,0.159,56,2010,1
Preah Vihear,Chey Saen,Yhmea,13010502,Srae Veal,4,24,0.031,0.189,0.22,28,2010,1
Preah Vihear,Chey Saen,Yhmea,13010503,Phneak Roluek,11,35,0.117,0.372,0.489,46,2010,1
Preah Vihear,Chey Saen,Putrea,13010601,Kampong Putrea,12,41,0.044,0.151,0.196,53,2010,2
Preah Vihear,Chey Saen,Putrea,13010602,Peuk,18,87,0.032,0.153,0.184,105,2010,2
Preah Vihear,Chey Saen,Putrea,13010603,Veal Bar,19,20,0.114,0.12,0.234,39,2010,1
Preah Vihear,Chey Saen,Putrea,13010604,Krovan,6,12,0.082,0.164,0.247,18,2010,1
Preah Vihear,Chhaeb,Chhaeb Muoy,13020101,Chhaeb Lech,16,59,0.052,0.193,0.245,75,2010,2
Preah Vihear,Chhaeb,Chhaeb Muoy,13020102,Chhaeb Kaeut,33,40,0.122,0.148,0.27,73,2010,2
Preah Vihear,Chhaeb,Chhaeb Muoy,13020103,Krasang,24,26,0.211,0.228,0.439,50,2010,2
Preah Vihear,Chhaeb,Chhaeb Pir,13020201,Kunakpheap Muoy,6,7,0.048,0.056,0.104,13,2010,1
Preah Vihear,Chhaeb,Chhaeb Pir,13020202,Kunakpheap Pir,7,5,0.08,0.057,0.138,12,2010,1
Preah Vihear,Chhaeb,Chhaeb Pir,13020203,Narong,6,19,0.051,0.161,0.212,25,2010,1
Preah Vihear,Chhaeb,Chhaeb Pir,13020204,Dang Phlet,7,33,0.037,0.176,0.213,40,2010,1
Preah Vihear,Chhaeb,Sangkae Muoy,13020301,Sangkae,16,43,0.074,0.199,0.273,59,2010,2
Preah Vihear,Chhaeb,Sangkae Muoy,13020302,Sra'aem,3,13,0.044,0.191,0.235,16,2010,1
Preah Vihear,Chhaeb,Sangkae Pir,13020401,Kralaot,8,15,0.118,0.221,0.338,23,2010,1
Preah Vihear,Chhaeb,Sangkae Pir,13020402,Sambour,8,19,0.099,0.235,0.333,27,2010,1
Preah Vihear,Chhaeb,Sangkae Pir,13020403,Chouk Chey,8,9,0.07,0.078,0.148,17,2010,2
Preah Vihear,Chhaeb,Mlu Prey Muoy,13020501,Mlu Prey,15,29,0.121,0.234,0.355,44,2010,1
Preah Vihear,Chhaeb,Mlu Prey Muoy,13020502,Tul,19,30,0.156,0.246,0.402,49,2010,1
Preah Vihear,Chhaeb,Mlu Prey Muoy,13020503,Pou Teab,25,21,0.182,0.153,0.336,46,2010,1
Preah Vihear,Chhaeb,Mlu Prey Pir,13020601,Boh,9,25,0.046,0.128,0.173,34,2010,1
Preah Vihear,Chhaeb,Mlu Prey Pir,13020602,Praeus K'ak,10,28,0.065,0.181,0.245,38,2010,1
Preah Vihear,Chhaeb,Kampong Sralau Muoy,13020701,Kampong Sralau,11,10,0.048,0.044,0.093,21,2010,1
Preah Vihear,Chhaeb,Kampong Sralau Muoy,13020702,Kampong Pou,3,15,0.039,0.195,0.234,18,2010,4
Preah Vihear,Chhaeb,Kampong Sralau Muoy,13020703,Kampong Sangkae,4,17,0.041,0.175,0.216,21,2010,1
Preah Vihear,Chhaeb,Kampong Sralau Muoy,13020704,Kham  Keut,13,19,0.109,0.16,0.269,32,2010,1
Preah Vihear,Chhaeb,Kampong Sralau Muoy,13020705,Suong,5,14,0.098,0.275,0.373,19,2010,2
Preah Vihear,Chhaeb,Kampong Sralau Pir,13020801,Kampong Chrey,14,6,0.161,0.069,0.23,20,2010,2
Preah Vihear,Chhaeb,Kampong Sralau Pir,13020802,Kampong Krasang,8,18,0.103,0.231,0.333,26,2010,1
Preah Vihear,Chhaeb,Kampong Sralau Pir,13020803,Kampong Samey,5,10,0.088,0.175,0.263,15,2010,1
Preah Vihear,Chhaeb,Kampong Sralau Pir,13020804,Kampong Preah Ent,15,26,0.106,0.183,0.289,41,2010,1
Preah Vihear,Choam Ksant,Choam Ksant,13030101,Choam Ksant,14,23,0.012,0.019,0.031,37,2010,1
Preah Vihear,Choam Ksant,Choam Ksant,13030102,Kouk Sralau,33,17,0.145,0.075,0.219,50,2010,1
Preah Vihear,Choam Ksant,Choam Ksant,13030103,Veal Pou,3,5,0.019,0.032,0.051,8,2010,1
Preah Vihear,Choam Ksant,Choam Ksant,13030104,Veal Thum,9,13,0.035,0.05,0.085,22,2010,1
Preah Vihear,Choam Ksant,Tuek Kraham,13030201,Tuek Kraham,3,17,0.022,0.127,0.149,20,2010,1
Preah Vihear,Choam Ksant,Tuek Kraham,13030202,Chat Tang,16,13,0.119,0.096,0.215,29,2010,1
Preah Vihear,Choam Ksant,Tuek Kraham,13030203,Sangkom Thmei,3,9,0.02,0.06,0.081,12,2010,1
Preah Vihear,Choam Ksant,Tuek Kraham,13030204,Trapeang Thum,8,14,0.046,0.08,0.126,22,2010,2
Preah Vihear,Choam Ksant,Tuek Kraham,13030205,Ou Khsan,8,6,0.011,0.009,0.02,14,2010,1
Preah Vihear,Choam Ksant,Tuek Kraham,13030206,Robugn,31,126,0.058,0.235,0.293,157,2010,3
Preah Vihear,Choam Ksant,Tuek Kraham,13030207,Chheeh,11,16,0.164,0.239,0.403,27,2010,1
Preah Vihear,Choam Ksant,Tuek Kraham,13030208,Chunh,84,70,2.1,1.75,3.85,154,2010,3
Preah Vihear,Choam Ksant,Pring Thum,13030301,Krala Peas,19,11,0.087,0.05,0.138,30,2010,1
Preah Vihear,Choam Ksant,Pring Thum,13030302,Tmat Paeuy,11,21,0.047,0.089,0.136,32,2010,1
Preah Vihear,Choam Ksant,Rumdaoh Srae,13030401,Srae,28,8,0.164,0.047,0.211,36,2010,2
Preah Vihear,Choam Ksant,Rumdaoh Srae,13030402,Kouk,15,21,0.083,0.116,0.199,36,2010,1
Preah Vihear,Choam Ksant,Rumdaoh Srae,13030403,Rolum Thma,52,4,0.323,0.025,0.348,56,2010,2
Preah Vihear,Choam Ksant,Rumdaoh Srae,13030404,Svay,56,10,0.251,0.045,0.296,66,2010,2
Preah Vihear,Choam Ksant,Yeang,13030501,Yeang,4,17,0.045,0.191,0.236,21,2010,2
Preah Vihear,Choam Ksant,Yeang,13030502,Kaong Yaong,17,47,0.091,0.251,0.342,64,2010,2
Preah Vihear,Choam Ksant,Yeang,13030503,Reaksmei,14,19,0.064,0.086,0.15,33,2010,1
Preah Vihear,Choam Ksant,Yeang,13030504,Kampeanh,0,11,0,0.162,0.162,11,2010,1
Preah Vihear,Choam Ksant,Yeang,13030505,Choam Antuel,62,106,0.166,0.283,0.449,168,2010,3
Preah Vihear,Choam Ksant,Yeang,13030506,Choam Srae,10,20,0.056,0.112,0.168,30,2010,1
Preah Vihear,Choam Ksant,Kantuot,13030601,Kantuot,40,53,0.144,0.191,0.336,93,2010,1
Preah Vihear,Choam Ksant,Kantuot,13030602,Sa'aem,7,22,0.009,0.028,0.036,29,2010,1
Preah Vihear,Choam Ksant,Kantuot,13030603,Anlong Veaeng,4,21,0.026,0.139,0.166,25,2010,2
Preah Vihear,Choam Ksant,Kantuot,13030604,Char,9,9,0.06,0.06,0.12,18,2010,2
Preah Vihear,Kuleaen,Kuleaen Tboung,13040101,Kuleaeng Tboung,38,101,0.067,0.179,0.246,139,2010,2
Preah Vihear,Kuleaen,Kuleaen Tboung,13040102,Krabau,28,49,0.122,0.214,0.336,77,2010,1
Preah Vihear,Kuleaen,Kuleaen Cheung,13040201,Kuleaeng Cheung,22,71,0.056,0.181,0.237,93,2010,2
Preah Vihear,Kuleaen,Kuleaen Cheung,13040202,Pyuor Chruk,32,32,0.108,0.108,0.217,64,2010,2
Preah Vihear,Kuleaen,Kuleaen Cheung,13040291,Porrieng,9,12,0.237,0.316,0.553,21,2010,1
Preah Vihear,Kuleaen,Thmei,13040301,Thnal Baek,38,57,0.158,0.238,0.396,95,2010,2
Preah Vihear,Kuleaen,Thmei,13040302,Travkeat,16,16,0.158,0.158,0.317,32,2010,1
Preah Vihear,Kuleaen,Thmei,13040303,Pongro,49,14,0.445,0.127,0.573,63,2010,1
Preah Vihear,Kuleaen,Thmei,13040304,Dan,20,11,0.364,0.2,0.564,31,2010,1
Preah Vihear,Kuleaen,Thmei,13040305,Damnak Kantuot,18,8,0.3,0.133,0.433,26,2010,1
Preah Vihear,Kuleaen,Thmei,13040306,Stueng Senmonorom,9,17,0.074,0.139,0.213,26,2010,1
Preah Vihear,Kuleaen,Phnum Penh,13040401,Pnov,12,48,0.064,0.255,0.319,60,2010,1
Preah Vihear,Kuleaen,Phnum Penh,13040402,Boh,25,61,0.085,0.208,0.294,86,2010,1
Preah Vihear,Kuleaen,Phnum Penh,13040403,Srabal,22,50,0.103,0.234,0.336,72,2010,2
Preah Vihear,Kuleaen,Phnum Tbaeng Pir,13040501,Chhuk,55,24,0.294,0.128,0.422,79,2010,2
Preah Vihear,Kuleaen,Phnum Tbaeng Pir,13040502,Sralay,19,36,0.153,0.29,0.444,55,2010,2
Preah Vihear,Kuleaen,Phnum Tbaeng Pir,13040503,Baribour,3,42,0.018,0.253,0.271,45,2010,1
Preah Vihear,Kuleaen,Phnum Tbaeng Pir,13040504,Kdak,26,39,0.094,0.141,0.235,65,2010,2
Preah Vihear,Kuleaen,Srayang,13040601,Srayang Cheung,216,111,0.254,0.131,0.385,327,2010,4
Preah Vihear,Kuleaen,Srayang,13040602,Srayang Tboung,193,77,0.35,0.139,0.489,270,2010,4
Preah Vihear,Kuleaen,Srayang,13040603,Kaoh Ker,38,44,0.239,0.277,0.516,82,2010,2
Preah Vihear,Kuleaen,Srayang,13040604,Mrech,61,0,0.565,0,0.565,61,2010,2
Preah Vihear,Kuleaen,Srayang,13040605,Rumchek,37,25,0.255,0.172,0.428,62,2010,1
Preah Vihear,Kuleaen,Srayang,13040606,Sambour,66,86,0.199,0.259,0.458,152,2010,1
Preah Vihear,Rovieng,Robieb,13050101,Rovieng Cheung,8,7,0.059,0.051,0.11,15,2010,1
Preah Vihear,Rovieng,Robieb,13050102,Tnaot Mlu,24,29,0.113,0.136,0.249,53,2010,2
Preah Vihear,Rovieng,Robieb,13050103,Tang Trak,9,22,0.043,0.105,0.148,31,2010,1
Preah Vihear,Rovieng,Robieb,13050104,Bak Kdaong,8,16,0.051,0.102,0.153,24,2010,1
Preah Vihear,Rovieng,Robieb,13050105,Boeng,3,12,0.037,0.146,0.183,15,2010,2
Preah Vihear,Rovieng,Robieb,13050106,Ou,1,23,0.011,0.261,0.273,24,2010,1
Preah Vihear,Rovieng,Reaksmei,13050201,Damnak Chen,5,21,0.049,0.206,0.255,26,2010,1
Preah Vihear,Rovieng,Reaksmei,13050202,Ta Tong,3,14,0.042,0.197,0.239,17,2010,1
Preah Vihear,Rovieng,Reaksmei,13050203,Chambak Ph'aem,4,19,0.049,0.232,0.28,23,2010,2
Preah Vihear,Rovieng,Reaksmei,13050204,Trapeang Ruessei,6,25,0.068,0.284,0.352,31,2010,1
Preah Vihear,Rovieng,Rohas,13050301,Thkaeng,3,22,0.024,0.177,0.202,25,2010,1
Preah Vihear,Rovieng,Rohas,13050302,Kampot,7,12,0.121,0.207,0.328,19,2010,1
Preah Vihear,Rovieng,Rohas,13050303,Sangkae Roung,9,17,0.13,0.246,0.377,26,2010,1
Preah Vihear,Rovieng,Rohas,13050304,Kok Poun,5,8,0.125,0.2,0.325,13,2010,1
Preah Vihear,Rovieng,Rohas,13050305,Chamlang,4,25,0.058,0.362,0.42,29,2010,1
Preah Vihear,Rovieng,Rohas,13050306,Anlong Svay,1,18,0.009,0.158,0.167,19,2010,2
Preah Vihear,Rovieng,Rung Roeang,13050401,Thnal Kaeng,7,52,0.028,0.21,0.238,59,2010,2
Preah Vihear,Rovieng,Rung Roeang,13050402,Rovieng Tboung,7,14,0.058,0.117,0.175,21,2010,1
Preah Vihear,Rovieng,Rung Roeang,13050403,Boh Pey,5,21,0.032,0.136,0.169,26,2010,1
Preah Vihear,Rovieng,Rung Roeang,13050404,Srae Thum,25,66,0.113,0.297,0.41,91,2010,2
Preah Vihear,Rovieng,Rik Reay,13050501,Pal Hal,2,5,0.02,0.051,0.071,7,2010,1
Preah Vihear,Rovieng,Rik Reay,13050502,Boh,5,24,0.037,0.178,0.215,29,2010,1
Preah Vihear,Rovieng,Rik Reay,13050503,Doung,4,13,0.024,0.078,0.102,17,2010,1
Preah Vihear,Rovieng,Ruos Roan,13050601,Chhnuon,3,31,0.017,0.173,0.19,34,2010,1
Preah Vihear,Rovieng,Ruos Roan,13050602,Tonloab,1,21,0.006,0.129,0.135,22,2010,1
Preah Vihear,Rovieng,Ruos Roan,13050603,Ruessei Srok,4,18,0.038,0.171,0.21,22,2010,2
Preah Vihear,Rovieng,Rotanak,13050701,Ker,32,54,0.13278,0.224066,0.356846,86,2010,2
Preah Vihear,Rovieng,Rotanak,13050702,Khnar,11,9,0.186,0.153,0.339,20,2010,2
Preah Vihear,Rovieng,Rotanak,13050703,Samreth,7,10,0.054,0.077,0.131,17,2010,1
Preah Vihear,Rovieng,Rotanak,13050704,Samprieng,40,2,0.87,0.043,0.913,42,2010,1
Preah Vihear,Rovieng,Rotanak,13050705,Prey Snuol,4,13,0.098,0.317,0.415,17,2010,1
Preah Vihear,Rovieng,Rieb Roy,13050801,Slaeng Toul,26,12,0.325,0.15,0.475,38,2010,1
Preah Vihear,Rovieng,Rieb Roy,13050802,Srae,30,21,0.297,0.208,0.505,51,2010,2
Preah Vihear,Rovieng,Rieb Roy,13050803,Bangkan,46,24,0.274,0.143,0.417,70,2010,2
Preah Vihear,Rovieng,Reaksa,13050901,Doun Ma,9,38,0.059,0.248,0.307,47,2010,1
Preah Vihear,Rovieng,Reaksa,13050902,Samraong,1,3,0.032,0.097,0.129,4,2010,2
Preah Vihear,Rovieng,Reaksa,13050903,Preal,11,23,0.151,0.315,0.466,34,2010,2
Preah Vihear,Rovieng,Reaksa,13050904,Kak Poun,2,16,0.023,0.186,0.209,18,2010,1
Preah Vihear,Rovieng,Reaksa,13050905,Rumdaoh,1,8,0.036,0.286,0.321,9,2010,1
Preah Vihear,Rovieng,Reaksa,13050906,Sanlung Chey,0,3,0,0.068,0.068,3,2010,1
Preah Vihear,Rovieng,Reaksa,13050907,Poleakkam,5,12,0.063,0.152,0.215,17,2010,1
Preah Vihear,Rovieng,Reaksa,13050908,Sralau Sraong,4,8,0.042,0.084,0.126,12,2010,2
Preah Vihear,Rovieng,Rumdaoh,13051001,Thnal Kaong,34,51,0.119,0.179,0.298,85,2010,2
Preah Vihear,Rovieng,Rumdaoh,13051002,Svay Pak,25,39,0.15,0.234,0.383,64,2010,1
Preah Vihear,Rovieng,Rumdaoh,13051003,Kouk Ampil,3,6,0.037,0.074,0.111,9,2010,2
Preah Vihear,Rovieng,Rumdaoh,13051004,Ovloek,14,44,0.068,0.215,0.283,58,2010,2
Preah Vihear,Rovieng,Romtum,13051101,Trapeang Totuem,22,31,0.09,0.127,0.217,53,2010,2
Preah Vihear,Rovieng,Romtum,13051102,Ou Talaok,32,39,0.193,0.235,0.428,71,2010,2
Preah Vihear,Rovieng,Romtum,13051103,Tuol Rovieng,21,29,0.169,0.234,0.403,50,2010,1
Preah Vihear,Rovieng,Romtum,13051104,Bangkaeun Phal,16,19,0.138,0.164,0.302,35,2010,1
Preah Vihear,Rovieng,Romtum,13051105,Svay Damnak Chas,7,47,0.045,0.305,0.351,54,2010,2
Preah Vihear,Rovieng,Romtum,13051106,Svay Damnak Thmei,7,21,0.085,0.256,0.341,28,2010,1
Preah Vihear,Rovieng,Romoneiy,13051201,Rumchek,30,31,0.123,0.128,0.251,61,2010,1
Preah Vihear,Rovieng,Romoneiy,13051202,Ou Pour,28,49,0.179,0.314,0.494,77,2010,2
Preah Vihear,Rovieng,Romoneiy,13051203,Chi Aok,14,61,0.081,0.355,0.436,75,2010,2
Preah Vihear,Rovieng,Romoneiy,13051204,Phnum Daek,24,33,0.1,0.137,0.237,57,2010,2
Preah Vihear,Rovieng,Romoneiy,13051205,Srae Thnong,4,20,0.049,0.247,0.296,24,2010,1
Preah Vihear,Sangkom Thmei,Chamraeun,13060101,Pratheat,37,14,0.219,0.083,0.302,51,2010,2
Preah Vihear,Sangkom Thmei,Chamraeun,13060102,Tbaeng,20,32,0.053,0.084,0.137,52,2010,2
Preah Vihear,Sangkom Thmei,Chamraeun,13060103,Da,31,39,0.161,0.203,0.365,70,2010,2
Preah Vihear,Sangkom Thmei,Chamraeun,13060104,Saen Kong,11,15,0.043,0.059,0.102,26,2010,1
Preah Vihear,Sangkom Thmei,Chamraeun,13060105,Srei Sranaoh,6,15,0.065,0.163,0.228,21,2010,1
Preah Vihear,Sangkom Thmei,Ro'ang,13060201,Andoung Phlu,5,18,0.025,0.088,0.113,23,2010,1
Preah Vihear,Sangkom Thmei,Ro'ang,13060202,Khnar,3,7,0.034,0.08,0.115,10,2010,2
Preah Vihear,Sangkom Thmei,Ro'ang,13060203,Stueng,13,28,0.061,0.132,0.193,41,2010,2
Preah Vihear,Sangkom Thmei,Ro'ang,13060204,Kdei,14,32,0.067,0.153,0.22,46,2010,1
Preah Vihear,Sangkom Thmei,Ro'ang,13060205,Boeng,16,14,0.139,0.122,0.261,30,2010,2
Preah Vihear,Sangkom Thmei,Ro'ang,13060206,Knor,20,13,0.141,0.092,0.232,33,2010,1
Preah Vihear,Sangkom Thmei,Phnum Tbaeng Muoy,13060301,Samlanh,29,11,0.111,0.042,0.153,40,2010,2
Preah Vihear,Sangkom Thmei,Phnum Tbaeng Muoy,13060302,Kbal Khla,36,21,0.293,0.171,0.463,57,2010,2
Preah Vihear,Sangkom Thmei,Sdau,13060401,Ta Bas,34,57,0.127,0.213,0.341,91,2010,2
Preah Vihear,Sangkom Thmei,Sdau,13060402,Sdau,14,11,0.169,0.133,0.301,25,2010,1
Preah Vihear,Sangkom Thmei,Sdau,13060403,Soch,15,15,0.197,0.197,0.395,30,2010,1
Preah Vihear,Sangkom Thmei,Sdau,13060404,Trapeang Thlok,7,5,0.14,0.1,0.24,12,2010,1
Preah Vihear,Sangkom Thmei,Sdau,13060405,Trapeang  Khchaeng,21,13,0.477,0.295,0.773,34,2010,1
Preah Vihear,Sangkom Thmei,Ronak Ser,13060501,Ta Seng Kandal,49,24,0.239,0.117,0.356,73,2010,2
Preah Vihear,Sangkom Thmei,Ronak Ser,13060502,Ta Seng Cheung,34,55,0.212,0.344,0.556,89,2010,2
Preah Vihear,Sangkom Thmei,Ronak Ser,13060503,Trapeang Reang,11,13,0.216,0.255,0.471,24,2010,2
Preah Vihear,Sangkom Thmei,Ronak Ser,13060504,Svay,12,31,0.09,0.231,0.321,43,2010,2
Preah Vihear,Sangkom Thmei,Ronak Ser,13060505,koukThkov,7,22,0.179,0.564,0.744,29,2010,1
Preah Vihear,Sangkom Thmei,Ronak Ser,13060506,Rolum Slaeng,13,9,0.255,0.176,0.431,22,2010,1
Preah Vihear,Sangkom Thmei,Ronak Ser,13060591,AngKrong,11,14,0.22,0.28,0.5,25,2010,1
Preah Vihear,Tbaeng Mean chey,Chhean Mukh,13070301,Bak Kam,27,41,0.158,0.24,0.398,68,2010,2
Preah Vihear,Tbaeng Mean chey,Chhean Mukh,13070302,Sedthkakech,19,48,0.125,0.316,0.441,67,2010,2
Preah Vihear,Tbaeng Mean chey,Chhean Mukh,13070303,Moha Phal,35,47,0.179,0.241,0.421,82,2010,2
Preah Vihear,Tbaeng Mean chey,Pou,13070401,Pou,61,18,0.213,0.063,0.276,79,2010,2
Preah Vihear,Tbaeng Mean chey,Pou,13070402,Sralau Tung,5,24,0.056,0.27,0.326,29,2010,1
Preah Vihear,Tbaeng Mean chey,Pou,13070403,Pou Khoean,10,9,0.128,0.115,0.244,19,2010,1
Preah Vihear,Tbaeng Mean chey,Pou,13070404,Okak,16,2,0.444,0.056,0.5,18,2010,1
Preah Vihear,Tbaeng Mean chey,Prame,13070501,Boh Thum,16,25,0.087,0.136,0.223,41,2010,1
Preah Vihear,Tbaeng Mean chey,Prame,13070502,Prame,5,11,0.034,0.074,0.108,16,2010,1
Preah Vihear,Tbaeng Mean chey,Prame,13070503,Srae Prang,9,18,0.077,0.154,0.231,27,2010,1
Preah Vihear,Tbaeng Mean chey,Preah Khleang,13070601,Anlong Svay,14,43,0.069,0.211,0.279,57,2010,2
Preah Vihear,Tbaeng Mean chey,Preah Khleang,13070602,Krang Doung,21,45,0.048,0.103,0.151,66,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080101,Samraong,28,21,0.177,0.133,0.31,49,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080102,Thmei,29,16,0.128,0.07,0.198,45,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080103,Kouk Beng,59,6,0.245,0.025,0.27,65,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080104,Andoung Pou,0,0,0,0,0,0,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080105,La Edth,0,0,0,0,0,0,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080106,Damnak,62,16,0.284,0.073,0.358,78,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080107,Srah Chhuk,10,7,0.092,0.064,0.156,17,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080108,Kandal,0,0,0,0,0,0,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080109,Kampong Chamlang,49,4,0.438,0.036,0.473,53,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Kampong Pranak,13080110,Tuol Tumnob,18,43,0.162,0.387,0.55,61,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080201,Ma Saet,62,46,0.235,0.174,0.409,108,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080202,Ou Khlaeng Poar,69,38,0.275,0.151,0.426,107,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080203,Tumnob,13,17,0.126,0.165,0.291,30,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080204,Pal Hal,11,27,0.064,0.157,0.221,38,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080205,Peareakkech,44,98,0.089,0.199,0.289,142,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080206,Sthapor,35,62,0.123,0.218,0.342,97,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080207,Sameakki,14,13,0.326,0.302,0.628,27,2010,1
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080208,Aekakpheap,13,32,0.071,0.176,0.247,45,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080209,Akphivoat,39,23,0.331,0.195,0.525,62,2010,2
Preah Vihear,Krong Preah Vihear,Sangkat Pal Hal,13080210,Chamkar Sramov,28,24,0.138,0.118,0.256,52,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010101,Doung Chrum,25,52,0.089,0.184,0.273,77,2010,1
Pursat,Bakan,Boeng Bat Kandaol,15010102,Samraong,12,25,0.085,0.176,0.261,37,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010103,Tram Seh,57,41,0.27,0.194,0.464,98,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010104,Ou,32,48,0.108,0.162,0.269,80,2010,1
Pursat,Bakan,Boeng Bat Kandaol,15010105,Bat Trach,27,16,0.159,0.094,0.253,43,2010,1
Pursat,Bakan,Boeng Bat Kandaol,15010106,Robang Romeas,25,57,0.083,0.189,0.272,82,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010107,Bat Kandaol,17,18,0.101,0.107,0.208,35,2010,1
Pursat,Bakan,Boeng Bat Kandaol,15010108,Svay,17,24,0.177,0.25,0.427,41,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010109,Preah Ampil,18,36,0.094,0.188,0.281,54,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010110,Boeng Chhuk,13,19,0.098,0.143,0.241,32,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010111,Tuol Thmea,19,28,0.153,0.226,0.379,47,2010,1
Pursat,Bakan,Boeng Bat Kandaol,15010112,Svay Chrum,20,25,0.122,0.152,0.274,45,2010,2
Pursat,Bakan,Boeng Bat Kandaol,15010114,Ruessei Ta Man,46,19,0.196,0.081,0.277,65,2010,2
Pursat,Bakan,Boeng Khnar,15010201,Prey Phdau,54,45,0.225,0.188,0.412,99,2010,2
Pursat,Bakan,Boeng Khnar,15010202,Boeng Khnar,48,26,0.136,0.074,0.21,74,2010,1
Pursat,Bakan,Boeng Khnar,15010203,Krasang Kruo,20,24,0.085,0.102,0.187,44,2010,1
Pursat,Bakan,Boeng Khnar,15010204,Rung,35,31,0.107,0.095,0.202,66,2010,2
Pursat,Bakan,Boeng Khnar,15010205,Voat Chrey,23,17,0.133,0.098,0.231,40,2010,1
Pursat,Bakan,Boeng Khnar,15010206,Preah mlu,14,24,0.076,0.13,0.207,38,2010,1
Pursat,Bakan,Boeng Khnar,15010207,Prey Svay,27,18,0.138462,0.092308,0.230769,45,2010,1
Pursat,Bakan,Boeng Khnar,15010208,Chamkar Leu,45,29,0.205,0.132,0.338,74,2010,2
Pursat,Bakan,Boeng Khnar,15010209,Prey Damrei,22,39,0.106,0.188,0.293,61,2010,1
Pursat,Bakan,Boeng Khnar,15010210,Khnach Romeas,13,35,0.081,0.217,0.298,48,2010,1
Pursat,Bakan,Boeng Khnar,15010211,Sakar,44,48,0.192,0.21,0.402,92,2010,2
Pursat,Bakan,Boeng Khnar,15010212,Daeum Chres,10,28,0.057,0.16,0.217,38,2010,1
Pursat,Bakan,Boeng Khnar,15010215,Trach Kraol,27,18,0.281,0.188,0.469,45,2010,1
Pursat,Bakan,Khnar Totueng,15010301,Daeum Roka,7,19,0.074,0.202,0.277,26,2010,1
Pursat,Bakan,Khnar Totueng,15010302,Kaoh Svay,43,32,0.183,0.136,0.319,75,2010,1
Pursat,Bakan,Khnar Totueng,15010303,Kamprak Koun,15,10,0.129,0.086,0.216,25,2010,1
Pursat,Bakan,Khnar Totueng,15010304,Tuol Angkrong,4,3,0.08,0.06,0.14,7,2010,1
Pursat,Bakan,Khnar Totueng,15010305,Krouch Saeuch,23,4,0.247,0.043,0.29,27,2010,1
Pursat,Bakan,Khnar Totueng,15010306,Khnar Totueng,45,8,0.233,0.041,0.275,53,2010,2
Pursat,Bakan,Khnar Totueng,15010307,Boeng Chhuk,40,12,0.211,0.063,0.274,52,2010,2
Pursat,Bakan,Khnar Totueng,15010308,Phteah Sla,37,8,0.243,0.053,0.296,45,2010,1
Pursat,Bakan,Khnar Totueng,15010309,Kaoh Krabei,14,11,0.149,0.117,0.266,25,2010,1
Pursat,Bakan,Khnar Totueng,15010310,Damnak Thnong,21,15,0.108,0.077,0.185,36,2010,1
Pursat,Bakan,Khnar Totueng,15010311,Bak Meaek,39,23,0.186,0.11,0.295,62,2010,2
Pursat,Bakan,Khnar Totueng,15010312,Kaoh Voat,31,13,0.177,0.074,0.251,44,2010,1
Pursat,Bakan,Me Tuek,15010401,Angkanh,37,16,0.15,0.065,0.215,53,2010,1
Pursat,Bakan,Me Tuek,15010402,Ou Preal,19,52,0.089,0.243,0.332,71,2010,1
Pursat,Bakan,Me Tuek,15010403,Cha Yov,21,41,0.103,0.201,0.304,62,2010,2
Pursat,Bakan,Me Tuek,15010404,Kdat,92,45,0.285,0.139,0.424,137,2010,2
