Province,District,Commune,Vil_Code,Village,L1_HH,L2_HH,L1_Per_HH,L2_Per_HH,TOT_Per_HH,TOT_HH,Rounds,Scale
Kampong Chhnang,Kampong Tralach,Chres,4050309,Kbal Damrei,17,21,0.142,0.175,0.317,38,2010,1
Kampong Chhnang,Kampong Tralach,Chres,4050310,Prab Phcheah,45,32,0.213,0.152,0.365,77,2010,2
Kampong Chhnang,Kampong Tralach,Chres,4050311,Chramoh Chruk,19,17,0.192,0.172,0.364,36,2010,1
Kampong Chhnang,Kampong Tralach,Chres,4050312,Chak,9,18,0.057,0.113,0.17,27,2010,2
Kampong Chhnang,Kampong Tralach,Chres,4050313,Dak Snet,11,8,0.11,0.08,0.19,19,2010,1
Kampong Chhnang,Kampong Tralach,Chres,4050314,Chumteav,49,71,0.171,0.247,0.418,120,2010,2
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050401,Kampong Tralach Leu,4,7,0.037,0.065,0.103,11,2010,1
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050402,Kampong Tralach Kraom,57,45,0.154,0.121,0.275,102,2010,2
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050403,Neak Ta Hang,30,54,0.11,0.198,0.308,84,2010,2
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050404,Samretthi Chey,42,24,0.28,0.16,0.44,66,2010,2
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050405,Preaek Kanlang,28,48,0.144,0.246,0.39,76,2010,2
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050406,Kampong Kdar,51,28,0.256,0.141,0.397,79,2010,2
Kampong Chhnang,Kampong Tralach,Kampong Tralach,4050407,Kien Roka,7,13,0.14,0.26,0.4,20,2010,1
Kampong Chhnang,Kampong Tralach,Longveaek,4050501,Oknha Pang,15,36,0.045,0.107,0.152,51,2010,2
Kampong Chhnang,Kampong Tralach,Longveaek,4050502,Trapeang Chambak,19,5,0.139,0.036,0.175,24,2010,2
Kampong Chhnang,Kampong Tralach,Longveaek,4050503,Phsar Trach,28,23,0.097,0.08,0.177,51,2010,2
Kampong Chhnang,Kampong Tralach,Longveaek,4050504,Anlong Tnaot,9,7,0.038,0.029,0.067,16,2010,1
Kampong Chhnang,Kampong Tralach,Longveaek,4050505,Srah Chak,23,5,0.103,0.022,0.125,28,2010,1
Kampong Chhnang,Kampong Tralach,Longveaek,4050506,Voat,8,9,0.043,0.048,0.09,17,2010,2
Kampong Chhnang,Kampong Tralach,Longveaek,4050507,Trapeang Samraong,19,9,0.141,0.067,0.207,28,2010,1
Kampong Chhnang,Kampong Tralach,Longveaek,4050508,Boeng Kak,31,19,0.124,0.076,0.201,50,2010,2
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050601,Chrak Romiet,14,52,0.049,0.182,0.231,66,2010,2
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050602,Sala Lekh Pram,27,23,0.05,0.043,0.093,50,2010,1
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050603,Ou Ruessei,25,9,0.161,0.058,0.219,34,2010,1
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050604,Srae Prei,33,28,0.113,0.096,0.21,61,2010,1
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050605,Chan Kiek,32,27,0.167,0.141,0.307,59,2010,2
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050606,Kralanh,39,10,0.144,0.037,0.181,49,2010,2
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050607,Khnong,21,7,0.124,0.041,0.166,28,2010,1
Kampong Chhnang,Kampong Tralach,Ou Ruessei,4050608,Leach,15,0,0.125,0,0.125,15,2010,2
Kampong Chhnang,Kampong Tralach,Peani,4050701,Ka At,27,19,0.066,0.047,0.113,46,2010,1
Kampong Chhnang,Kampong Tralach,Peani,4050702,Soben,27,36,0.134,0.179,0.313,63,2010,1
Kampong Chhnang,Kampong Tralach,Peani,4050703,Ta Kol,7,12,0.039,0.067,0.106,19,2010,1
Kampong Chhnang,Kampong Tralach,Peani,4050704,Stueng,21,12,0.144,0.082,0.226,33,2010,2
Kampong Chhnang,Kampong Tralach,Peani,4050705,Prey Sak,15,1,0.1,0.007,0.107,16,2010,1
Kampong Chhnang,Kampong Tralach,Peani,4050706,Peani,22,11,0.12,0.06,0.18,33,2010,2
Kampong Chhnang,Kampong Tralach,Peani,4050707,Kok,25,15,0.133,0.08,0.213,40,2010,1
Kampong Chhnang,Kampong Tralach,Peani,4050708,Tuol Serei,18,2,0.089,0.01,0.099,20,2010,1
Kampong Chhnang,Kampong Tralach,Peani,4050709,Krang Ta Aek,21,7,0.154,0.051,0.206,28,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050801,Khnay Kakaoh,9,15,0.06,0.1,0.16,24,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050802,Tuek L'ak,17,38,0.133,0.297,0.43,55,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050803,Kbal Thnal,37,56,0.184,0.279,0.463,93,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050804,Ta Sokh,18,14,0.164,0.127,0.291,32,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050805,Ta Sou,6,11,0.102,0.186,0.288,17,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050806,Doun Toy,25,11,0.198,0.087,0.286,36,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050807,Ta Nob,17,22,0.139,0.18,0.32,39,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050808,Chambak Ph'aem,13,17,0.106,0.138,0.244,30,2010,2
Kampong Chhnang,Kampong Tralach,Saeb,4050809,Kralanh,8,14,0.127,0.222,0.349,22,2010,2
Kampong Chhnang,Kampong Tralach,Saeb,4050810,Kampong Prasat,73,63,0.264,0.227,0.491,136,2010,2
Kampong Chhnang,Kampong Tralach,Saeb,4050811,Pravoek Pong,11,20,0.105,0.19,0.295,31,2010,1
Kampong Chhnang,Kampong Tralach,Saeb,4050812,Khnay Kakaoh Thmei,10,10,0.093,0.093,0.187,20,2010,1
Kampong Chhnang,Kampong Tralach,Ta Ches,4050901,Boeng Kak,17,38,0.129,0.288,0.417,55,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050902,La Peang,16,30,0.14,0.263,0.404,46,2010,1
Kampong Chhnang,Kampong Tralach,Ta Ches,4050903,Ou Rung,29,31,0.341,0.365,0.706,60,2010,1
Kampong Chhnang,Kampong Tralach,Ta Ches,4050904,Samraong,24,27,0.136,0.153,0.288,51,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050905,Svay Krom,41,72,0.186,0.327,0.514,113,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050906,Souvong,46,32,0.257,0.179,0.436,78,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050907,Snay,53,43,0.217,0.176,0.393,96,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050908,Svay Bakav,65,45,0.125,0.087,0.212,110,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050909,Voat Thmei,28,49,0.12,0.209,0.329,77,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050910,Thlok Yol,32,26,0.206,0.168,0.374,58,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050911,Ta Kaoh,11,13,0.092,0.108,0.2,24,2010,1
Kampong Chhnang,Kampong Tralach,Ta Ches,4050912,Trapeang Preal,25,22,0.325,0.286,0.61,47,2010,1
Kampong Chhnang,Kampong Tralach,Ta Ches,4050913,Banteay Meas,14,36,0.112,0.288,0.4,50,2010,1
Kampong Chhnang,Kampong Tralach,Ta Ches,4050914,sampoar,52,49,0.299,0.282,0.58,101,2010,2
Kampong Chhnang,Kampong Tralach,Ta Ches,4050915,Ta Ches,30,38,0.19,0.241,0.43,68,2010,2
Kampong Chhnang,Kampong Tralach,Thma Edth,4051001,Daeum Popel,79,42,0.283,0.151,0.434,121,2010,2
Kampong Chhnang,Kampong Tralach,Thma Edth,4051002,Snang Mom,36,57,0.176,0.278,0.454,93,2010,2
Kampong Chhnang,Kampong Tralach,Thma Edth,4051003,Thma Edth,24,26,0.119,0.129,0.249,50,2010,1
Kampong Chhnang,Kampong Tralach,Thma Edth,4051004,Kor,44,31,0.169,0.119,0.288,75,2010,2
Kampong Chhnang,Kampong Tralach,Thma Edth,4051005,Trapeang Kdar,92,2,0.511,0.011,0.522,94,2010,1
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060101,Spok Reach,46,41,0.192,0.172,0.364,87,2010,2
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060102,Andoung Snay,90,8,0.375,0.033,0.408,98,2010,2
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060103,Andoung Chrey,65,22,0.401,0.136,0.537,87,2010,2
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060104,Char Thmei,43,25,0.178,0.103,0.281,68,2010,2
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060105,Tbaeng,49,24,0.374,0.183,0.557,73,2010,2
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060106,Pahi,53,41,0.361,0.279,0.639,94,2010,2
Kampong Chhnang,Rolea B'ier,Andoung Snay,4060107,Banpong Phchoek,31,33,0.214,0.228,0.441,64,2010,2
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060201,Preal,15,47,0.079,0.247,0.326,62,2010,2
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060202,Thma Reab,5,12,0.066,0.158,0.224,17,2010,2
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060203,Phlov Kou,47,24,0.359,0.183,0.542,71,2010,1
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060204,Toap Srov,16,12,0.112,0.084,0.196,28,2010,1
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060205,Toap Tbaeng,8,9,0.178,0.2,0.378,17,2010,1
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060206,Chheu Neak,18,12,0.353,0.235,0.588,30,2010,1
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060207,Sdok Kabbas,15,64,0.103,0.438,0.541,79,2010,2
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060208,Trapeang Phkoam,10,32,0.076,0.242,0.318,42,2010,1
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060209,Ou Leach,8,27,0.088,0.297,0.385,35,2010,1
Kampong Chhnang,Rolea B'ier,Banteay Preal,4060210,Ruessei Duoch,0,10,0,0.172,0.172,10,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060301,Ta Lou,29,29,0.201,0.201,0.403,58,2010,2
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060302,Trapeang Popel,15,31,0.146,0.301,0.447,46,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060303,Pring Kaong,24,40,0.183,0.305,0.489,64,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060304,Luong,16,21,0.193,0.253,0.446,37,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060305,Andoung Chek,53,42,0.266,0.211,0.477,95,2010,2
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060306,Tuek Chenh,85,59,0.284,0.197,0.482,144,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060307,Souphi,53,34,0.301,0.193,0.494,87,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060308,Tang Bampong,32,21,0.147,0.096,0.243,53,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060309,Damnak Kei,25,23,0.167,0.153,0.32,48,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060310,Knach Kokoh,1,16,0.012,0.198,0.21,17,2010,1
Kampong Chhnang,Rolea B'ier,Cheung Kreav,4060311,Ou Loy,5,11,0.102,0.224,0.327,16,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060401,Tuol Khsach,55,13,0.679,0.16,0.84,68,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060402,Prey Kaoh,32,9,0.667,0.188,0.854,41,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060403,Prey Puoch,35,16,0.574,0.262,0.836,51,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060404,Thmei,44,35,0.473,0.376,0.849,79,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060405,Thnal Thmei,38,37,0.442,0.43,0.872,75,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060406,Chrey Bak,66,21,0.635,0.202,0.837,87,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060407,Ou Kamnab,13,19,0.241,0.352,0.593,32,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060408,Ou Kandaol,46,54,0.309,0.362,0.671,100,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060409,Prey Leak Neang,36,18,0.59,0.295,0.885,54,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060410,Banh Chhkoul,29,41,0.293,0.414,0.707,70,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060411,Trapeang An,34,13,0.405,0.155,0.56,47,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060412,Khley,30,31,0.405,0.419,0.824,61,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060413,A Laeng,20,25,0.074627,0.093284,0.16791,45,2010,1
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060414,Trapeang Kor,37,28,0.333,0.252,0.586,65,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060415,Preah Ream Reangsei,33,35,0.434,0.461,0.895,68,2010,2
Kampong Chhnang,Rolea B'ier,Chrey Bak,4060416,Ou Roung,19,27,0.322,0.458,0.78,46,2010,1
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060501,Kouk Banteay,45,51,0.205,0.232,0.436,96,2010,2
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060502,Popel Pok,55,22,0.281,0.112,0.393,77,2010,2
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060503,Mean Chey,23,26,0.2,0.226,0.426,49,2010,1
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060504,Troneam Pech,16,13,0.186,0.151,0.337,29,2010,1
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060505,Ou Ta Sek,25,51,0.198,0.405,0.603,76,2010,1
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060506,Chheu Trach,36,8,0.24,0.053,0.293,44,2010,1
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060507,Kang Meas,40,42,0.157,0.165,0.322,82,2010,1
Kampong Chhnang,Rolea B'ier,Kouk Banteay,4060508,Kanlaeng Phe,57,31,0.363,0.197,0.561,88,2010,2
Kampong Chhnang,Rolea B'ier,Krang Leav,4060601,Krang Leav,31,50,0.205,0.331,0.536,81,2010,1
Kampong Chhnang,Rolea B'ier,Krang Leav,4060602,Thmei,25,28,0.169,0.189,0.358,53,2010,1
Kampong Chhnang,Rolea B'ier,Krang Leav,4060603,Tuek L'ak,36,44,0.209,0.256,0.465,80,2010,1
Kampong Chhnang,Rolea B'ier,Krang Leav,4060604,Pat Lang,70,53,0.25,0.189,0.439,123,2010,2
Kampong Chhnang,Rolea B'ier,Krang Leav,4060605,Boeng Veaeng,35,48,0.144,0.198,0.342,83,2010,1
Kampong Chhnang,Rolea B'ier,Krang Leav,4060606,Srae Veal,34,20,0.288,0.169,0.458,54,2010,1
Kampong Chhnang,Rolea B'ier,Krang Leav,4060607,Chrolong Kak,29,22,0.312,0.237,0.548,51,2010,2
Kampong Chhnang,Rolea B'ier,Krang Leav,4060608,Andoung Preng,30,24,0.175,0.14,0.316,54,2010,1
Kampong Chhnang,Rolea B'ier,Pongro,4060701,Trapeang Pou,6,34,0.043,0.245,0.288,40,2010,1
Kampong Chhnang,Rolea B'ier,Pongro,4060702,Khvet,13,34,0.07,0.184,0.254,47,2010,2
Kampong Chhnang,Rolea B'ier,Pongro,4060703,Srang Khpos,29,31,0.15,0.161,0.311,60,2010,2
Kampong Chhnang,Rolea B'ier,Pongro,4060704,Phnum Touch,26,35,0.168,0.226,0.394,61,2010,2
Kampong Chhnang,Rolea B'ier,Pongro,4060705,Santey,25,18,0.189,0.136,0.326,43,2010,2
Kampong Chhnang,Rolea B'ier,Pongro,4060706,Dak Krong,13,17,0.14,0.183,0.323,30,2010,1
Kampong Chhnang,Rolea B'ier,Pongro,4060707,Andoung Pou,7,15,0.049,0.104,0.153,22,2010,1
Kampong Chhnang,Rolea B'ier,Pongro,4060708,Thmei,10,13,0.07,0.092,0.162,23,2010,1
Kampong Chhnang,Rolea B'ier,Pongro,4060709,Prambei Chhaom,21,18,0.096,0.082,0.178,39,2010,1
Kampong Chhnang,Rolea B'ier,Pongro,4060710,Trapeang Thum,19,17,0.125,0.112,0.237,36,2010,2
Kampong Chhnang,Rolea B'ier,Pongro,4060711,Thma Reab,5,16,0.038,0.122,0.16,21,2010,2
Kampong Chhnang,Rolea B'ier,Pongro,4060712,Toap Tbaeng,15,12,0.139,0.111,0.25,27,2010,1
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060801,Prey Sampov,29,52,0.118,0.212,0.331,81,2010,2
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060802,Chonleav,25,22,0.216,0.19,0.405,47,2010,1
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060803,S'ang,21,39,0.092,0.17,0.262,60,2010,2
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060804,Srangam Ter,8,14,0.093,0.163,0.256,22,2010,1
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060805,Trapeang Ampil,30,47,0.127,0.198,0.325,77,2010,1
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060806,Prasnoeb,20,62,0.093,0.287,0.38,82,2010,2
Kampong Chhnang,Rolea B'ier,Prasnoeb,4060807,Chor,44,32,0.26,0.189,0.45,76,2010,2
Kampong Chhnang,Rolea B'ier,Prey Mul,4060901,Prey Kraol,53,36,0.238,0.161,0.399,89,2010,2
Kampong Chhnang,Rolea B'ier,Prey Mul,4060902,Prey Mul,14,38,0.089,0.242,0.331,52,2010,2
Kampong Chhnang,Rolea B'ier,Prey Mul,4060903,Prachak,22,20,0.262,0.238,0.5,42,2010,1
Kampong Chhnang,Rolea B'ier,Prey Mul,4060904,Trapeang Kravan,23,14,0.169,0.103,0.272,37,2010,1
Kampong Chhnang,Rolea B'ier,Prey Mul,4060905,Trapeang Ta Sokh,29,38,0.213,0.279,0.493,67,2010,1
Kampong Chhnang,Rolea B'ier,Prey Mul,4060906,Ta Vak,16,29,0.092,0.167,0.259,45,2010,1
Kampong Chhnang,Rolea B'ier,Prey Mul,4060907,Kleng Por,19,30,0.164,0.259,0.422,49,2010,1
Kampong Chhnang,Rolea B'ier,Rolea B'ier,4061001,Kruos,113,155,0.165,0.227,0.392,268,2010,2
Kampong Chhnang,Rolea B'ier,Rolea B'ier,4061002,Prey Khmaer,97,111,0.147,0.168,0.315,208,2010,4
Kampong Chhnang,Rolea B'ier,Rolea B'ier,4061003,Andoung Chroh,26,21,0.148,0.119,0.267,47,2010,1
Kampong Chhnang,Rolea B'ier,Rolea B'ier,4061004,Chea Rov,25,27,0.172,0.186,0.359,52,2010,2
Kampong Chhnang,Rolea B'ier,Rolea B'ier,4061005,Trapeang Trach,11,39,0.076,0.269,0.345,50,2010,2
Kampong Chhnang,Rolea B'ier,Rolea B'ier,4061006,Ou Ta Nes,25,47,0.153,0.288,0.442,72,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061101,Kdei Tnaot,27,38,0.126,0.177,0.302,65,2010,1
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061102,Chamkar Ta Mau,32,31,0.174,0.168,0.342,63,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061103,Santuch,72,41,0.217,0.123,0.34,113,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061104,Traok Kaeut,26,42,0.151,0.244,0.395,68,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061105,Traok Kandal,23,45,0.144,0.281,0.425,68,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061106,Traok Lech,28,34,0.211,0.256,0.466,62,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061107,Kol Kob,46,33,0.261,0.188,0.449,79,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061108,Trapeang Sbov,28,52,0.126,0.233,0.359,80,2010,1
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061109,Prey Moan,22,32,0.144,0.209,0.353,54,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061110,Andoung Ruessei,38,27,0.102,0.072,0.174,65,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061111,Trea Tboung,31,30,0.141,0.136,0.277,61,2010,2
Kampong Chhnang,Rolea B'ier,Srae Thmei,4061112,Trea Cheung,47,43,0.154,0.141,0.294,90,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061201,Thma Kaev,21,45,0.108,0.232,0.34,66,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061202,Knong,14,20,0.119,0.169,0.288,34,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061203,Krang Prasvay,12,30,0.065,0.162,0.227,42,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061204,Utumpor,44,42,0.165,0.158,0.323,86,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061205,Sat Lang,12,33,0.115,0.317,0.433,45,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061206,Svay Chrum Thmei,6,23,0.041,0.159,0.2,29,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061207,Chamkar Khley,17,34,0.13,0.26,0.389,51,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061208,Chen,11,14,0.167,0.212,0.379,25,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061209,Phlov Veay,11,35,0.103,0.327,0.43,46,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061210,Ou Totueng,12,9,0.158,0.118,0.276,21,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061211,Tuol Trea,18,25,0.188,0.26,0.448,43,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061212,Svay Chrum Chas,12,28,0.112,0.262,0.374,40,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061213,Smaet,29,34,0.154,0.181,0.335,63,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061214,Thnong Kambot,16,29,0.17,0.309,0.479,45,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061215,Chanlaoh Ren,23,28,0.19,0.231,0.421,51,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061216,Dambouk Kakaoh,34,49,0.183,0.263,0.446,83,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061217,Trapeang Anhchanh,58,58,0.203,0.203,0.406,116,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061218,Thnal Ta Saeng,27,84,0.107,0.332,0.439,111,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061219,Kaoh Kaev,42,42,0.25,0.25,0.5,84,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061220,Krapeu Pul,40,27,0.364,0.245,0.609,67,2010,2
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061221,Svay Chek,22,24,0.173,0.189,0.362,46,2010,1
Kampong Chhnang,Rolea B'ier,Svay Chrum,4061222,Kampong Riang,31,26,0.274,0.23,0.504,57,2010,2
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061301,Ou Sandan,42,22,0.28,0.147,0.427,64,2010,1
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061302,Tuek Hout,34,55,0.186,0.301,0.486,89,2010,2
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061303,Preaek Sala,44,24,0.317,0.173,0.489,68,2010,2
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061304,Noneam Totueng,17,22,0.202,0.262,0.464,39,2010,1
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061305,Preaek Reang,80,45,0.288,0.162,0.45,125,2010,2
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061306,Kouk Sdau,77,61,0.231,0.183,0.413,138,2010,2
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061307,Trapeang Krapeu,34,67,0.116,0.228,0.344,101,2010,1
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061308,Tuek L'ak,25,21,0.255,0.214,0.469,46,2010,1
Kampong Chhnang,Rolea B'ier,Tuek Hout,4061309,Ou Sandan Thmei,29,29,0.269,0.269,0.537,58,2010,2
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070101,Chrak Tnaot,14,29,0.088,0.181,0.269,43,2010,1
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070102,Traeng,4,30,0.032,0.242,0.274,34,2010,2
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070103,Royeas,11,31,0.059,0.168,0.227,42,2010,1
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070104,Trapeang thma,2,15,0.019,0.142,0.16,17,2010,1
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070105,Srae Ruessei,0,5,0,0.052,0.052,5,2010,1
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070106,Krang Samraong,23,25,0.152,0.166,0.318,48,2010,1
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070107,Anlong Pring,4,4,0.083,0.083,0.167,8,2010,1
Kampong Chhnang,Sameakki Mean Chey,Chhean Laeung,4070108,Chuonh Chit,4,19,0.054,0.257,0.311,23,2010,1
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070201,Voat,26,62,0.069,0.164,0.233,88,2010,2
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070202,Trapeang Srangae,38,45,0.195,0.231,0.426,83,2010,1
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070203,Chrey Kaong Lech,16,36,0.112,0.252,0.364,52,2010,2
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070204,Chrey Kaong Kaeut,37,48,0.213,0.276,0.489,85,2010,2
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070205,Thma Sa,5,27,0.028,0.153,0.182,32,2010,1
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070206,Khna Kandal,37,45,0.188,0.228,0.416,82,2010,2
Kampong Chhnang,Sameakki Mean Chey,Khna Chhmar,4070207,Tradak Pong,32,52,0.103,0.167,0.27,84,2010,1
Kampong Chhnang,Sameakki Mean Chey,Krang Lvea,4070301,Thnal,45,38,0.239,0.202,0.441,83,2010,1
Kampong Chhnang,Sameakki Mean Chey,Krang Lvea,4070302,Krang Lvea,9,21,0.071,0.167,0.238,30,2010,1
Kampong Chhnang,Sameakki Mean Chey,Krang Lvea,4070303,Ou Kakhob,19,29,0.075,0.115,0.19,48,2010,1
Kampong Chhnang,Sameakki Mean Chey,Krang Lvea,4070304,Chres,16,28,0.11,0.192,0.301,44,2010,2
Kampong Chhnang,Sameakki Mean Chey,Krang Lvea,4070305,KhnaTey Mouk,12,12,0.133,0.133,0.267,24,2010,1
