NCDD_CodeP,NCDD_CodeD,NCDD_CodeC,Commune,TT_Family,Commune_S,Corn_Ha,Corn_Yield,Cass_Ha,Cass_Yield,Cash_Ha,Cash_Yield,Mang_Ha,Mang_Yield,PigFarm,PigRaised,ChickFarm,ChickRaise,DuckFarm,DuckRaised,CowFarm,CowRaised,BuffFarm,BuffRaised,Rpig,Rpoultry,Rcow,Rbuff,RLUn_1Ha_N,RLUn_1Ha_P,Per_HH_El,Fami_Impro,Fami_Unim,RatImpLatH,RiField_Ha,Ratio
9,905,90502,Peam Krasaob,292,5465,0,0,0,0,20,0,0,0,1,8,44,181,3,90,1,4,0,0,8,5.766,4,0,0,0,54.945055,66,200,22.60274,10,0.18
9,905,90503,Tuol Kokir,265,8000,0,0,0,0,0,0,0,0,0,0,193,2104,19,186,8,23,29,115,0,10.8019,2.875,3.9655,64,24.1509,13.168724,27,3,10.188679,152.5,1.91
9,906,90601,Boeng Preav,1253,127334,0,0,200,15,0,2,10,1.25,314,1755,420,2094,77,432,322,975,220,620,5.5892,5.0825,3.028,2.8182,494,39.4254,16.458853,294,111,23.463687,1100,0.86
9,906,90602,Chi Kha Kraom,646,7140,0,0,0,0,50,1,35,10,396,618,494,4017,40,220,121,334,93,198,1.5606,7.9345,2.7603,2.129,326,50.4644,9.838275,41,132,6.346749,362,5.07
9,906,90603,Chi kha Leu,829,56900,5,2,30,24,120,3,60,5,340,625,633,1793,60,175,271,515,161,375,1.8382,2.8398,1.9004,2.3292,173,20.8685,4.141291,0,140,0,1330,2.34
9,906,90604,Chrouy Svay,1033,13323,10,1.7,400,15,12,0.5,3,0.1,544,792,728,2602,40,213,107,316,251,619,1.4559,3.6654,2.9533,2.4661,448,43.3688,7.541899,33,49,3.194579,441.5,3.31
9,906,90605,Dang Peaeng,1596,128230,8,5,21,30,76,2,3,1.25,692,1341,965,2804,184,2208,111,337,326,610,1.9379,4.3621,3.036,1.8712,574,35.9649,2.537764,65,483,4.072682,1658,1.29
9,906,90606,Srae Ambel,2537,2245.7,0,0,0,0,10,2.5,4,2.9,397,1143,1680,8341,154,2525,237,626,267,687,2.8791,5.9248,2.6414,2.573,335,13.2046,66.865567,1388,592,54.710288,1221.7,54.4
9,907,90701,Ta Tey Leu,142,33600,8,1,10,10,9,0,0,0,25,55,132,544,25,81,0,0,47,162,2.2,3.9809,0,3.4468,52,36.6197,10.416667,24,9,16.901408,194,0.58
9,907,90702,Pralay,192,6984,0,0,0,0,0,0,0,0,21,46,190,1547,11,43,0,0,145,310,2.1905,7.9104,0,2.1379,0,0,5.208333,0,0,0,509,7.29
9,907,90703,Chumnoab,85,1000,0,0,0,0,0,0,0,0,13,44,83,1295,8,37,0,0,63,171,3.3846,14.6374,0,2.7143,0,0,0,0,0,0,500,50
9,907,90704,Ruessei Chrum,278,63000,4,3,4,4,0,0,0,0,7,20,114,750,5,40,11,33,17,34,2.8571,6.6387,3,2,125,44.964,7.30897,10,35,3.597122,17,0.03
9,907,90705,Chi Phat,618,480000,0,0,0,0,0,0.5,0,0,89,125,355,941,52,177,51,270,71,325,1.4045,2.7469,5.2941,4.5775,316,51.1327,10.906702,42,62,6.796117,416,0.09
9,907,90706,Thma Doun Pov,125,15500,0,0,0,0,1,0,0,0,14,35,111,620,8,38,0,0,35,75,2.5,5.5294,0,2.1429,11,8.8,2.380952,1,4,0.8,120,0.77
10,1001,100101,Chhloung,1499,2000,10,5,300,13,0,2,5,0.9,62,225,696,27234,27,7681,220,1530,35,98,3.629,48.2918,6.9545,2.8,364,24.2829,71.17052,718,396,47.898599,200,10
10,1001,100102,Damrei Phong,1621,2046,0,0,1292,20,10,0,0,0,178,288,1287,4286,169,276,962,2156,365,557,1.618,3.1332,2.2412,1.526,703,43.3683,19.486504,33,57,2.03578,648,31.67
10,1001,100103,Han Chey,1573,2380,21,4,0,0,0,0,0,0,245,529,1155,4424,96,469,334,660,7,20,2.1592,3.9113,1.976,2.8571,157,9.9809,74.547983,626,271,39.796567,849,35.67
10,1001,100104,Kampong Damrei,651,30050,0,0,218,6,0,0,0,0,0,0,540,2030,7,29,272,884,32,93,0,3.7642,3.25,2.9063,192,29.4931,14.689266,7,0,1.075269,298,0.99
10,1001,100105,Kanhchor,1172,8730,11,4,0,0,0,0,0,0,242,820,648,3071,68,509,445,1053,6,25,3.3884,5,2.3663,4.1667,482,41.1263,0.625559,320,67,27.303754,407,4.66
10,1001,100106,Khsach Andaet,1114,2683.05,0,0,0,0,0,0,0,0,20,155,406,1915,65,390,87,317,5,18,7.75,4.8938,3.6437,3.6,657,58.9767,66.226415,246,120,22.082585,724,26.98
10,1001,100107,Pongro,1718,2284,80,3,0,0,0,0,0,0,18,106,896,3549,132,612,490,1011,6,15,5.8889,4.0477,2.0633,2.5,312,18.1607,42.457421,453,568,26.36787,457,20.01
10,1001,100108,Preaek Saman,2144,8290,0,0,721,10,0,0.8,0,0,71,153,1676,3670,89,508,933,1624,12,49,2.1549,2.3671,1.7406,4.0833,1266,59.0485,6.165919,32,441,1.492537,777,9.37
10,1002,100207,Kaoh Trong,342,223,0,0,2,10,184,0,0,0,2,12,63,189,0,0,318,557,0,0,6,3,1.7516,0,216,63.1579,0,100,26,29.239766,113,50.67
10,1002,100208,Krakor,813,1330,5,3,0,0,0,0,0,0,30,89,434,1492,40,169,186,489,6,40,2.9667,3.5042,2.629,6.6667,262,32.2263,68.157895,450,0,55.350554,535,40.23
10,1002,100209,Kracheh,1403,390,0,0,0,0,0,0,0,0,24,112,270,1210,23,140,14,146,0,0,4.6667,4.6075,10.4286,0,11,0.784,98.760029,1268,33,90.377762,210,53.85
10,1002,100210,Ou Ruessei,2521,2940,0,0,0,0,0,0,1,5,325,806,1112,12160,282,2304,675,1745,18,64,2.48,10.3759,2.5852,3.5556,621,24.6331,59.784483,1306,208,51.804839,1043,35.48
10,1002,100211,Roka Kandal,1148,2200,60,4,0,0,0,0,0,0,18,60,458,3650,35,200,105,429,6,20,3.3333,7.8093,4.0857,3.3333,134,11.6725,98.016997,785,15,68.379791,607,27.59
10,1003,100301,Chambak,1797,10060,23,3,215,5,0,0,0,0,745,1286,1483,2885,26,227,923,1865,419,730,1.7262,2.0623,2.0206,1.7422,771,42.9048,37.068443,371,123,20.64552,640,6.36
10,1003,100302,Chrouy Banteay,2372,47040,45,1.5,1291,16,0,1,0,0,213,681,677,3685,45,148,1460,4503,165,500,3.1972,5.3089,3.0842,3.0303,551,23.2293,1.907357,569,341,23.988196,2258,4.8
10,1003,100303,Kampong Kor,1317,4810,0,0,90,5,14,2.5,0,0,531,1126,1134,4686,67,195,503,1001,173,333,2.1205,4.0641,1.9901,1.9249,658,49.962,0,549,29,41.685649,690,14.35
10,1003,100304,Kaoh Ta Suy,370,1100,540,3,0,0,3,0,0,0,65,107,351,1990,10,35,302,585,0,0,1.6462,5.6094,1.9371,0,0,0,6.865672,85,0,22.972973,0,0
10,1003,100305,Preaek Prasab,3093,17380,15,4,4500,10,0,1.5,25,4,580,1305,1850,14449,34,323,1376,4100,359,750,2.25,7.8408,2.9797,2.0891,998,32.2664,29.492405,571,120,18.461041,1470,8.46
10,1003,100306,Ruessei Kaev,1452,9807,20,1,1000,15,450,0,0,0,800,1527,950,3112,112,403,898,3093,31,93,1.9088,3.3098,3.4443,3,745,51.3085,54.013015,560,13,38.567493,374,3.81
10,1003,100307,Saob,2118,24980,17,1.5,1500,6.5,0,1000,3,2000,230,500,974,2665,103,250,855,1489,185,511,2.1739,2.7066,1.7415,2.7622,680,32.1058,14.779271,497,265,23.465534,5084,20.35
10,1003,100308,Ta Mau,1677,12451.464,18,6,1200,8,5,2,0,0,262,950,1322,7127,15,75,769,1797,776,2174,3.626,5.3867,2.3368,2.8015,593,35.3608,21.673954,783,0,46.690519,626,5.03
10,1004,100401,Boeng Char,638,106870,1250,3.5,32,4,150,0,0,0,105,184,332,2010,18,85,228,623,349,870,1.7524,5.9857,2.7325,2.4928,173,27.116,5.432937,59,35,9.247649,552,0.52
10,1004,100402,Kampong Cham,2016,60490,10,2,79,6,0,0,0,0,574,1242,1500,6730,43,189,685,2534,884,2828,2.1638,4.4841,3.6993,3.1991,658,32.6389,0,367,71,18.204365,1434,2.37
10,1004,100403,Kbal Damrei,1063,57810,0,0,399,1.995,0,0,0,0,99,730,346,5642,85,827,450,2074,417,1746,7.3737,15.0093,4.6089,4.1871,481,45.2493,0,16,58,1.505174,883,1.53
10,1004,100404,Kaoh Khnhaer,959,21600,0,0,0,0,0,0,0,0,217,405,474,1403,14,90,146,946,371,722,1.8664,3.0594,6.4795,1.9461,208,21.6893,0,17,21,1.77268,929,4.3
10,1004,100405,Ou Krieng,1579,93890,0,0,0,0,0,0,0,0,779,1366,1148,5185,393,1087,855,3921,524,1893,1.7535,4.0701,4.586,3.6126,541,34.2622,6.892068,111,0,7.029766,919,0.98
10,1004,100406,Roluos Mean Chey,939,76510,30,1,50,0.6,0,0,0,0,320,560,879,1448,360,480,870,5630,412,1135,1.75,1.5561,6.4713,2.7549,30,3.1949,0,24,35,2.555911,1156,1.51
10,1004,100407,Sambour,1883,11792.95,0,0,12,10,0,0,0,0,114,493,949,4179,96,860,424,1737,629,1749,4.3246,4.822,4.0967,2.7806,161,8.5502,39.295542,354,11,18.799788,1743,14.78
10,1004,100408,Sandan,1750,9070,0,0,111,6,0,0,0,0,135,1261,781,3900,171,1708,504,1093,350,2200,9.3407,5.8908,2.1687,6.2857,146,8.3429,8.196721,85,499,4.857143,1674,18.46
10,1004,100409,Srae Chis,878,41730,0,0,0,0,0,0,0,0,565,1247,618,7485,155,397,685,7363,375,2121,2.2071,10.1966,10.7489,5.656,278,31.6629,0,0,2,0,850,2.04
10,1004,100410,Voadthonak,899,21000,2,2,135,15,0,1,0,0,115,413,772,5350,21,115,116,307,461,1263,3.5913,6.8916,2.6466,2.7397,435,48.3871,0,133,8,14.794216,599,2.85
10,1005,100501,Khsuem,2087,92780,12.5,3,1890,10,7,2,0,0,293,679,1617,5935,222,842,982,4412,887,2644,2.3174,3.6852,4.4929,2.9808,545,26.114,1.624365,113,298,5.414471,2000,2.16
10,1005,100502,Pir Thnu,1625,54500,0,0,903,8,140,0,0,0,243,519,1198,6325,121,1215,532,1474,239,471,2.1358,5.7165,2.7707,1.9707,96,5.9077,27.059497,113,221,6.953846,743,1.36
10,1005,100503,Snuol,3221,16830,8,3,3224,2.5,797,1.8,0,0,469,1105,1622,7364,105,652,580,1511,195,363,2.3561,4.6416,2.6052,1.8615,248,7.6995,31.656051,1652,167,51.28842,2059.9,12.24
10,1005,100504,Srae Char,3532,27600,69,2,5370,25,368,2,13,0.9,142,495,1872,8265,111,325,764,1810,267,510,3.4859,4.3318,2.3691,1.9101,169,4.7848,10.956924,344,0,9.739524,1981.5,7.18
10,1005,100505,Svay Chreah,2314,69400,0,0,705,10,2456,1.5,0,0,573,1129,1207,6938,261,988,1220,2402,217,537,1.9703,5.3992,1.9689,2.4747,492,21.2619,0.093327,25,10,1.08038,2045,2.95
10,1006,100601,Bos Leav,1573,6420,150,3,50,3,15,0,0,0,729,1545,1062,4348,59,359,1268,3877,33,73,2.1193,4.1989,3.0576,2.2121,716,45.5181,0.626959,201,76,12.778131,1112,17.32
10,1006,100602,Changkrang,855,22730,5,7.5,3500,45.5,0,7.5,0,0,4,16,583,1200,8,100,101,1801,8,17,4,2.1997,17.8317,2.125,40,4.6784,0,14,16,1.637427,888.81,3.91
10,1006,100603,Dar,1912,13940,0,0,330,4,5,0,4,0,344,672,1210,6536,129,1071,1331,5605,45,135,1.9535,5.6811,4.2111,3,484,25.3138,0,156,510,8.158996,1980,14.2
10,1006,100604,Kantuot,1320,4155,10,3,150,7,4,0,0,0,285,1215,620,5842,259,1767,738,4621,137,622,4.2632,8.6564,6.2615,4.5401,254,19.2424,0,96,70,7.272727,925,22.26
10,1006,100605,Kou Loab,985,5140,5,10,250,6,0,0,45,0,106,361,546,5531,58,575,666,2216,9,19,3.4057,10.1093,3.3273,2.1111,343,34.8223,0,68,108,6.903553,3697.22,71.93
10,1006,100606,Kaoh Chraeng,492,468,258,2.5,0,0,672.31,0,0,0,102,152,288,1781,51,100,417,1166,0,0,1.4902,5.5487,2.7962,0,151,30.6911,0,74,22,15.04065,31,6.62
10,1006,100607,Sambok,1715,24990,20,3,215,20,0,0,0,0,186,302,1059,3587,45,170,667,1555,37,82,1.6237,3.4031,2.3313,2.2162,177,10.3207,0,267,42,15.568513,1465,5.86
10,1006,100608,Thma Andaeuk,979,53500,66,5,414,3,0,0,0,0,456,771,899,6513,105,482,746,2974,148,326,1.6908,6.9671,3.9866,2.2027,272,27.7835,0,19,12,1.940756,817,1.53
10,1006,100609,Thma Kreae,1129,4500,8,5,80,25,0,0,0,0,127,417,830,2840,54,425,204,616,65,195,3.2835,3.6934,3.0196,3,299,26.4836,4.323827,176,81,15.589017,726,16.13
10,1006,100610,Thmei,2075,4203,0,0,87,7,0,0,0,0,1050,3217,1772,13503,154,815,1946,6357,1323,3141,3.0638,7.4341,3.2667,2.3741,74,3.5663,0,187,9,9.012048,2896,68.9
11,1101,110101,Chong Phlah,613,155665,0,0,1.5,2,0,0,0,0,166,317,116,687,18,43,170,499,157,425,1.9096,5.4478,2.9353,2.707,156,25.4486,44.106464,50,100,8.156607,195,0.13
11,1101,110102,Memang,524,37953,5,2,0,0,0,0.6,0,0,137,256,253,791,70,125,309,1588,293,1504,1.8686,2.8359,5.1392,5.1331,178,33.9695,6.297229,0,6,0,997,2.63
11,1101,110103,Srae Chhuk,654,51481,0,0,0,0,15,0,0,0,486,1178,622,2260,67,279,541,2091,300,667,2.4239,3.6851,3.8651,2.2233,80,12.2324,4.5677,0,3,0,1735,3.37
11,1101,110104,Srae Khtum,2372,31971,607,3,4920,15,0,2,0,0,52,120,119,351,5,25,139,283,24,62,2.3077,3.0323,2.036,2.5833,51,2.1501,82.783552,1131,197,47.681282,380,1.19
11,1101,110105,Srae Preah,398,441204,6,8,245,15,3096,1000,2,800,118,201,141,960,19,185,105,184,69,210,1.7034,7.1563,1.7524,3.0435,137,34.4221,18.686869,29,43,7.286432,587,0.13
11,1102,110201,Nang Khi Lik,605,10710000,7,3,35,15,450,2,0,0,436,1104,508,3760,167,844,457,1834,161,425,2.5321,6.8207,4.0131,2.6398,2,0.3306,6.490872,6,1,0.991736,8037,0.08
11,1102,110202,A Buon Leu,389,5175047,5,2,4,18,4,0,0,0,147,241,209,887,159,594,115,570,55,181,1.6395,4.0245,4.9565,3.2909,72,18.509,3.236246,5,13,1.285347,1136,0.02
11,1102,110203,Roya,449,220995.47,4,3,51,18,0,0,0,0,97,556,220,4944,43,298,189,641,156,339,5.732,19.9316,3.3915,2.1731,15,3.3408,4.220779,0,1,0,3518,1.59
11,1102,110204,Sokh Sant,597,0,0,0,0,0,0,0,0,0,184,656,213,1001,105,490,137,390,136,329,3.5652,4.6887,2.8467,2.4191,50,8.3752,6.358382,4,204,0.670017,0,0
11,1102,110205,Srae Huy,414,57650,15,2,35,18,0,0,0,0,340,622,373,846,301,602,324,626,279,780,1.8294,2.1484,1.9321,2.7957,5,1.2077,0,7,5,1.690821,2462,4.27
11,1102,110206,Srae Sangkum,1240,560000,0,0,10,17,0,0,0,0,367,857,632,4386,195,1203,336,1323,127,337,2.3351,6.7582,3.9375,2.6535,148,11.9355,19.572368,97,71,7.822581,6200,1.11
11,1103,110301,Dak Dam,363,75000,3,1.5,245,8,0,0.5,2,0,124,207,149,501,30,84,129,285,41,177,1.6694,3.2682,2.2093,4.3171,13,3.5813,34.862385,105,75,28.92562,150,0.2
11,1103,110302,Saen Monourom,629,78571,2,0.7,613,20,469,1.5,0,0,192,276,368,1085,32,82,179,309,99,130,1.4375,2.9175,1.7263,1.3131,18,2.8617,7.912458,21,83,3.338633,22,0.03
11,1104,110401,Krang Teh,452,79700,0,0,187,30,58,0,0,0,123,190,234,1034,11,90,260,578,195,565,1.5447,4.5878,2.2231,2.8974,66,14.6018,2.793296,40,30,8.849558,235,0.29
11,1104,110402,Pu Chrey,939,228618,5,2,1974,10,0,0,0,0,135,245,455,2225,44,127,103,426,54,97,1.8148,4.7134,4.1359,1.7963,77,8.2002,3.076923,105,45,11.182109,90,0.04
11,1104,110403,Srae Ampum,316,19720,0,0,300,6,0,0,0,0,51,71,163,314,5,1586,57,173,44,96,1.3922,11.3095,3.0351,2.1818,50,15.8228,27.310924,75,31,23.734177,1200,6.09
11,1104,110404,Bu Sra,984,56344,22,3,666,20,0,2,6,2.5,102,355,108,765,17,70,103,293,50,130,3.4804,6.68,2.8447,2.6,238,24.187,50.795334,202,175,20.528455,383,0.68
11,1105,110501,Monourom,312,2600,0,0,80,30,7,0,0,0,16,74,42,205,5,80,14,74,1,4,4.625,6.0638,5.2857,4,0,0,93.656716,117,41,37.5,1500,57.69
11,1105,110502,Sokh Dom,561,78172,0,0,340,20,0,0,0,0,44,115,88,326,27,147,43,191,14,31,2.6136,4.113,4.4419,2.2143,0,0,55.428571,131,59,23.351159,430,0.55
11,1105,110503,Spean Mean Chey,845,6,0,0,150,18,0,0,0,0,42,222,250,770,8,210,15,91,3,9,5.2857,3.7984,6.0667,3,0,0,93.939394,475,140,56.213018,2,33.33
11,1105,110504,Romonea,627,740,0,0,150,15,0,1,0,0,314,485,409,1227,82,269,246,581,145,447,1.5446,3.0468,2.3618,3.0828,64,10.2073,6.25,2,11,0.318979,90,12.16
12,1201,120101,Tonle Basak,4565,392.41,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4560,5,99.890471,0,0
12,1201,120102,Boeng Keng Kang Ti Muoy,1280,92.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1280,0,100,0,0
12,1201,120103,Boeng Keng Kang Ti Pir,1572,30.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1368,0,87.022901,0,0
12,1201,120104,Boeng Keng Kang Ti Bei,3002,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3002,0,100,0,0
12,1201,120105,Oulampik,1233,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1233,0,100,0,0
12,1201,120106,Tuol Svay Prey Ti Muoy,2136,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2136,0,100,0,0
12,1201,120107,Tuol Svay Prey Ti Pir,1525,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1525,0,100,0,0
12,1201,120108,Tumnob Tuek,2103,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.511314,1933,170,91.91631,0,0
12,1201,120109,Tuol Tumpung Ti Pir,1484,49.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1474,0,99.326146,0,0
12,1201,120110,Tuol Tumpung Ti Muoy,1483,53.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1483,0,100,0,0
12,1201,120111,Boeng Trabaek,1546,50.98,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,100,1546,0,100,0,0
12,1201,120112,Phsar Daeum Thkov,2500,105.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2500,0,100,0,0
12,1202,120201,Phsar Thmei Ti Muoy,956,10.8,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,30,0,0,0,0,100,956,0,100,0,0
12,1202,120202,Phsar Thmei Ti Pir,1100,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1100,0,100,0,0
12,1202,120203,Phsar Thmei Ti Bei,1499,33.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.80695,1398,101,93.262175,0,0
12,1202,120204,Boeng Reang,885,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,885,0,100,0,0
12,1202,120205,Phsar Kandal Ti Muoy,1403,28.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1403,0,100,0,0
12,1202,120206,Phsar Kandal Ti Pir,1230,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1230,0,100,0,0
12,1202,120207,Chakto Mukh,1277,100.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1277,0,100,0,0
12,1202,120208,Chey Chummeah,1556,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.875389,1556,0,100,0,0
12,1202,120209,Phsar Chas,1292,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1292,0,100,0,0
12,1202,120210,Srah Chak,4317,320.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.559352,4317,0,100,0,0
12,1202,120211,Voat Phnum,1034,67.97,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,13,0,0,0,0,100,1033,1,99.903288,0,0
12,1203,120301,Ou Ruessei Ti Muoy,1521,8666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1286,0,84.549638,0,0
12,1203,120302,Ou Ruessei Ti Pir,1685,91266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1680,0,99.703264,0,0
12,1203,120303,Ou Ruessei Ti Bei,1277,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1240,0,97.102584,0,0
12,1203,120304,Ou Ruessei Ti Buon,1199,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.834847,1194,0,99.582986,0,0
12,1203,120305,Monourom,2073,13.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2049,0,98.842258,0,0
12,1203,120306,Mittakpheap,1716,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1716,0,100,0,0
12,1203,120307,Veal Vong,3686,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.865302,3686,0,100,0,0
12,1203,120308,Boeng Prolit,1571,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1570,0,99.936346,0,0
12,1204,120401,Phsar Depou Ti Muoy,1547,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1547,0,100,0,0
12,1204,120402,Phsar Depou Ti Pir,1616,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1616,0,100,0,0
12,1204,120403,Phsar Depou Ti Bei,1395,26.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1395,0,100,0,0
12,1204,120404,Tuek L'ak Ti Muoy,2266,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,100,2266,0,100,0,0
12,1204,120405,Tuek L'ak Ti Pir,1896,42.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1896,0,100,0,0
12,1204,120406,Tuek L'ak Ti Bei,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4513,0,100,0,0
12,1204,120407,Boeng Kak Ti Muoy,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2354,0,100,0,0
12,1204,120408,Boeng Kak Ti Pir,4120,175.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4119,0,99.975728,0,0
12,1204,120409,Phsar Daeum Kor,2307,66.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2307,0,100,0,0
12,1204,120410,Boeng Salang,4295,116.8,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,20,0,0,0,0,100,4295,0,100,0,0
12,1205,120501,Dangkao,3716,850,0,0,0,0,0,0,0,0,37,307,730,7972,214,2198,56,241,0,0,8.2973,10.7733,4.3036,0,1106,29.7632,98.355601,3238,232,87.136706,323,38
12,1205,120507,Pong Tuek,1287,1297,0,0,0,0,0,0,0,0,14,173,882,3603,73,807,289,716,0,0,12.3571,4.6178,2.4775,0,598,46.4646,97.123391,899,185,69.85237,500,38.55
12,1205,120508,Prey Veaeng,1128,940.5,0,0,0,0,0,0,0,0,33,128,578,4325,62,1106,164,352,0,0,3.8788,8.4859,2.1463,0,555,49.2021,94.611872,901,146,79.875887,650,69.11
12,1205,120510,Prey Sa,1948,919.26,0,0,0,0,0,0,0,0,25,111,381,6169,19,757,126,476,0,0,4.44,17.315,3.7778,0,406,20.8419,98.903509,1676,20,86.036961,620,67.45
12,1205,120512,Krang Pongro,561,732.64,0,0,0,0,0,0,102.17,15,11,62,420,2433,13,150,115,279,0,0,5.6364,5.9654,2.4261,0,311,55.4367,100,417,86,74.331551,268,36.58
12,1205,120513,Prateah Lang,1078,884,0,0,0,0,0,0,0,0,14,250,562,1462,31,158,243,340,0,0,17.8571,2.7319,1.3992,0,599,55.5659,99.904306,425,468,39.424861,375,42.42
12,1205,120514,Sak Sampov,585,769.5,0,0,0,0,0,0,0,0,14,74,398,2634,41,257,131,349,0,0,5.2857,6.5854,2.6641,0,420,71.7949,62.543554,225,157,38.461538,316,41.07
12,1205,120515,Cheung Aek,1922,1302,0,0,0,0,0,0,5,4,28,152,565,6051,47,7003,121,369,0,0,5.4286,21.3301,3.0496,0,290,15.0884,95.438419,1427,45,74.245578,500,38.4
12,1205,120516,Kong Noy,422,422.03,0,0,0,0,0,0,0,0,9,87,365,886,22,189,109,259,1,2,9.6667,2.7778,2.3761,2,223,52.8436,99.166667,218,46,51.658768,224,53.08
12,1205,120517,Preaek Kampues,1888,916.5,0,0,0,0,0,0,0,0,27,144,947,5575,42,2025,180,477,0,0,5.3333,7.6845,2.65,0,529,28.0191,96.290144,1463,94,77.489407,637,69.5
12,1205,120518,Roluos,637,562.23,0,0,0,0,0,0,0,0,15,98,360,899,29,2180,107,344,0,0,6.5333,7.9152,3.215,0,407,63.8932,67.109145,250,0,39.246468,288,51.22
12,1205,120519,Spean Thma,707,765.09,0,0,0,0,0,0,0,0,17,172,417,1975,35,454,148,300,0,0,10.1176,5.3739,2.027,0,500,70.7214,82.132565,366,77,51.768034,494,64.57
12,1205,120520,Tien,567,595.36,0,0,0,0,0,0,0,0,14,89,482,3218,158,841,235,426,0,0,6.3571,6.3422,1.8128,0,435,76.7196,27.722772,139,102,24.514991,365,61.31
12,1206,120601,Stueng Mean chey,11594,855,0,0,0,0,0,0,0,0,12,110,129,569,1,201,3,11,0,0,9.1667,5.9231,3.6667,0,0,0,99.813468,10946,0,94.410902,0,0
12,1206,120602,Boeng Tumpun,8770,4330,0,0,0,0,0,0,0,0,22,33,69,1393,31,167,4,14,0,0,1.5,15.6,3.5,0,0,0,100,8562,0,97.628278,0,0
