NCDD_CodeP,NCDD_CodeD,NCDD_CodeC,Commune,TT_Family,Commune_S,Corn_Ha,Corn_Yield,Cass_Ha,Cass_Yield,Cash_Ha,Cash_Yield,Mang_Ha,Mang_Yield,PigFarm,PigRaised,ChickFarm,ChickRaise,DuckFarm,DuckRaised,CowFarm,CowRaised,BuffFarm,BuffRaised,Rpig,Rpoultry,Rcow,Rbuff,RLUn_1Ha_N,RLUn_1Ha_P,Per_HH_El,Fami_Impro,Fami_Unim,RatImpLatH,RiField_Ha,Ratio
4,406,40602,Banteay Preal,1061,5313,0,0,0,0,0,0,0,0,91,360,605,5358,35,165,443,2377,115,268,3.956,8.6297,5.3657,2.3304,429,40.4336,3.042198,122,50,11.498586,2770,52.14
4,406,40603,Cheung Kreav,1620,5498,0,0,0,0,0,0,0,0,287,770,867,3764,59,356,814,1936,3,9,2.6829,4.4492,2.3784,3,724,44.6914,0,117,20,7.222222,0,0
4,406,40604,Chrey Bak,2498,5193,0,0,0,0,0,0,0,0,292,1094,1488,8180,94,1672,1212,3155,3,12,3.7466,6.2276,2.6031,4,1374,55.004,28.499613,628,95,25.140112,2934,56.5
4,406,40605,Kouk Banteay,1300,6668,12,3,0.5,0.4,0,2,0.5,2,269,596,1030,4024,18,769,753,1913,2,5,2.2156,4.5735,2.5405,2.5,738,56.7692,28.847641,271,0,20.846154,3569,53.52
4,406,40606,Krang Leav,1390,6459,0,0,0,0,3,0,0,0,461,1171,1064,8827,329,2701,1260,5113,65,193,2.5401,8.2757,4.0579,2.9692,555,39.9281,0,156,90,11.223022,3370,52.18
4,406,40607,Pongro,1769,135790,0,0,0,0,0,0,10.65,1.5,221,767,968,5224,137,942,1395,3933,18,66,3.4706,5.5801,2.8194,3.6667,1453,82.1368,13.134851,479,233,27.077445,84082,61.92
4,406,40608,Prasnoeb,1358,12501,0,0,5,1.6,0,2,6,2.2,320,563,817,6529,39,330,623,1771,404,1289,1.7594,8.0129,2.8427,3.1906,317,23.3432,0.075075,92,74,6.774669,5280,42.24
4,406,40609,Prey Mul,1031,4479,0,0,2,1,2,0,0,0,281,530,638,4947,42,5135,694,2036,42,295,1.8861,14.8265,2.9337,7.0238,397,38.5063,0,436,11,42.28904,1575,35.16
4,406,40610,Rolea B'ier,2064,11321,0,0,2,2,0,0,0,0,475,596,1025,3378,64,395,1739,4537,5,22,1.2547,3.4646,2.609,4.4,1657,80.281,66.74889,1443,0,69.912791,1483,13.1
4,406,40611,Srae Thmei,2650,2693,0,0,0,0,0,0,0,0,46,213,1162,12589,35,3525,1669,4203,0,0,4.6304,13.462,2.5183,0,2014,76,59.15493,1381,84,52.113208,1300,48.27
4,406,40612,Svay Chrum,3289,8587,27,2,7,2.5,0,0,0,0,514,3016,1919,14665,96,759,1338,4481,20,103,5.8677,7.6546,3.349,5.15,1987,60.4135,11.619604,1588,365,48.282153,5070,59.04
4,406,40613,Tuek Hout,1702,5100,0,0,90,1.5,0,0,0,0,182,393,1019,4948,114,764,770,2469,11,42,2.1593,5.0415,3.2065,3.8182,1191,69.9765,6.670468,134,158,7.87309,3904,76.55
4,407,40701,Chhean Laeung,951,6610,10,1,6,1,0,0,0,0,266,407,667,2799,116,218,651,4236,0,0,1.5301,3.8531,6.5069,0,504,52.9968,0,94,38,9.884332,1033,15.63
4,407,40702,Khna Chhmar,1577,4000,0,0,0,0,0,0,0,0,1134,2714,1128,11002,32,399,1122,2426,220,525,2.3933,9.8284,2.1622,2.3864,812,51.4902,0,214,151,13.57007,1500,37.5
4,407,40703,Krang Lvea,1950,19180,0,0,1,1,0,500,1.5,300,710,1351,1501,5096,175,824,1487,2966,146,240,1.9028,3.5322,1.9946,1.6438,814,41.7436,1.844467,338,101,17.333333,4230,22.05
4,407,40704,Peam,1795,10560,3,1.5,3,2.5,4.5,0,10,10,491,841,1299,4927,30,376,1681,6826,0,0,1.7128,3.9902,4.0607,0,829,46.1838,0.768808,249,171,13.871866,1860,17.61
4,407,40705,Sedthei,1640,6650,0,0,0,0,0,0,0,0,301,549,937,4635,45,630,1275,3879,14,32,1.8239,5.3615,3.0424,2.2857,749,45.6707,6.126238,367,49,22.378049,3380,50.83
4,407,40706,Svay,2341,3634,0,0,0,0,0,0,0,0,173,406,1441,9802,88,644,1421,3054,1,2,2.3468,6.8319,2.1492,2,1789,76.4203,12.272333,374,34,15.976079,1732,47.66
4,407,40707,Svay Chuk,2064,11450,4,3.5,8.5,13.5,0,0,0,0,355,1158,1135,4330,65,949,1352,4793,0,0,3.262,4.3992,3.5451,0,1491,72.2384,12.852665,228,24,11.046512,2890,25.24
4,407,40708,Tbaeng Khpos,2100,3146,0,0,36,1.6,0,0,0,0,168,510,1273,6297,51,963,1428,3823,1,6,3.0357,5.4834,2.6772,6,1299,61.8571,8.657588,390,80,18.571429,2506,79.66
4,407,40709,Thlok Vien,1292,4200,0,0,15,1.6,0,0,15,1.2,222,464,724,2537,46,610,808,2121,35,111,2.0901,4.087,2.625,3.1714,767,59.3653,1.486698,136,109,10.526316,1865,44.4
4,408,40801,Akphivoadth,2054,6228.35,0,0,0,0,0,0,0,0,1291,2484,1695,9271,43,369,1379,2952,530,1136,1.9241,5.5466,2.1407,2.1434,722,35.1509,27.352941,823,81,40.06816,4205.41,67.52
4,408,40802,Chieb,1615,12,2,0.5,5,2,0,0.5,5,8,521,817,743,5400,42,719,682,1828,696,1893,1.5681,7.7949,2.6804,2.7198,629,38.9474,0.060132,153,62,9.473684,10,83.33
4,408,40803,Chaong Maong,1476,6450,0,0,0,0,3,0,0,0,827,4344,1211,15655,24,1810,534,1131,927,1836,5.2527,14.1417,2.118,1.9806,604,40.9214,0,69,0,4.674797,1900,29.46
4,408,40804,Kbal Tuek,1236,21660,0,0,0,0,0,0,2,1,569,690,791,3625,27,194,907,4230,184,416,1.2127,4.6687,4.6637,2.2609,547,44.2557,0,56,136,4.530744,2700,12.47
4,408,40805,Khlong Popok,1360,10760,0,0,0,0,0,0,0,0,370,753,906,6538,38,309,907,2359,147,425,2.0351,7.2532,2.6009,2.8912,409,30.0735,0.222222,229,3,16.838235,2000,18.59
4,408,40806,Krang Skear,3167,63604,28,2,225,5,0,0,0,0,857,2051,1469,10578,118,839,624,6707,966,3618,2.3932,7.1941,10.7484,3.7453,850,26.8393,2.907516,177,218,5.588885,10200,16.04
4,408,40807,Tang Krasang,2129,13100,0,0,0,0,0,0,0,0,959,1415,1396,7436,182,1800,1129,3171,235,568,1.4755,5.853,2.8087,2.417,994,46.6886,0.045331,184,207,8.642555,2600,19.85
4,408,40808,Tuol Khpos,1016,12670,8,5.2,9,1,0,2.5,2,6,162,364,622,1841,50,242,622,1174,415,1023,2.2469,3.0997,1.8875,2.4651,363,35.7283,0,116,48,11.417323,1856,14.65
5,501,50101,Basedth,2681,1958.59,0,0,1.2,2,6,0,0,0,886,1557,2169,12672,195,1138,2358,8680,2,4,1.7573,5.8418,3.6811,2,1560,58.1872,0,460,1,17.157777,1527.25,77.98
5,501,50102,Kat Phluk,1795,3342,3,1.5,0,0,0,0,0,0,907,1313,1482,5667,82,430,1546,4190,62,223,1.4476,3.8983,2.7102,3.5968,1109,61.7827,0,93,0,5.181058,987.5,29.55
5,501,50103,Nitean,1839,1752,2,3,9,3,0,0,0,0,869,1210,1504,4528,208,1442,1591,4068,0,0,1.3924,3.4871,2.5569,0,898,48.8309,0,146,15,7.939097,1279,73
5,501,50104,Pheakdei,1285,3935,9,0.5,45,20,0,0,15,80,725,1162,1150,5174,189,769,1116,4119,7,31,1.6028,4.4384,3.6909,4.4286,481,37.4319,0,41,21,3.190661,1677,42.62
5,501,50105,Pheari Mean Chey,1762,1250,0,0,0,0,0,0,0,0,150,350,1179,4396,100,513,1341,3175,0,0,2.3333,3.8382,2.3676,0,965,54.7673,19.832402,184,139,10.442679,875.71,70.06
5,501,50106,Phong,1887,1989,0,0,0,0,0,0,0,0,878,1297,1623,7425,148,798,1531,3416,2,4,1.4772,4.6431,2.2312,2,1008,53.4181,0,193,51,10.227875,1350,67.87
5,501,50107,Pou Angkrang,3330,3075,0,0,4,1.5,0,0,0,0,1463,5509,3081,12413,785,3067,2712,7097,6,15,3.7656,4.0041,2.6169,2.5,2060,61.8619,9.764919,702,42,21.081081,2122,69.01
5,501,50108,Pou Chamraeun,1697,1529,0,0,6,3,0,0,0,0,581,1198,1568,7947,286,1688,1569,4255,12,34,2.062,5.1969,2.7119,2.8333,741,43.6653,0,217,15,12.787272,1081,70.7
5,501,50109,Pou Mreal,2269,1979,0,0,5,1.5,0,0,0,0,874,1561,2162,8724,354,1448,2021,5729,43,54,1.786,4.0429,2.8347,1.2558,918,40.4584,0,364,214,16.042309,1364,68.92
5,501,50110,Svay Chacheb,1803,3106,10,5,16,17,0,0,0,0,1135,1640,1631,11052,258,937,1539,4042,139,282,1.4449,6.3467,2.6264,2.0288,1033,57.2934,0,110,5,6.100943,1131,36.41
5,501,50111,Tuol Ampil,2284,2162,0,0,0,0,0,0,0,0,936,1767,1883,13416,289,2942,1853,3734,0,0,1.8878,7.5313,2.0151,0,1700,74.4308,6.977758,319,19,13.966725,1350,62.44
5,501,50112,Tuol Sala,1606,1801,2,0.5,0,0,0,0,0,0,608,1117,1068,5989,243,1104,1344,3207,10,35,1.8372,5.4104,2.3862,3.5,897,55.8531,0,88,14,5.479452,1250,69.41
5,501,50113,Kak,1311,1035,0.7,1.2,0.5,2,0,0,0,0,275,375,708,3487,90,392,970,2773,3,6,1.3636,4.8609,2.8588,2,894,68.1922,0,189,32,14.416476,902,87.15
5,501,50114,Svay Rumpear,1752,2274.58,0,0,0,0,0,0,0,0,488,969,1429,6727,78,730,1515,4426,8,19,1.9857,4.9482,2.9215,2.375,1256,71.6895,16.70354,383,3,21.860731,1049,46.12
5,501,50115,Preah Khae,1366,3800,2,1.5,4,3,0,0,0,0,746,2047,1093,6793,97,392,1269,3522,5,18,2.744,6.0378,2.7754,3.6,817,59.8097,0.142959,129,10,9.443631,1250,32.89
5,502,50201,Chbar Mon,1722,2303,0,0,0,0,0,0,0,0,350,784,1324,12881,260,4018,969,2275,0,0,2.24,10.6686,2.3478,0,748,43.4379,48.221574,359,434,20.847851,809,35.13
5,502,50202,Kandaol Dom,1437,662,4.3,1.5,0,0,0,0,0,0,286,826,1040,4901,140,556,719,2012,0,0,2.8881,4.6246,2.7983,0,871,60.6124,70.830426,776,297,54.001392,561,84.74
5,502,50203,Rokar Thum,2820,1784341,0,0,0,0,0,0,0,0,100,313,661,38822,24,215,453,1081,0,0,3.13,56.9883,2.3863,0,819,29.0426,89.809831,2321,1,82.304965,53969,3.02
5,502,50204,Sopoar Tep,1273,389,0,0,0,0,0,0,5,1,122,384,846,4212,79,692,436,1405,0,0,3.1475,5.3016,3.2225,0,517,40.6127,91.282895,689,47,54.124116,270,69.41
5,502,50205,Svay Kravan,1543,701,0,0,0,0,0,0,0,0,132,530,1169,14256,185,1536,434,919,0,0,4.0152,11.6632,2.1175,0,812,52.6248,89.134678,1136,38,73.622813,518,73.89
5,503,50301,Angk Popel,1327,1506,0,0,0,0,0,0,0,0,235,745,1016,5275,139,779,1086,2674,1,4,3.1702,5.2416,2.4622,4,737,55.5388,24.064171,458,2,34.513941,1266,84.06
5,503,50302,Chongruk,2600,1891.79,0,0,0,0,0,0,0,0,181,757,2104,19814,117,897,2028,6339,0,0,4.1823,9.3251,3.1257,0,1713,65.8846,43.390358,1008,164,38.769231,1619.44,85.6
5,503,50303,Moha Ruessei,2021,1840.71,0,0,0,0,0,0,0,0,222,913,1365,30162,59,443,1528,4311,0,0,4.1126,21.4923,2.8213,0,1561,77.239,4.589007,381,78,18.852053,1235,67.09
5,503,50304,Pechr Muni,1142,1373,0,0,0,0,0,0,0,0,83,239,739,2840,37,284,613,1666,0,0,2.8795,4.0258,2.7178,0,740,64.7986,25.585586,117,78,10.245184,500,36.42
5,503,50305,Preah Nipean,2544,2337.2,0,0,0,0,0,0,0,0,95,364,1871,12627,54,4695,1423,3271,1,4,3.8316,8.9984,2.2987,4,1669,65.6053,26.237425,906,114,35.613208,1289.6,55.18
5,503,50306,Prey Nheat,2186,1593.3,0,0,0,0,0,0,0,0,232,524,1490,8015,185,673,1516,3784,1,10,2.2586,5.1869,2.496,10,1185,54.2086,30.844156,404,48,18.481244,1267.05,79.52
5,503,50307,Prey Vihear,2221,2840.3,0,0,1,3,0,0,5,2,356,768,1212,22236,69,1885,1531,4844,0,0,2.1573,18.8298,3.1639,0,1250,56.281,17.547001,200,115,9.004953,1179,41.51
5,503,50308,Roka Kaoh,1597,1363,9,1,12,1,12,0,10,20,89,477,1288,5879,74,818,1220,3288,1,3,5.3596,4.917,2.6951,3,1003,62.8053,15.341615,490,36,30.68253,980,71.9
5,503,50309,Sdok,1718,1273,0,0,0,0,0,0,0,0,166,532,1162,11329,95,911,1324,3966,0,0,3.2048,9.7375,2.9955,0,1164,67.7532,7.727797,223,45,12.98021,920,72.27
5,503,50310,Snam Krapeu,2643,1903,0,0,0,0,0,0,0,0,526,1506,2043,9673,262,5764,2039,5970,0,0,2.8631,6.6972,2.9279,0,1388,52.5161,23.531655,650,130,24.593265,1574,82.71
5,503,50311,Srang,2134,4065.86,0,0,0,0,0,0,5,0,197,574,1869,9523,137,979,1686,5722,0,0,2.9137,5.2353,3.3938,0,1347,63.1209,17.627754,344,194,16.119963,935.35,23
5,503,50312,Tuek L'ak,1323,1541.42,0,0,0,0,0,0,0,0,132,389,1074,9246,179,740,885,2822,0,0,2.947,7.9697,3.1887,0,990,74.8299,28.232594,284,19,21.466364,807,52.35
5,503,50313,Veal,1842,2424.88,0,0,0,0,0,0,0,0,77,387,1431,11305,137,1397,1373,5183,0,0,5.026,8.1008,3.7749,0,1230,66.7752,24.058127,1031,57,55.97177,1751.48,72.23
5,504,50401,Haong Samnam,920,9020,15,2,3,2,0,0,5,1.5,477,658,836,5376,40,261,824,4849,0,0,1.3795,6.4349,5.8847,0,208,22.6087,0,53,48,5.76087,1100,12.2
5,504,50402,Reaksmei Sameakki,963,2217841,0,0,0,0,0,0,0,0,191,444,398,3072,62,461,544,1579,0,0,2.3246,7.6804,2.9026,0,240,24.9221,0,38,64,3.946002,2611,0.12
5,504,50403,Trapeang Chour,2434,33859,8512,5,0,0,0,0,0,0,909,2193,1594,11977,92,490,1563,5924,45,149,2.4125,7.3944,3.7901,3.3111,1081,44.4125,1.883562,147,94,6.039441,1881,5.56
5,504,50404,Sangkae Satob,1388,18352,55,15,0,0,0,0,0,0,751,1321,1131,14789,102,553,886,3793,0,0,1.759,12.4428,4.281,0,638,45.9654,11.561562,121,3,8.717579,1000,5.45
5,504,50405,Ta Sal,1304,18383,0,0,0,0,0,0,0,0,510,959,1068,3988,77,335,889,2463,30,93,1.8804,3.7755,2.7705,3.1,390,29.908,0.07837,54,35,4.141104,4300,23.39
5,505,50501,Chan Saen,1393,276518,0,0,0,0,0,0,0,0,110,987,1297,7974,17,138,1177,4432,0,0,8.9727,6.1735,3.7655,0,742,53.2663,0,196,55,14.070352,219491,79.38
5,505,50502,Cheung Roas,1364,1172,0,0,0,0,0,0,0,0,186,1124,1172,6548,58,572,1083,3461,0,0,6.043,5.7886,3.1958,0,715,52.4194,25.127831,293,16,21.480938,1100,93.86
5,505,50503,Chumpu Proeks,624,2911,21.5,1.5,1,3,0,0,0,0,291,916,600,10302,93,309,602,2756,1,4,3.1478,15.3117,4.5781,4,93,14.9038,0,93,32,14.903846,1488.5,51.13
5,505,50504,Khsem Khsant,1926,1183.77,0,0,0,0,0,0,0,0,281,2416,1397,22160,38,457,1188,4291,110,110,8.5979,15.761,3.612,1,830,43.0945,40.989583,909,278,47.196262,959.6,81.06
5,505,50505,Krang Chek,2800,24474,10,1.2,0,0,0,0,0,0,662,2139,2446,14381,155,1475,2421,6411,0,0,3.2311,6.0961,2.6481,0,1809,64.6071,45.079595,459,180,16.392857,1668,6.82
5,505,50506,Mean Chey,1220,2652,0,0,0,0,0,0,0,0,135,740,872,3787,28,276,1089,4721,0,0,5.4815,4.5144,4.3352,0,487,39.918,0,188,5,15.409836,2060,77.68
5,505,50507,Preah Srae,1804,1523,0,0,0,0,0,0,8,4,117,267,1399,9349,62,832,1138,4488,0,0,2.2821,6.9685,3.9438,0,941,52.1619,30.684327,607,7,33.64745,1210,79.45
5,505,50508,Prey Krasang,1663,1200,5,1.5,6,1,0,0,4,1,557,988,1203,6265,148,857,1472,5080,0,0,1.7738,5.2717,3.4511,0,557,33.4937,5.367913,278,26,16.716777,1003,83.58
5,505,50509,Trach Tong,1544,2299.388,0,0,60,3,0,0,0,0,83,587,1293,6102,56,381,1243,4057,0,0,7.0723,4.8058,3.2639,0,616,39.8964,0,265,28,17.163212,1074,46.71
5,505,50510,Veal Pong,2683,5324,2,1.5,30,2,0,0.5,2,0.5,309,1830,2114,14685,95,917,1664,5818,0,0,5.9223,7.0629,3.4964,0,1569,58.4793,1.116071,476,86,17.741334,1547,29.06
5,505,50511,Veang Chas,1487,665,0,0,0,0,10,0,0,0,38,131,656,2096,62,408,198,770,0,0,3.4474,3.4875,3.8889,0,170,11.4324,83.539095,1154,8,77.605918,255,38.35
5,505,50512,Yutth Sameakki,1482,4884.56,0,0,0,0,0,0,0,0,262,2308,1272,7472,101,916,1319,4204,1,7,8.8092,6.1092,3.1873,7,708,47.7733,0,313,13,21.120108,1150,23.54
5,505,50513,Damnak Reang,1345,1188,0,0,0,0,0,0,83,5,77,310,949,6755,82,300,935,3363,0,0,4.026,6.8429,3.5968,0,629,46.7658,1.473839,185,25,13.754647,678,57.07
5,505,50514,Peang Lvea,1612,1265,0,0,0,0,0,0,0,0,157,498,1119,4653,45,489,1024,3228,0,0,3.172,4.4175,3.1523,0,701,43.4864,0.118133,292,41,18.114144,1092,86.32
5,505,50515,Phnum Touch,2102,2313,0,0,0,0,0,0,0,0,70,345,1127,13628,18,120,1527,4049,0,0,4.9286,12.007,2.6516,0,988,47.0029,7.450797,434,48,20.647003,1038,44.88
5,506,50601,Chambak,654,37000,11,0.5,250,7.5,0,0,350,3,330,427,571,1040,141,395,478,1154,0,0,1.2939,2.0154,2.4142,0,364,55.6575,0,110,16,16.819572,750,2.03
5,506,50602,Choam Sangkae,1590,5966,30,2,25,15,0,0.5,300,0.5,625,794,1175,4005,75,504,1217,4838,37,116,1.2704,3.6072,3.9753,3.1351,670,42.1384,0,50,0,3.144654,1443,24.19
5,506,50603,Dambouk Rung,1155,21936,25,0.6,1500,2,200,0,350,3,210,264,883,2988,93,347,873,3224,2,9,1.2571,3.417,3.693,4.5,535,46.3203,0,270,331,23.376623,2574,11.73
5,506,50604,Kiri Voan,1309,2186,5.5,3,0,0,0,0,0,0,549,1217,869,2523,100,338,848,2479,0,0,2.2168,2.9525,2.9233,0,757,57.8304,36.849926,487,35,37.203972,574,26.26
5,506,50605,Krang Dei Vay,1620,19060,15,3,7541,25,0,0,0,0,688,972,1345,4081,169,654,1501,4012,0,0,1.4128,3.1275,2.6729,0,515,31.7901,0,159,19,9.814815,1854.75,9.73
5,506,50606,Moha Sang,2436,1519.8,0.5,0.3,0,0,0,0,0,0,842,1631,2331,6724,428,1722,2129,6684,0,0,1.9371,3.0613,3.1395,0,1955,80.2545,6.141046,1007,534,41.338259,1272,83.7
5,506,50607,Ou,2715,5188,18,0.5,13,1,0,0,16,1,587,1288,1761,5548,192,614,2192,7566,0,0,2.1942,3.1551,3.4516,0,957,35.2486,33.436108,652,430,24.014733,1417,27.31
5,506,50608,Prey Rumduol,1001,1899,0,0,0,0,0,0,0,0,537,1086,989,4589,54,271,711,2510,0,0,2.0223,4.6596,3.5302,0,140,13.986,8.635918,109,64,10.889111,1500,78.99
5,506,50609,Prey Kmeng,850,3937,30,1.5,4,1.5,0,0,30,5,361,756,807,2130,77,336,802,3164,3,4,2.0942,2.7896,3.9451,1.3333,173,20.3529,0,72,5,8.470588,2199,55.85
5,506,50610,Tang Samraong,1315,13290,13,2,2100,3,0,0,0,0,563,1168,1015,6517,145,519,1217,6340,0,0,2.0746,6.0655,5.2095,0,222,16.8821,0,16,40,1.21673,1820,13.69
5,506,50611,Tang Sya,1965,6887,10,1,0,0,0,0,0,0,868,1917,1131,4509,226,1493,1375,4593,0,0,2.2085,4.423,3.3404,0,884,44.9873,11.278586,124,232,6.310433,1543,22.4
5,506,50613,Traeng Trayueng,4415,58500,40,10,8500,20,0,5,6000,15,318,1946,2598,38651,282,1445,1369,4882,13,45,6.1195,13.9222,3.5661,3.4615,760,17.214,30.629978,1304,47,29.535674,1925,3.29
5,507,50701,Roleang Chak,1783,1205,0,0,10,1,150,0,0,0,193,512,1446,7451,72,731,1135,2810,0,0,2.6528,5.39,2.4758,0,1062,59.5625,2.887285,370,9,20.751542,740,61.41
5,507,50702,Kahaeng,1507,963,0,0,0,0,0,0,0,0,179,772,1015,9649,89,1356,918,2334,0,0,4.3128,9.9683,2.5425,0,1196,79.363,10.964608,747,137,49.568679,703,73
5,507,50703,Khtum Krang,1639,3755,248,1,11,2,0,0,3,1,217,375,1258,4988,374,1096,1258,3947,0,0,1.7281,3.7279,3.1375,0,487,29.7132,0.193175,204,0,12.446614,1695,45.14
5,507,50704,Krang Ampil,1665,2082,2.5,2,0,0,0,0,0,0,439,640,1254,5982,123,672,1438,5625,0,0,1.4579,4.8322,3.9117,0,999,60,2.985075,206,83,12.372372,1674,80.4
5,507,50705,Pneay,2424,4380,0,0,1,5,0,0,0,0,157,1004,2044,10837,104,731,2081,5620,0,0,6.3949,5.3855,2.7006,0,1153,47.566,11.290323,541,68,22.318482,2497,57.01
5,507,50706,Roleang Kreul,2486,1356,5,1,4,1,0,0,2,2,101,539,1824,11799,65,764,1358,3970,17,59,5.3366,6.6506,2.9234,3.4706,1666,67.0153,16.740801,639,13,25.703942,1053,77.65
5,507,50707,Samraong Tong,1406,2575,0,0,0,0,0,0,7,5,65,384,1280,5057,103,591,997,2635,0,0,5.9077,4.0839,2.6429,0,642,45.6615,1.577061,476,61,33.854908,1647,63.96
5,507,50708,Sambour,1804,1044,0,0,0,0,0,0,0,0,76,524,1064,34396,33,563,1160,4312,0,0,6.8947,31.8678,3.7172,0,1067,59.1463,24.145658,644,9,35.698448,954,91.38
5,507,50709,Saen Dei,2415,1698,6,2,2,5,0,0,2,20,270,863,1775,11577,258,1074,1901,6453,3,18,3.1963,6.2228,3.3945,6,1320,54.6584,2.962036,431,105,17.846791,1110,65.37
5,507,50710,Skuh,2144,3622,0,0,0,0,0,0,0,0,96,340,1564,12280,143,907,1729,4747,0,0,3.5417,7.7252,2.7455,0,1114,51.959,29.952381,1082,6,50.466418,2716,74.99
5,507,50711,Tang Krouch,1796,3769,0,0,0,0,0,0,20,7,317,703,1622,9225,114,792,1538,6031,0,0,2.2177,5.7702,3.9213,0,655,36.4699,0.057078,912,226,50.77951,1572,41.71
5,507,50712,Thummoda Ar,2124,3294,0,0,0,0,0,0,0,0,772,1377,1908,16830,135,816,1862,6638,0,0,1.7837,8.6373,3.565,0,1312,61.7702,9.357278,510,0,24.011299,1479,44.9
5,507,50713,Trapeang Kong,3282,2679,0,0,0,0,0,0,0,0,76,501,1210,26443,82,13320,975,2728,0,0,6.5921,30.7763,2.7979,0,2113,64.3815,67.630241,1934,142,58.927483,1631,60.88
5,507,50714,Tumpoar Meas,1419,14160,26,1.5,0,0,0,0,0,0,578,718,1264,5001,113,1013,1260,5712,0,0,1.2422,4.3675,4.5333,0,336,23.6786,3.138374,114,253,8.033827,1447,10.22
5,507,50715,Voa Sar,2787,2634,8,1,0,0,0,0,0,0,64,494,2050,17028,72,1033,1507,4303,0,0,7.7188,8.5113,2.8553,0,1518,54.4672,32.424242,1485,57,53.2831,2163,82.12
5,508,50801,Amleang,2262,2384,88,4,107,8,0,0,0,0,1088,2431,1508,8872,164,1487,1721,6679,0,0,2.2344,6.1956,3.8809,0,1370,60.5659,0,152,38,6.719717,1730,72.57
5,508,50802,Monourom,1088,2300,0,0,1.5,3,0,0,0,0,240,668,824,3205,105,520,765,2507,0,0,2.7833,4.0097,3.2771,0,663,60.9375,2.276867,175,74,16.084559,1050,45.65
5,508,50804,Prambei Mum,1953,12600,31,1.3,6,2.5,0,0,170,3,214,1141,1649,13536,53,696,1431,6092,0,0,5.3318,8.3619,4.2572,0,630,32.2581,0.206612,231,0,11.827957,1900,15.08
5,508,50805,Rung Roeang,1891,4400,0,0,2,1,0,0,0,0,243,584,1269,6346,33,233,1262,3261,0,0,2.4033,5.053,2.584,0,433,22.8979,0.104439,364,26,19.249075,1850,42.05
5,508,50806,Toap Mean,635,6500,0,0,0,0,0,0,0,0,282,380,521,3777,41,374,602,2651,0,0,1.3475,7.3861,4.4037,0,267,42.0472,0,83,9,13.070866,500,7.69
5,508,50807,Veal Pon,1739,3800,0,0,0,0,0,0,15,2,419,1077,1208,5474,16,56,777,2741,0,0,2.5704,4.518,3.5277,0,1166,67.05,0.183711,187,26,10.753306,1000,26.32
5,508,50808,Yea Angk,1862,17268,13,2.7,0,0,0,0,0,0,654,1332,1632,10632,127,1112,1745,8380,0,0,2.0367,6.6765,4.8023,0,486,26.101,1.515972,347,92,18.635875,1916,11.1
6,601,60101,Bak Sna,1424,4539,23,7,1257.7,20,0,1.7,0,0,314,994,1194,10222,16,380,755,2381,40,112,3.1656,8.762,3.1536,2.8,599,42.0646,5.848903,80,85,5.617978,1508.3,33.23
6,601,60102,Ballangk,3616,3024,0,0,248,30,36,1,10,5.5,610,1098,2835,11709,296,1347,1673,5700,9,30,1.8,4.1699,3.4071,3.3333,1006,27.8208,57.611312,1169,343,32.32854,2006,66.34
6,601,60103,Baray,2628,16390,0,0,15,10,15,0,0,0,704,1416,1681,5654,131,3732,1031,2846,50,195,2.0114,5.1799,2.7604,3.9,958,36.4536,55.111294,729,150,27.739726,4963,30.28
6,601,60104,Boeng,2213,4800,0,0,15,10,0,0,0,0,29,152,880,4795,337,3598,1122,2955,4,18,5.2414,6.8965,2.6337,4.5,609,27.5192,30.706962,590,149,26.660642,1703,35.48
6,601,60105,Chaeung Daeung,2242,8183,51,1.5,51,10,0,0.7,0,0,370,871,1287,5023,45,4306,1267,4083,68,145,2.3541,7.0038,3.2226,2.1324,1167,52.0517,0.137868,181,718,8.073149,3624,44.29
6,601,60106,Chraneang,2515,2413,40,7,370,12,12,1,0,0,184,680,1933,7558,175,6253,1108,2734,25,69,3.6957,6.5517,2.4675,2.76,1279,50.8549,12.804878,689,777,27.395626,1462,60.59
6,601,60107,Chhuk Khsach,2916,4812,0,0,70,12,50,0,0,0,467,908,1753,12213,310,7006,1741,6010,5,17,1.9443,9.316,3.452,3.4,1977,67.7984,5.115574,363,37,12.44856,2544,52.87
6,601,60108,Chong Doung,2778,11689,0,0,170,7,0,0,0,0,550,1705,2179,9643,415,4514,1131,3291,117,342,3.1,5.4576,2.9098,2.9231,1412,50.8279,45.360825,201,1074,7.235421,8008,68.51
6,601,60109,Chrolong,1333,3118,0,0,0,0,0,0.3,0,0,214,466,682,4030,56,34446,920,1804,3,12,2.1776,52.1355,1.9609,4,300,22.5056,14.632035,143,159,10.727682,2382,76.4
6,601,60110,Kokir Thum,2094,16000,33,15,611,17,3.5,1.5,5,17,51,76,612,3534,32,310,381,1060,1,2,1.4902,5.9689,2.7822,2,773,36.915,0,44,41,2.101242,4750,29.69
6,601,60111,Krava,2294,4800,0,0,461,12,45,9,5,9,306,802,1753,6795,49,1009,1710,4015,170,530,2.6209,4.3307,2.348,3.1176,900,39.2328,10.175268,107,47,4.664342,1874,39.04
6,601,60112,Andoung Pou,1187,2637,20,2,25,4,49,0,0,0,85,388,661,1604,63,6108,410,908,0,0,4.5647,10.6519,2.2146,0,478,40.2696,35.778986,330,167,27.801179,1035,39.25
