Com_Code,Commune,HH,RiField_Ha,Commune_S,Ratio
130208.00000000000,Kampong Sralau Pir,430.00000000000,460.00000000000,199009.16300000000,0.23000000000
130202.00000000000,Chhaeb Pir,552.00000000000,618.00000000000,52276.00000000000,1.18000000000
160104.00000000000,Ta Lav,542.00000000000,579.00000000000,18495.00000000000,3.13000000000
10704.00000000000,Thma Puok,1969.00000000000,6273.00000000000,7272.68900000000,86.25000000000
10301.00000000000,Nam Tau,2636.00000000000,0.00000000000,0.00000000000,0.00000000000
160908.00000000000,Pa Kalan,284.00000000000,512.00000000000,7224.00000000000,7.09000000000
160904.00000000000,Ka Choun,502.00000000000,902.00000000000,3017.00000000000,29.90000000000
130402.00000000000,Kuleaen Cheung,764.00000000000,3461.00000000000,34430.00000000000,10.05000000000
160901.00000000000,Pong,503.00000000000,554.00000000000,70487.00000000000,0.79000000000
160602.00000000000,Pouy,705.00000000000,25.00000000000,12675.00000000000,0.20000000000
220301.00000000000,Cheung Tien,1033.00000000000,5064.00000000000,11000.00000000000,46.04000000000
171206.00000000000,Slaeng Spean,2063.00000000000,1980.00000000000,8952.00000000000,22.12000000000
10302.00000000000,Poy Char,2519.00000000000,4000.00000000000,18000.00000000000,22.22000000000
171405.00000000000,Varin,1767.00000000000,3820.00000000000,20194.00000000000,18.92000000000
171402.00000000000,Lvea Krang,653.00000000000,1250.00000000000,13309.00000000000,9.39000000000
171403.00000000000,Srae Nouy,3577.00000000000,2206.00000000000,50737.00000000000,4.35000000000
160909.00000000000,Phnum Kok,364.00000000000,579.00000000000,18495.00000000000,3.13000000000
171302.00000000000,Kantuot,1576.00000000000,4152.00000000000,88550.00000000000,4.69000000000
10705.00000000000,Kouk Kakthen,1727.00000000000,5218.00000000000,9744.00000000000,53.55000000000
10303.00000000000,Ponley,2829.00000000000,7275.00000000000,11890.00000000000,61.19000000000
130403.00000000000,Thmei,699.00000000000,2482.00000000000,27900.00000000000,8.90000000000
10703.00000000000,Phum Thmei,1621.00000000000,2501.00000000000,3496.00000000000,71.54000000000
10804.00000000000,Svay Chek,2336.00000000000,6595.00000000000,21420.00000000000,30.79000000000
10807.00000000000,Treas,2804.00000000000,6420.00000000000,23968.00000000000,26.79000000000
160607.00000000000,L'ak,676.00000000000,15.20000000000,3269.20000000000,0.46000000000
190508.00000000000,Preah Rumkel,1120.00000000000,1600.00000000000,35440.00000000000,4.51000000000
130704.00000000000,Pou,614.00000000000,810.00000000000,39000.00000000000,2.08000000000
130703.00000000000,Chhean Mukh,489.00000000000,800.00000000000,10803.35000000000,7.41000000000
130705.00000000000,Prame,566.00000000000,510.00000000000,15000.00000000000,3.40000000000
190507.00000000000,Ou Svay,654.00000000000,625.00000000000,11720.00000000000,5.33000000000
190404.00000000000,Sameakki,1050.00000000000,1115.00000000000,51247.00000000000,2.18000000000
160101.00000000000,Malik,644.00000000000,554.00000000000,7085.00000000000,7.82000000000
160604.00000000000,Kalai,359.00000000000,24.00000000000,7190.00000000000,0.33000000000
171201.00000000000,Chrouy Neang Nguon,1321.00000000000,1930.00000000000,11791.00000000000,16.37000000000
160605.00000000000,Ou Chum,1021.00000000000,59.00000000000,22287.00000000000,0.26000000000
171202.00000000000,Klang Hay,678.00000000000,1730.00000000000,1792.00000000000,96.54000000000
171401.00000000000,Prasat,968.00000000000,1700.00000000000,15349.00000000000,11.08000000000
160606.00000000000,Sameakki,704.00000000000,590.00000000000,3540.00000000000,16.67000000000
190107.00000000000,Ta Lat,800.00000000000,1600.00000000000,52472.00000000000,3.05000000000
160903.00000000000,Hat Pak,319.00000000000,957.00000000000,23388.00000000000,4.09000000000
171205.00000000000,Prei,793.00000000000,1810.00000000000,1855.00000000000,97.57000000000
190505.00000000000,Anlong Chrey,556.00000000000,124.00000000000,62168.00000000000,0.20000000000
10801.00000000000,Phkoam,2298.00000000000,5304.00000000000,8124.00000000000,65.29000000000
130201.00000000000,Chhaeb Muoy,793.00000000000,631.00000000000,1050.17000000000,60.09000000000
190509.00000000000,Sam Ang,412.00000000000,576.00000000000,371240.00000000000,0.16000000000
170106.00000000000,Srae Khvav,1714.00000000000,3436.00000000000,10457.00000000000,32.86000000000
160706.00000000000,Saom Thum,541.00000000000,1500.00000000000,3325.00000000000,45.11000000000
160301.00000000000,Kak,639.00000000000,235.00000000000,1060.57000000000,22.16000000000
160302.00000000000,Keh Chong,883.00000000000,282.00000000000,8031.00000000000,3.51000000000
10803.00000000000,Sla Kram,2525.00000000000,4267.00000000000,17442.67000000000,24.46000000000
10808.00000000000,Roluos,967.00000000000,1202.00000000000,1959.00000000000,61.36000000000
190105.00000000000,Sdau,474.00000000000,705.00000000000,30432.00000000000,2.32000000000
190104.00000000000,Samkhuoy,566.00000000000,795.00000000000,1440.00000000000,55.21000000000
190106.00000000000,Srae Kor,427.00000000000,579.00000000000,39870.00000000000,1.45000000000
130802.00000000000,Pal Hal,2276.00000000000,948.00000000000,21099.00000000000,4.49000000000
10306.00000000000,Phnum Dei,1958.00000000000,3629.80000000000,4792.30000000000,75.74000000000
130801.00000000000,Kampong Pranak,2101.00000000000,72.00000000000,211753.00000000000,0.03000000000
130401.00000000000,Kuleaen Tboung,885.00000000000,3365.00000000000,12187.50000000000,27.61000000000
10509.00000000000,Ou Bei Choan,3114.00000000000,2270.00000000000,5500.00000000000,41.27000000000
171404.00000000000,Svay Sa,1050.00000000000,1474.00000000000,4814.00000000000,30.62000000000
10806.00000000000,Ta Phou,1912.00000000000,7056.00000000000,8000.00000000000,88.20000000000
160705.00000000000,Sesan,319.00000000000,150.00000000000,15000.00000000000,1.00000000000
160404.00000000000,Teun,706.00000000000,523.00000000000,2111.00000000000,24.77000000000
171203.00000000000,Tram Sasar,1148.00000000000,2260.00000000000,7270.00000000000,31.09000000000
160601.00000000000,Cha Ung,651.00000000000,259.00000000000,1575.00000000000,16.44000000000
171204.00000000000,Moung,933.00000000000,2120.00000000000,8621.00000000000,24.59000000000
10802.00000000000,Sarongk,1087.00000000000,2600.00000000000,2895.00000000000,89.81000000000
160403.00000000000,Ta Ang,826.00000000000,288.00000000000,1448.00000000000,19.89000000000
10805.00000000000,Ta Baen,972.00000000000,1509.00000000000,5303.00000000000,28.46000000000
130404.00000000000,Phnum Penh,822.00000000000,1341.00000000000,4452.00000000000,30.12000000000
10305.00000000000,Srah Chik,1555.00000000000,3908.00000000000,4291.00000000000,91.07000000000
130206.00000000000,Mlu Prey Pir,383.00000000000,698.00000000000,2412.00000000000,28.94000000000
10304.00000000000,Spean Sraeng,888.00000000000,2372.00000000000,6560.00000000000,36.16000000000
190504.00000000000,Kaoh Snaeng,479.00000000000,421.00000000000,14269.00000000000,2.95000000000
160603.00000000000,Aekakpheap,608.00000000000,0.00000000000,3550.00000000000,0.00000000000
160406.00000000000,Trapeang Kraham,655.00000000000,75450.00000000000,164870.00000000000,45.76000000000
160703.00000000000,Pak Nhai,688.00000000000,607.00000000000,13009.00000000000,4.67000000000
130405.00000000000,Phnum Tbaeng Pir,894.00000000000,1341.00000000000,28947.00000000000,4.63000000000
160306.00000000000,Ting Chak,620.00000000000,8.00000000000,4703.80000000000,0.17000000000
171305.00000000000,Ta Siem,1358.00000000000,2109.00000000000,3257.00000000000,64.75000000000
160702.00000000000,Lum Choar,580.00000000000,146.00000000000,5464.40000000000,2.67000000000
170102.00000000000,Doun Peng,1354.00000000000,1730.00000000000,6100.00000000000,28.36000000000
170302.00000000000,Khun Ream,1459.00000000000,650.00000000000,28900.00000000000,2.25000000000
160203.00000000000,Yeak Laom,554.00000000000,0.00000000000,0.00000000000,0.00000000000
10507.00000000000,Soengh,1474.00000000000,3727.00000000000,8100.00000000000,46.01000000000
130204.00000000000,Sangkae Pir,293.00000000000,683.00000000000,6188318.00000000000,0.01000000000
160202.00000000000,Labansiek,2496.00000000000,12.79000000000,2400.00000000000,0.53000000000
170103.00000000000,Kouk Doung,2875.00000000000,3407.00000000000,5345.00000000000,63.74000000000
170607.00000000000,Saen Sokh,1671.00000000000,3668.00000000000,4665.00000000000,78.63000000000
10407.00000000000,Tean Kam,883.00000000000,5527.00000000000,5894.00000000000,93.77000000000
160303.00000000000,La Minh,868.00000000000,549.00000000000,5413.60000000000,10.14000000000
130102.00000000000,Tasu,479.00000000000,863.00000000000,14300.00000000000,6.03000000000
170104.00000000000,Koul,789.00000000000,1060.00000000000,1135.00000000000,93.39000000000
160201.00000000000,Kachanh,1626.00000000000,12.79000000000,2400.00000000000,0.53000000000
11002.00000000000,Paoy Paet,10759.00000000000,1348.00000000000,2189.59000000000,61.56000000000
10409.00000000000,Bos Sbov,2689.00000000000,6349.00000000000,6827.00000000000,93.00000000000
190103.00000000000,Phluk,330.00000000000,455.00000000000,35606.00000000000,1.28000000000
170604.00000000000,Krouch Kor,961.00000000000,1463.00000000000,1515.00000000000,96.57000000000
11001.00000000000,Nimitt,4269.00000000000,7200.00000000000,16932.00000000000,42.52000000000
10402.00000000000,Chob Veari,2825.00000000000,3044.00000000000,11212.00000000000,27.15000000000
170107.00000000000,Ta Saom,1913.00000000000,2950.00000000000,3527.00000000000,83.64000000000
10501.00000000000,Changha,1517.00000000000,200.00000000000,950.00000000000,21.05000000000
10604.00000000000,Mkak,1841.00000000000,3949.80000000000,7998.30000000000,49.38000000000
130603.00000000000,Phnum Tbaeng Muoy,425.00000000000,560.00000000000,12390.00000000000,4.52000000000
170101.00000000000,Char Chhuk,1908.00000000000,4957.00000000000,5600.00000000000,88.52000000000
130706.00000000000,Preah Khleang,618.00000000000,1112.00000000000,20400.00000000000,5.45000000000
160707.00000000000,Ya Tung,557.00000000000,4550.00000000000,53017.00000000000,8.58000000000
160304.00000000000,Lung Khung,672.00000000000,403.00000000000,5912.00000000000,6.82000000000
160405.00000000000,Trapeang Chres,1266.00000000000,1441.00000000000,9998.00000000000,14.41000000000
10506.00000000000,Souphi,1194.00000000000,5410.00000000000,7859.00000000000,68.84000000000
10502.00000000000,Koub,1974.00000000000,2432.00000000000,2748.00000000000,88.50000000000
160504.00000000000,Lbang Pir,280.00000000000,180.00000000000,1276.00000000000,14.11000000000
170201.00000000000,Chob Ta Trav,808.00000000000,460.00000000000,2850.00000000000,16.14000000000
170601.00000000000,Chanleas Dai,1796.00000000000,3620.00000000000,3841.00000000000,94.25000000000
170203.00000000000,Peak Snaeng,1056.00000000000,570.00000000000,11340.00000000000,5.03000000000
10406.00000000000,Rohal,1973.00000000000,11188.00000000000,12989.00000000000,86.13000000000
160305.00000000000,Saeung,620.00000000000,286.00000000000,8646.00000000000,3.31000000000
130602.00000000000,Ro'ang,1086.00000000000,1240.00000000000,11444.59000000000,10.83000000000
130103.00000000000,Khyang,867.00000000000,1107.00000000000,10660.50000000000,10.38000000000
160704.00000000000,Pa Te,434.00000000000,314.00000000000,7368.13700000000,4.26000000000
170610.00000000000,Ta An,798.00000000000,1570.00000000000,2280.00000000000,68.86000000000
170608.00000000000,Snuol,1419.00000000000,2400.00000000000,2796.00000000000,85.84000000000
190510.00000000000,Srae Ruessei,386.00000000000,335.00000000000,14461.00000000000,2.32000000000
160701.00000000000,Bar Kham,477.00000000000,162.00000000000,7007.00000000000,2.31000000000
130104.00000000000,Chrach,750.00000000000,1261.00000000000,29500.00000000000,4.27000000000
10408.00000000000,Tuek Chour,2790.00000000000,5700.00000000000,12075.00000000000,47.20000000000
170105.00000000000,Nokor Pheas,1698.00000000000,3990.00000000000,5466.00000000000,73.00000000000
10401.00000000000,Chnuor Mean Chey,1443.00000000000,4950.00000000000,5330.00000000000,92.87000000000
10602.00000000000,Kampong Svay,5167.00000000000,2650.00000000000,3616.00000000000,73.29000000000
130101.00000000000,S'ang,684.00000000000,1672.00000000000,6000.00000000000,27.87000000000
171303.00000000000,Khnang Phnum,777.00000000000,15.00000000000,20300.00000000000,0.07000000000
160503.00000000000,Lbang Muoy,384.00000000000,280.00000000000,527.00000000000,53.13000000000
130106.00000000000,Putrea,1311.00000000000,1348.00000000000,17166.62000000000,7.85000000000
10403.00000000000,Phnum Lieb,3325.00000000000,18408.00000000000,27000.00000000000,68.18000000000
130105.00000000000,Thmea,723.00000000000,949.00000000000,36882.53000000000,2.57000000000
130601.00000000000,Chamraeun,1139.00000000000,1622.00000000000,14041.00000000000,11.55000000000
10606.00000000000,Phniet,1068.00000000000,2907.00000000000,3014.34000000000,96.44000000000
130604.00000000000,Sdau,588.00000000000,494.00000000000,1000.00000000000,49.40000000000
190511.00000000000,Thala Barivat,980.00000000000,682.00000000000,8846.00000000000,7.71000000000
171304.00000000000,Svay Leu,1908.00000000000,2570.00000000000,24725.50000000000,10.39000000000
170605.00000000000,Roung Kou,1024.00000000000,1455.00000000000,1500.00000000000,97.00000000000
170703.00000000000,Kdei Run,1038.00000000000,1897.00000000000,3002.00000000000,63.19000000000
160502.00000000000,Ka Laeng,744.00000000000,150.00000000000,5863.00000000000,2.56000000000
130509.00000000000,Reaksa,643.00000000000,915.00000000000,2959.63000000000,30.92000000000
10405.00000000000,Preah Netr Preah,3028.00000000000,6110.00000000000,8318.00000000000,73.46000000000
170301.00000000000,Khnar Sanday,1574.00000000000,680.00000000000,1181.00000000000,57.58000000000
170306.00000000000,Tbaeng,1722.00000000000,3597.00000000000,14306.00000000000,25.14000000000
130510.00000000000,Rumdaoh,780.00000000000,1202.00000000000,46637.00000000000,2.58000000000
10607.00000000000,Preah Ponlea,3067.00000000000,1145.00000000000,1410.00000000000,81.21000000000
170602.00000000000,Kampong Thkov,1128.00000000000,799.00000000000,1200.00000000000,66.58000000000
170711.00000000000,Prey Chruk,1866.00000000000,3970.00000000000,10000.00000000000,39.70000000000
190506.00000000000,Ou Rai,519.00000000000,526.00000000000,14671.00000000000,3.59000000000
10608.00000000000,Tuek Thla,3228.00000000000,2668.00000000000,3149.00000000000,84.73000000000
10905.00000000000,Tuol Pongro,2327.00000000000,6000.00000000000,16000.00000000000,37.50000000000
190102.00000000000,Kbal Romeas,840.00000000000,648.00000000000,73740.14999999999,0.88000000000
190501.00000000000,Anlong Phe,570.00000000000,112.00000000000,25149.00000000000,0.45000000000
170715.00000000000,Trei Nhoar,1685.00000000000,4119.00000000000,4900.00000000000,84.06000000000
10605.00000000000,Ou Ambel,3705.00000000000,3242.00000000000,3800.00000000000,85.32000000000
160506.00000000000,Seda,1055.00000000000,1100.00000000000,3270.00000000000,33.64000000000
10503.00000000000,Kuttasat,1391.00000000000,4804.00000000000,5500.00000000000,87.35000000000
10603.00000000000,Kaoh Pong Satv,1025.00000000000,1339.00000000000,1504.00000000000,89.03000000000
170716.00000000000,Yeang,991.00000000000,1450.00000000000,4838.00000000000,29.97000000000
160505.00000000000,Ba Tang,899.00000000000,108.00000000000,5000.00000000000,2.16000000000
170609.00000000000,Sranal,2095.00000000000,5650.00000000000,8633.00000000000,65.45000000000
170603.00000000000,Kralanh,1205.00000000000,1805.00000000000,2272.00000000000,79.45000000000
10505.00000000000,Samraong,1793.00000000000,7954.00000000000,9674.00000000000,82.22000000000
170712.00000000000,Reul,2771.00000000000,3085.00000000000,8000.00000000000,38.56000000000
10902.00000000000,Malai,1942.00000000000,260.00000000000,2152.00000000000,12.08000000000
10906.00000000000,Ta Kong,2185.00000000000,10817.00000000000,14878.00000000000,72.70000000000
10903.00000000000,Ou Sampoar,1143.00000000000,637.00000000000,4594.89000000000,13.86000000000
10904.00000000000,Ou Sralau,922.00000000000,412.65000000000,3022.00000000000,13.65000000000
10205.00000000000,Koy Maeng,1687.00000000000,1741.00000000000,2034.00000000000,85.59000000000
170204.00000000000,Svay Chek,1247.00000000000,975.00000000000,5548.21000000000,17.57000000000
160401.00000000000,Serei Mongkol,425.00000000000,850.00000000000,1358.00000000000,62.59000000000
10901.00000000000,Boeng Beng,1567.00000000000,150.00000000000,5900.00000000000,2.54000000000
10209.00000000000,Ruessei Kraok,5168.00000000000,2107.00000000000,4002.00000000000,52.65000000000
190101.00000000000,Kamphun,776.00000000000,1720.50000000000,17864.20000000000,9.63000000000
190502.00000000000,Chamkar Leu,396.00000000000,407.00000000000,852.00000000000,47.77000000000
10404.00000000000,Prasat,1567.00000000000,5000.00000000000,16510.00000000000,30.28000000000
10202.00000000000,Bat Trang,1706.00000000000,3269.00000000000,4069.00000000000,80.34000000000
170701.00000000000,Sasar Sdam,2560.00000000000,818.00000000000,938.00000000000,87.21000000000
190402.00000000000,Srah Ruessei,768.00000000000,762.00000000000,47848.00000000000,1.59000000000
170202.00000000000,Leang Dai,1964.00000000000,980.00000000000,13040.00000000000,7.52000000000
170404.00000000000,Khvav,2559.00000000000,2424.00000000000,5187.00000000000,46.73000000000
10213.00000000000,Ta Lam,1953.00000000000,2406.00000000000,3705.00000000000,64.94000000000
190403.00000000000,Preah Bat,578.00000000000,278.00000000000,55124.00000000000,0.50000000000
170304.00000000000,Rumchek,672.00000000000,1114.00000000000,1286.00000000000,86.63000000000
170606.00000000000,Sambuor,1403.00000000000,3560.00000000000,6896.00000000000,51.62000000000
10201.00000000000,Banteay Neang,4206.00000000000,0.00000000000,0.00000000000,0.00000000000
190401.00000000000,Stueng Traeng,2754.00000000000,115.00000000000,74130.00000000000,0.16000000000
160501.00000000000,Chey Otdam,881.00000000000,3757.00000000000,7681.00000000000,48.91000000000
10208.00000000000,Rohat Tuek,2732.00000000000,3716.00000000000,6165.00000000000,60.28000000000
170707.00000000000,Lvea,2104.00000000000,3445.00000000000,6753.00000000000,51.01000000000
170702.00000000000,Doun Kaev,2709.00000000000,4500.00000000000,6852.00000000000,65.67000000000
160402.00000000000,Srae Angkrorng,382.00000000000,818.00000000000,1185.00000000000,69.03000000000
10212.00000000000,Srah Reang,1576.00000000000,2087.00000000000,2362.00000000000,88.36000000000
190203.00000000000,Kaoh Sralay,780.00000000000,678.00000000000,866.75000000000,78.22000000000
170708.00000000000,Mukh Paen,1187.00000000000,2678.00000000000,15000.00000000000,17.85000000000
170303.00000000000,Preah Dak,1652.00000000000,1340.00000000000,5000.00000000000,26.80000000000
10206.00000000000,Ou Prasat,3330.00000000000,1910.00000000000,2510.00000000000,76.10000000000
171301.00000000000,Boeng Mealea,1066.00000000000,1251.00000000000,17184.00000000000,7.28000000000
10203.00000000000,Chamnaom,3690.00000000000,6375.00000000000,8186.00000000000,77.88000000000
170305.00000000000,Run Ta Aek,1417.00000000000,4407.00000000000,6690.00000000000,65.87000000000
171107.00000000000,Khnar Pou,1097.00000000000,1700.00000000000,2486.00000000000,68.38000000000
10204.00000000000,Kouk Ballangk,1460.00000000000,3493.00000000000,3837.00000000000,91.03000000000
130505.00000000000,Rik Reay,475.00000000000,430.00000000000,2866.00000000000,15.00000000000
10211.00000000000,Soea,3096.00000000000,10000.00000000000,10500.00000000000,95.24000000000
10210.00000000000,Sambuor,1534.00000000000,2744.00000000000,10453.00000000000,26.25000000000
130511.00000000000,Romtum,1022.00000000000,2256.00000000000,31600.00000000000,7.14000000000
171101.00000000000,Chan Sa,1915.00000000000,2200.00000000000,7704.09000000000,28.56000000000
190503.00000000000,Kang Cham,768.00000000000,1790.00000000000,20652.00000000000,8.67000000000
130506.00000000000,Ruos Roan,464.00000000000,317.00000000000,7500.00000000000,4.23000000000
171108.00000000000,Popel,2176.00000000000,3519.00000000000,8635.00000000000,40.75000000000
130605.00000000000,Ronak Ser,757.00000000000,1002.00000000000,5398101.00000000000,0.02000000000
190206.00000000000,Siem Bouk,389.00000000000,530.00000000000,103841.00000000000,0.51000000000
170710.00000000000,Puok,2834.00000000000,2444.00000000000,6069.00000000000,40.27000000000
171003.00000000000,Kouk Chak,6974.00000000000,700.00000000000,13500.00000000000,5.19000000000
171005.00000000000,Nokor Thum,1574.00000000000,1500.00000000000,5490.00000000000,27.32000000000
130508.00000000000,Rieb Roy,348.00000000000,716.00000000000,33200.00000000000,2.16000000000
190202.00000000000,Kaoh Sampeay,550.00000000000,664.00000000000,6425.00000000000,10.33000000000
170705.00000000000,Khnat,1944.00000000000,1061.00000000000,1971.00000000000,53.83000000000
170903.00000000000,Ballangk,1275.00000000000,1605.00000000000,5405.00000000000,29.69000000000
60602.00000000000,Dang Kambet,470.00000000000,465.00000000000,48900.00000000000,0.95000000000
130501.00000000000,Robieb,973.00000000000,550.00000000000,7200.00000000000,7.64000000000
171013.00000000000,Tuek Vil,2261.00000000000,955.00000000000,2900.00000000000,32.93000000000
10207.00000000000,Phnum Touch,2642.00000000000,3025.00000000000,3355.00000000000,90.16000000000
171011.00000000000,Ampil,1388.00000000000,1375.00000000000,4800.00000000000,28.65000000000
170713.00000000000,Samraong Yea,1176.00000000000,1780.00000000000,3075.00000000000,57.89000000000
170709.00000000000,Pou Treay,405.00000000000,0.00000000000,5200.00000000000,0.00000000000
170406.00000000000,Kouk Thlok Leu,2109.00000000000,3526.00000000000,99610.00000000000,3.54000000000
190207.00000000000,Srae Krasang,653.00000000000,840.00000000000,10752.00000000000,7.81000000000
20404.00000000000,Prey Khpos,2465.00000000000,6152.00000000000,13800.00000000000,44.58000000000
110203.00000000000,Roya,449.00000000000,3518.00000000000,220995.47000000000,1.59000000000
20207.00000000000,Boeng Pring,1974.00000000000,6982.00000000000,7546.00000000000,92.53000000000
130507.00000000000,Rotanak,623.00000000000,545.00000000000,9540.00000000000,5.71000000000
171110.00000000000,Ta Yaek,2684.00000000000,4164.00000000000,12205.00000000000,34.12000000000
100406.00000000000,Roluos Mean Chey,939.00000000000,1156.00000000000,76510.00000000000,1.51000000000
170409.00000000000,Pongro Leu,1610.00000000000,1360.00000000000,5290.00000000000,25.71000000000
190205.00000000000,Ou Ruessei Kandal,974.00000000000,123.00000000000,3157.00000000000,3.90000000000
130503.00000000000,Rohas,539.00000000000,325.00000000000,7100.70000000000,4.58000000000
130502.00000000000,Reaksmei,346.00000000000,200.00000000000,1720.00000000000,11.63000000000
170704.00000000000,Kaev Poar,1281.00000000000,1239.00000000000,38210.00000000000,3.24000000000
171010.00000000000,Srangae,1133.00000000000,1304.00000000000,2607.00000000000,50.02000000000
20206.00000000000,Chrouy Sdau,2208.00000000000,5300.00000000000,9236.00000000000,57.38000000000
20506.00000000000,Prey Chas,991.00000000000,0.00000000000,1134.00000000000,0.00000000000
171001.00000000000,Sla Kram,6750.00000000000,0.00000000000,1200.00000000000,0.00000000000
171012.00000000000,Krabei Riel,1558.00000000000,1607.00000000000,19014.00000000000,8.45000000000
170902.00000000000,Bakong,1624.00000000000,1060.00000000000,3500.00000000000,30.29000000000
171002.00000000000,Svay Dankum,6066.00000000000,1378.00000000000,4723.00000000000,29.18000000000
170905.00000000000,Kantreang,1941.00000000000,2000.00000000000,2656.00000000000,75.30000000000
20403.00000000000,Lvea,2563.00000000000,7540.00000000000,11500.00000000000,65.57000000000
110202.00000000000,A Buon Leu,389.00000000000,1136.00000000000,5175047.00000000000,0.02000000000
20405.00000000000,Ampil Pram Daeum,2318.00000000000,7300.00000000000,16700.00000000000,43.71000000000
100405.00000000000,Ou Krieng,1579.00000000000,919.00000000000,93890.00000000000,0.98000000000
20202.00000000000,Ta Meun,3396.00000000000,4694.00000000000,5545.00000000000,84.65000000000
170906.00000000000,Kandaek,2737.00000000000,3525.00000000000,8600.00000000000,40.99000000000
171008.00000000000,Sngkat Sambuor,789.00000000000,615.00000000000,2694.00000000000,22.83000000000
171004.00000000000,Sala Kamraeuk,4521.00000000000,55.00000000000,811.00000000000,6.78000000000
