Com_Code,Commune,Fami_Impro,Fami_Unim,TOT_Family,RatImpLatH
10201.00000000000,Banteay Neang,1299.00000000000,328.00000000000,4206.00000000000,30.88445100000
10202.00000000000,Bat Trang,596.00000000000,243.00000000000,1706.00000000000,34.93552200000
10203.00000000000,Chamnaom,870.00000000000,639.00000000000,3690.00000000000,23.57723600000
10204.00000000000,Kouk Ballangk,417.00000000000,204.00000000000,1460.00000000000,28.56164400000
10205.00000000000,Koy Maeng,465.00000000000,206.00000000000,1687.00000000000,27.56372300000
10206.00000000000,Ou Prasat,1314.00000000000,333.00000000000,3330.00000000000,39.45945900000
10207.00000000000,Phnum Touch,831.00000000000,506.00000000000,2642.00000000000,31.45344400000
10208.00000000000,Rohat Tuek,1081.00000000000,251.00000000000,2732.00000000000,39.56808200000
10209.00000000000,Ruessei Kraok,3750.00000000000,528.00000000000,5168.00000000000,72.56192000000
10210.00000000000,Sambuor,31.00000000000,34.00000000000,1534.00000000000,2.02086000000
10211.00000000000,Soea,711.00000000000,409.00000000000,3096.00000000000,22.96511600000
10212.00000000000,Srah Reang,496.00000000000,120.00000000000,1576.00000000000,31.47208100000
10213.00000000000,Ta Lam,213.00000000000,97.00000000000,1953.00000000000,10.90629800000
10301.00000000000,Nam Tau,57.00000000000,0.00000000000,2636.00000000000,2.16236700000
10302.00000000000,Poy Char,716.00000000000,56.00000000000,2519.00000000000,28.42397800000
10303.00000000000,Ponley,1280.00000000000,34.00000000000,2829.00000000000,45.24567000000
10304.00000000000,Spean Sraeng,12.00000000000,258.00000000000,888.00000000000,1.35135100000
10305.00000000000,Srah Chik,700.00000000000,0.00000000000,1555.00000000000,45.01607700000
10306.00000000000,Phnum Dei,81.00000000000,108.00000000000,1958.00000000000,4.13687400000
10401.00000000000,Chnuor Mean Chey,189.00000000000,119.00000000000,1443.00000000000,13.09771300000
10402.00000000000,Chob Veari,601.00000000000,545.00000000000,2825.00000000000,21.27433600000
10403.00000000000,Phnum Lieb,257.00000000000,365.00000000000,3325.00000000000,7.72932300000
10404.00000000000,Prasat,79.00000000000,238.00000000000,1567.00000000000,5.04148100000
10405.00000000000,Preah Netr Preah,470.00000000000,607.00000000000,3028.00000000000,15.52179700000
10406.00000000000,Rohal,311.00000000000,96.00000000000,1973.00000000000,15.76279800000
10407.00000000000,Tean Kam,377.00000000000,31.00000000000,883.00000000000,42.69535700000
10408.00000000000,Tuek Chour,228.00000000000,191.00000000000,2790.00000000000,8.17204300000
10409.00000000000,Bos Sbov,138.00000000000,63.00000000000,2689.00000000000,5.13201900000
10501.00000000000,Changha,855.00000000000,68.00000000000,1517.00000000000,56.36123900000
10502.00000000000,Koub,710.00000000000,171.00000000000,1974.00000000000,35.96757900000
10503.00000000000,Kuttasat,777.00000000000,28.00000000000,1391.00000000000,55.85909400000
10505.00000000000,Samraong,427.00000000000,217.00000000000,1793.00000000000,23.81483500000
10506.00000000000,Souphi,334.00000000000,0.00000000000,1194.00000000000,27.97319900000
10507.00000000000,Soengh,239.00000000000,172.00000000000,1474.00000000000,16.21438300000
10509.00000000000,Ou Bei Choan,292.00000000000,371.00000000000,3114.00000000000,9.37700700000
10602.00000000000,Kampong Svay,3043.00000000000,1035.00000000000,5167.00000000000,58.89297500000
10603.00000000000,Kaoh Pong Satv,200.00000000000,421.00000000000,1025.00000000000,19.51219500000
