Com_Code,Commune,Family,PigFarm,PigRaised,ChickFarm,ChickRaise,DuckFarm,DuckRaised,CowFarm,CowRaised,BuffFarm,BuffRaised,Rpig,Rpoultry,Rcow,Rbuff
210212,Tang Doung,1148,113,344,908,9197,63,2538,746,1924,0,0,3.0442,12.0855,2.5791,0
50609,Prey Kmeng,850,361,756,807,2130,77,336,802,3164,3,4,2.0942,2.7896,3.9451,1.3333
140104,Reaks Chey,2103,663,1742,1426,6313,461,3495,1079,2908,166,372,2.6275,5.1977,2.6951,2.241
50302,Chongruk,2600,181,757,2104,19814,117,897,2028,6339,0,0,4.1823,9.3251,3.1257,0
140705,Peam Ro,1669,186,427,815,2793,71,6233,261,412,6,12,2.2957,10.1874,1.5785,2
81004,Kaoh Khsach Tonlea,1349,309,443,665,3350,186,361,692,899,0,0,1.4337,4.3608,1.2991,0
200404,Angk Prasrae,1571,419,524,625,1746,194,444,368,860,273,566,1.2506,2.674,2.337,2.0733
81016,Tuek Vil,2198,24,350,703,6191,17,75,282,408,0,0,14.5833,8.7028,1.4468,0
200405,Chantrei,2150,1087,2090,1881,12021,577,2288,1235,2796,362,927,1.9227,5.8214,2.264,2.5608
80501,Kampong Phnum,2913,38,287,1186,5339,34,116,141,250,2,4,7.5526,4.4713,1.773,2
90203,Preaek Khsach,361,47,103,158,1195,15,145,2,5,71,175,2.1915,7.7457,2.5,2.4648
180402,Kampong Seila,1471,540,1489,1013,6950,149,685,634,1265,946,2248,2.7574,6.5706,1.9953,2.3763
81014,Ta Lon,2622,82,498,1177,4939,32,3550,409,801,0,0,6.0732,7.0215,1.9584,0
210204,Kandoeng,1783,238,406,1355,16565,22,1932,919,1920,0,0,1.7059,13.4328,2.0892,0
50602,Choam Sangkae,1590,625,794,1175,4005,75,504,1217,4838,37,116,1.2704,3.6072,3.9753,3.1351
90101,Andoung Tuek,1162,275,651,654,3773,81,333,88,207,214,428,2.3673,5.5864,2.3523,2
50110,Svay Chacheb,1803,1135,1640,1631,11052,258,937,1539,4042,139,282,1.4449,6.3467,2.6264,2.0288
210215,Trapeang Sab,3944,628,1492,3124,10905,209,3085,1774,3467,0,0,2.3758,4.1974,1.9543,0
140702,Banlich Prasat,1521,113,440,957,2321,166,5314,656,1339,26,100,3.8938,6.7988,2.0412,3.8462
140108,Spueu Kha,1827,1452,2658,1700,6882,1093,3752,1132,2021,212,422,1.8306,3.8074,1.7853,1.9906
81005,Krang Yov,3958,1141,2068,2162,8586,438,8245,1061,1986,2,6,1.8124,6.4735,1.8718,3
140508,Trapeang Srae,3824,3251,6097,3069,10107,1850,4466,3044,5657,162,359,1.8754,2.9626,1.8584,2.216
50603,Dambouk Rung,1155,210,264,883,2988,93,347,873,3224,2,9,1.2571,3.417,3.693,4.5
140105,Roung Damrei,2318,646,1413,1966,15364,579,2505,1075,2624,323,1100,2.1873,7.0212,2.4409,3.4056
210211,Sour Phi,1496,145,437,1315,5488,52,1594,1029,2341,0,0,3.0138,5.1807,2.275,0
140706,Preaek Khsay Ka,1670,48,154,117,402,34,186,127,279,4,18,3.2083,3.894,2.1969,4.5
50112,Tuol Sala,1606,608,1117,1068,5989,243,1104,1344,3207,10,35,1.8372,5.4104,2.3862,3.5
210202,Champei,1352,224,319,772,2829,106,3922,463,2290,0,0,1.4241,7.6891,4.946,0
140501,Angkor Sar,2787,2290,3269,2750,12970,686,2601,1892,3443,796,1494,1.4275,4.5317,1.8198,1.8769
200305,Kampong Ampil,904,661,1196,833,5837,348,1109,300,826,239,540,1.8094,5.8815,2.7533,2.2594
200310,Thna Thnong,1504,860,1295,1326,7863,360,716,222,540,1198,2720,1.5058,5.0884,2.4324,2.2705
81003,Kaoh Khael,1903,154,674,689,6301,14,239,380,573,0,0,4.3766,9.303,1.5079,0
50310,Snam Krapeu,2643,526,1506,2043,9673,262,5764,2039,5970,0,0,2.8631,6.6972,2.9279,0
210205,Komar Reachea,2100,323,1031,1600,12019,186,828,1516,4209,0,0,3.192,7.1932,2.7764,0
140107,Spueu Ka,2339,1625,2659,1988,31393,866,7999,1714,4735,120,345,1.6363,13.8024,2.7625,2.875
90102,Kandaol,758,224,690,311,1269,26,109,201,500,54,162,3.0804,4.089,2.4876,3
200302,Thmea,868,662,2388,728,3323,383,1475,525,950,504,829,3.6073,4.3186,1.8095,1.6448
210203,Doung,1828,634,857,1526,6809,336,20456,887,1638,0,0,1.3517,14.6429,1.8467,0
81001,Khpob,2704,544,1558,1913,6614,189,1110,1075,2169,0,0,2.864,3.6746,2.0177,0
200304,Chrung Popel,1241,730,1417,1090,7446,681,1447,744,1734,443,984,1.9411,5.0215,2.3306,2.2212
140102,Cheung Phnum,1920,795,1458,1742,7183,169,642,1123,2582,14,44,1.834,4.0947,2.2992,3.1429
200508,Doun Sa,1955,965,1706,1740,7740,684,2998,1187,2959,426,929,1.7679,4.4299,2.4928,2.1808
200516,Svay Yea,2498,1832,3940,2018,13121,577,6260,1803,4607,222,650,2.1507,7.4686,2.5552,2.9279
140103,Chheu Kach,2220,843,1277,1724,19674,741,2689,1331,3715,73,256,1.5148,9.0722,2.7911,3.5068
50114,Svay Rumpear,1752,488,969,1429,6727,78,730,1515,4426,8,19,1.9857,4.9482,2.9215,2.375
140703,Neak Loeang,1662,125,665,984,2091,118,493,579,1574,1,4,5.32,2.3448,2.7185,4
140707,Preaek Khsay Kha,2455,68,254,186,2480,107,626,25,182,0,0,3.7353,10.6007,7.28,0
80506,Preaek Tonloab,2421,140,676,1233,4110,77,392,565,1227,7,25,4.8286,3.4366,2.1717,3.5714
200301,Bos Mon,1187,716,1311,1162,7151,586,5718,523,773,565,1270,1.831,7.3621,1.478,2.2478
210209,Pea Ream,1652,494,792,1353,10001,248,4944,651,1550,0,0,1.6032,9.3348,2.381,0
50303,Moha Ruessei,2021,222,913,1365,30162,59,443,1528,4311,0,0,4.1126,21.4923,2.8213,0
140306,Kou Khchak,3408,2934,12405,3353,86335,1685,11175,2853,4479,2224,3647,4.228,19.3549,1.5699,1.6398
50309,Sdok,1718,166,532,1162,11329,95,911,1324,3966,0,0,3.2048,9.7375,2.9955,0
50115,Preah Khae,1366,746,2047,1093,6793,97,392,1269,3522,5,18,2.744,6.0378,2.7754,3.6
210206,Krang Leav,2617,747,1302,1893,13363,293,3079,1789,4390,0,0,1.743,7.5215,2.4539,0
140905,Kampong Soeng,2815,774,1895,2204,9790,352,2415,2011,4218,48,166,2.4483,4.775,2.0975,3.4583
200306,Meun Chey,1592,1178,1891,1469,6471,721,2026,777,1670,583,1495,1.6053,3.8799,2.1493,2.5643
210201,Chambak,2684,643,1131,2283,8783,231,6556,1625,3418,0,0,1.7589,6.1014,2.1034,0
81007,Preaek Ambel,4995,1176,4152,2016,12184,124,781,1238,2761,1,5,3.5306,6.0584,2.2302,5
50102,Kat Phluk,1795,907,1313,1482,5667,82,430,1546,4190,62,223,1.4476,3.8983,2.7102,3.5968
140106,Sdau Kaong,2576,1614,6085,2158,29723,1189,23785,1606,3853,248,718,3.7701,15.9869,2.3991,2.8952
210214,Trapeang Krasang,1998,863,1558,1505,6748,272,1502,1327,2767,0,0,1.8053,4.6427,2.0852,0
80408,Pouthi Ban,2579,280,880,1286,5485,32,445,928,1724,0,0,3.1429,4.4992,1.8578,0
80407,Leuk Daek,3205,453,1959,919,4844,18,1201,340,553,0,0,4.3245,6.4514,1.6265,0
200513,Svay Angk,1538,1040,1471,1058,5501,440,1304,983,2417,125,337,1.4144,4.5427,2.4588,2.696
210604,Char,2095,1359,1919,1497,22384,249,15130,1483,2568,0,0,1.4121,21.4857,1.7316,0
50307,Prey Vihear,2221,356,768,1212,22236,69,1885,1531,4844,0,0,2.1573,18.8298,3.1639,0
200501,Angk Ta Sou,1635,1053,1891,1488,6734,415,1561,1208,2771,197,556,1.7958,4.3589,2.2939,2.8223
200308,Sangkae,1236,768,1144,1077,4545,427,868,930,2060,229,524,1.4896,3.5991,2.2151,2.2882
140305,Kansoam Ak,2412,2125,5967,2350,25164,828,8418,1985,3052,1591,3039,2.808,10.567,1.5375,1.9101
200309,Svay Chek,1412,926,1420,1149,3612,382,1270,941,1972,313,800,1.5335,3.1888,2.0956,2.5559
210213,Tnaot,1589,188,931,667,2673,123,1012,746,1744,0,0,4.9521,4.6646,2.3378,0
50113,Kak,1311,275,375,708,3487,90,392,970,2773,3,6,1.3636,4.8609,2.8588,2
140607,Preaek Krabau,1036,115,286,614,3856,26,260,724,2173,0,0,2.487,6.4313,3.0014,0
140910,Rumchek,3381,1907,4372,2489,15346,905,3743,1959,4838,189,653,2.2926,5.6243,2.4696,3.455
210707,Rovieng,3808,1949,4812,3168,58957,766,9137,2656,6071,0,0,2.469,17.3091,2.2858,0
140601,Angkor Angk,1147,503,939,1003,5056,49,3950,550,1255,35,45,1.8668,8.5608,2.2818,1.2857
200517,Thlok,1421,656,1344,1024,5444,224,949,788,1805,208,450,2.0488,5.1226,2.2906,2.1635
200307,Pong Tuek,1683,1434,2919,1572,10970,897,2935,854,2089,761,2035,2.0356,5.6318,2.4461,2.6741
200702,Kokir Saom,1816,160,2136,145,5079,153,1851,62,821,63,2669,13.35,23.255,13.2419,42.3651
50104,Pheakdei,1285,725,1162,1150,5174,189,769,1116,4119,7,31,1.6028,4.4384,3.6909,4.4286
80505,Preaek Dach,1571,83,286,1387,6407,100,417,633,2089,1,3,3.4458,4.5891,3.3002,3
140907,Lvea,1724,490,731,1211,5912,152,3012,1138,2269,22,61,1.4918,6.5473,1.9938,2.7727
210607,Kdanh,1484,236,614,1036,4474,127,5969,553,930,0,0,2.6017,8.9794,1.6817,0
210613,Tang Yab,1916,246,850,1649,9313,325,2572,897,1653,0,0,3.4553,6.0208,1.8428,0
50105,Pheari Mean Chey,1762,150,350,1179,4396,100,513,1341,3175,0,0,2.3333,3.8382,2.3676,0
210612,Snao,1454,492,937,1029,7882,22,1301,980,1950,0,0,1.9045,8.7374,1.9898,0
210705,Khvav,3456,1359,2915,2230,13650,545,2488,2256,4482,0,0,2.145,5.8155,1.9867,0
210704,Chumreah Pen,3047,1837,4299,2909,20127,644,4055,2453,5956,0,0,2.3402,6.8061,2.428,0
140311,Prey Chhor,1687,1210,1681,1588,5338,530,2680,1206,3212,79,204,1.3893,3.7856,2.6633,2.5823
80405,Kaoh Thum Kha,1588,115,439,899,4020,3,15,317,712,0,0,3.8174,4.4734,2.2461,0
200510,Kraol Kou,2907,806,4206,1723,6002,522,2172,1642,3920,197,613,5.2184,3.641,2.3873,3.1117
200303,Kampong Chak,1282,1066,1930,1146,5911,472,1492,581,1465,526,1302,1.8105,4.5754,2.5215,2.4753
50109,Pou Mreal,2269,874,1561,2162,8724,354,1448,2021,5729,43,54,1.786,4.0429,2.8347,1.2558
50111,Tuol Ampil,2284,936,1767,1883,13416,289,2942,1853,3734,0,0,1.8878,7.5313,2.0151,0
90202,Phnhi Meas,249,9,23,43,167,4,75,0,0,22,58,2.5556,5.1489,0,2.6364
140906,Krang Svay,1936,625,1127,1602,7093,616,2753,1461,3523,38,88,1.8032,4.4391,2.4114,2.3158
200706,Prey Ta Ei,877,343,1487,185,4892,132,1063,68,319,83,1779,4.3353,18.7855,4.6912,21.4337
80404,Kaoh Thum Ka,1324,105,829,833,2944,13,80,306,589,0,0,7.8952,3.5745,1.9248,0
210710,Sla,1918,311,920,1256,8739,313,8160,1112,2147,0,0,2.9582,10.7706,1.9308,0
140610,Svay Phluoh,1414,266,678,1190,7574,57,325,729,2948,2,12,2.5489,6.3344,4.0439,6
200509,Kouk Pring,2291,1973,5282,2151,28406,462,2284,1727,5263,226,484,2.6771,11.7451,3.0475,2.1416
50101,Basedth,2681,886,1557,2169,12672,195,1138,2358,8680,2,4,1.7573,5.8418,3.6811,2
80403,Kampong Kong,2602,274,1695,1912,7339,78,4530,1097,1678,0,0,6.1861,5.9643,1.5296,0
140307,Kampong Trabaek,1976,786,1277,1465,4496,317,1599,978,2060,72,176,1.6247,3.4203,2.1063,2.4444
200711,Svay Rumpear,1122,80,1031,100,4695,85,2650,24,790,24,1487,12.8875,39.7027,32.9167,61.9583
90602,Chi Kha Kraom,646,396,618,494,4017,40,220,121,334,93,198,1.5606,7.9345,2.7603,2.129
140309,Prasat,2588,1661,2516,2135,7076,910,4550,1756,4197,120,284,1.5148,3.8181,2.3901,2.3667
50103,Nitean,1839,869,1210,1504,4528,208,1442,1591,4068,0,0,1.3924,3.4871,2.5569,0
210610,Prey Lvea,1639,617,823,1275,5860,298,18185,665,1040,1,3,1.3339,15.2861,1.5639,3
200512,Pouthi Reach,1765,792,1851,1339,8295,367,1253,1079,2920,188,448,2.3371,5.5967,2.7062,2.383
70309,Trapeang Phleang,2607,906,1343,1025,5997,411,2765,782,1768,36,84,1.4823,6.1017,2.2609,2.3333
210611,Prey Phdau,2136,215,470,1367,7834,133,17851,1047,2019,0,0,2.186,17.1233,1.9284,0
210606,Kampong Reab,1737,732,1840,1297,7152,286,2054,871,2344,6,16,2.5137,5.8155,2.6912,2.6667
80411,Preaek Thmei,4259,138,988,1676,4616,86,1693,1141,2317,1,7,7.1594,3.5806,2.0307,7
50106,Phong,1887,878,1297,1623,7425,148,798,1531,3416,2,4,1.4772,4.6431,2.2312,2
140909,Reathor,1572,883,1982,1218,3088,326,571,1067,1816,58,115,2.2446,2.3698,1.702,1.9828
210603,Champa,1745,298,921,1080,6587,312,5787,781,1727,0,0,3.0906,8.8894,2.2113,0
210708,Samraong,1553,770,1478,1221,6276,352,1709,950,2170,0,0,1.9195,5.0763,2.2842,0
200708,Romeang Thkaol,1486,181,916,116,12454,122,2343,9,1740,9,1054,5.0608,62.1723,193.3333,117.1111
200607,Sangkhoar,1644,502,1445,1260,8511,578,1251,953,1774,689,1196,2.8785,5.3112,1.8615,1.7358
80504,Peam Reang,1592,439,1230,1176,2617,36,713,816,1560,2,7,2.8018,2.7475,1.9118,3.5
210703,Cheung Kuon,1882,766,1263,1455,5381,104,4633,1477,2828,0,0,1.6488,6.4233,1.9147,0
70404,Srae Chaeng,2186,1329,2874,1999,9717,816,3236,1776,6418,18,48,2.1625,4.6014,3.6137,2.6667
140904,Chey Kampok,2325,1458,2355,1797,7368,445,1900,1603,3427,162,387,1.6152,4.1338,2.1379,2.3889
210602,Ban Kam,1629,109,460,927,3220,307,14310,786,1457,4,12,4.2202,14.2058,1.8537,3
50107,Pou Angkrang,3330,1463,5509,3081,12413,785,3067,2712,7097,6,15,3.7656,4.0041,2.6169,2.5
200514,Svay Chrum,1189,615,1210,1014,2884,249,952,611,1239,102,287,1.9675,3.0372,2.0278,2.8137
210701,Boeng Tranh Khang Cheung,2469,1868,2803,2303,14047,626,3271,1940,4119,0,0,1.5005,5.9126,2.1232,0
140310,Pratheat,2349,1631,1980,1982,6133,724,3247,1823,4244,130,317,1.214,3.4664,2.328,2.4385
90601,Boeng Preav,1253,314,1755,420,2094,77,432,322,975,220,620,5.5892,5.0825,3.028,2.8182
140301,Ansaong,1658,1081,10196,1532,33408,725,5090,1425,2407,1002,3158,9.432,17.0572,1.6891,3.1517
70302,Takaen,2592,935,1357,2327,10922,314,1501,1577,3690,450,1110,1.4513,4.7039,2.3399,2.4667
200605,Chek,2118,770,2319,1727,8416,384,1542,1126,2180,149,467,3.0117,4.7172,1.9361,3.1342
200507,Chheu Teal,2652,859,2069,1644,9463,526,2182,1378,3359,305,702,2.4086,5.3664,2.4376,2.3016
210906,Ou Saray,3135,1530,2720,2919,27336,1165,8641,2509,6718,29,361,1.7778,8.8093,2.6776,12.4483
200505,Ta Suos,2644,1188,2812,209,8371,92,3959,1540,3663,314,716,2.367,40.9635,2.3786,2.2803
200709,Sambuor,1947,76,1627,120,3415,63,2189,53,1122,92,1540,21.4079,30.623,21.1698,16.7391
90606,Srae Ambel,2537,397,1143,1680,8341,154,2525,237,626,267,687,2.8791,5.9248,2.6414,2.573
210709,Soengh,2350,606,1215,1741,11859,294,10026,1743,3694,5,18,2.005,10.7543,2.1193,3.6
210608,Pou Rumchak,1855,812,2322,1394,12353,367,2707,1163,3205,3,7,2.8596,8.552,2.7558,2.3333
210605,Kampeaeng,1863,415,745,1551,4473,79,2495,1312,1862,0,0,1.7952,4.2748,1.4192,0
200704,Monourom,311,83,544,30,2732,59,506,4,139,4,380,6.5542,36.382,34.75,95
50108,Pou Chamraeun,1697,581,1198,1568,7947,286,1688,1569,4255,12,34,2.062,5.1969,2.7119,2.8333
210702,Boeng Tranh Khang Tboung,2915,1316,2414,2273,15510,849,5050,2265,4920,2,5,1.8343,6.5855,2.1722,2.5
90103,Ta Noun,412,11,22,284,1510,22,112,1,5,6,24,2,5.3007,5,4
140901,Angkor Reach,2699,1416,2295,2278,11066,501,5996,1605,3369,131,376,1.6208,6.1396,2.0991,2.8702
180401,Chamkar Luong,452,62,360,299,3503,29,155,67,250,71,260,5.8065,11.1524,3.7313,3.662
200705,Popeaet,1154,95,770,95,3286,55,1344,43,335,43,1832,8.1053,30.8667,7.7907,42.6047
140911,Sena Reach Otdam,2795,1565,2706,2338,14281,831,20824,1831,3840,104,313,1.7291,11.0776,2.0972,3.0096
80402,Chrouy Ta Kaev,1860,313,1228,1028,4659,51,2356,739,1417,1,3,3.9233,6.5014,1.9175,3
140313,Thkov,1522,1110,1748,1511,4882,347,1251,1134,2192,130,373,1.5748,3.3009,1.933,2.8692
140308,Peam Montear,2442,1362,5953,2442,26846,822,14799,862,1999,253,845,4.3708,12.7589,2.319,3.3399
200602,Prey Chhlak,720,36,234,266,1074,172,636,58,158,15,45,6.5,3.9041,2.7241,3
140903,Boeng Daol,2741,1438,2311,2315,7341,777,10261,1416,3322,275,636,1.6071,5.6928,2.346,2.3127
210609,Prey Kabbas,1518,807,1732,1237,9208,191,10080,732,1898,0,0,2.1462,13.507,2.5929,0
80410,Preaek Sdei,4068,1046,5580,2572,17329,341,1314,1631,3364,1,8,5.3346,6.3999,2.0625,8
210711,Trea,2089,1650,2985,1850,14810,70,21591,1626,3811,12,46,1.8091,18.9589,2.3438,3.8333
200802,Bavet,2939,38,297,205,3377,142,1126,38,304,65,629,7.8158,12.9769,8,9.6769
200803,Chrak Mtes,2260,204,1094,351,9037,175,1307,119,644,163,1878,5.3627,19.6654,5.4118,11.5215
210914,Trapeang Thum Khang Cheung,1822,870,1272,1758,13661,564,19406,1485,3128,0,0,1.4621,14.2407,2.1064,0
140602,Kampong Prasat,1130,408,2445,509,4237,202,4891,236,981,106,203,5.9926,12.8383,4.1568,1.9151
210104,Ponley,1495,925,2149,962,3969,9,8450,899,2694,0,0,2.3232,12.7899,2.9967,0
140603,Kaoh Chek,1362,990,3552,1259,18600,675,5541,1102,3953,2,15,3.5879,12.4824,3.5871,7.5
90104,Thma Sa,1833,316,650,610,2536,27,244,36,430,103,358,2.057,4.3642,11.9444,3.4757
210902,Cheang Tong,2517,858,2470,2321,17721,1328,7734,1965,5742,0,0,2.8788,6.9759,2.9221,0
200604,Pou Ta Hao,432,39,158,61,595,20,202,25,51,4,11,4.0513,9.8395,2.04,2.75
200601,Svay Rieng,2790,145,802,630,2000,89,284,58,201,3,9,5.531,3.1766,3.4655,3
80503,Khpob Ateav,1174,242,1110,993,5822,114,688,699,1264,38,141,4.5868,5.8808,1.8083,3.7105
200703,Kandieng Reay,2123,205,1470,195,6045,124,1119,63,935,165,2131,7.1707,22.4577,14.8413,12.9152
210601,Angkanh,1420,647,1531,945,4742,85,10329,879,1916,1,2,2.3663,14.632,2.1797,2
200504,Kampong Chamlang,2710,1291,2337,2311,7007,437,1242,1532,3655,620,1080,1.8102,3.0018,2.3858,1.7419
210909,Popel,1855,933,1348,1757,11936,535,3745,1530,3249,1,4,1.4448,6.8416,2.1235,4
210908,Otdam Soriya,2230,598,914,1834,10455,478,1815,1593,3181,0,0,1.5284,5.3071,1.9969,0
80409,Preaek Chrey,2173,274,323,1616,6476,89,364,90,186,16,48,1.1788,4.0117,2.0667,3
200515,Svay Thum,3066,1602,2786,2218,6803,598,3977,2235,6165,314,941,1.7391,3.8281,2.7584,2.9968
200503,Chambak,2318,860,1838,1640,7106,400,2464,1040,2329,126,336,2.1372,4.6912,2.2394,2.6667
140304,Chrey,1679,1389,4204,1409,4416,279,1432,1346,3539,73,182,3.0266,3.4645,2.6293,2.4932
200606,Svay Toea,1240,423,640,957,5038,288,925,454,1502,305,894,1.513,4.7896,3.3084,2.9311
140606,Krang Ta Yang,2025,1042,2021,1726,9891,414,9966,1231,2741,110,411,1.9395,9.279,2.2266,3.7364
210706,Lumchang,1496,567,1703,1234,8988,132,2960,1284,3398,23,104,3.0035,8.7467,2.6464,4.5217
200603,Koy Trabaek,655,99,213,177,1974,137,1197,75,145,31,78,2.1515,10.0987,1.9333,2.5161
210102,Ba Srae,2133,885,1711,1675,7696,288,8517,1197,2555,0,0,1.9333,8.2593,2.1345,0
140312,Prey Poun,1784,1526,2285,1697,5363,833,4199,1469,3412,168,421,1.4974,3.7794,2.3227,2.506
210106,Prey Phkoam,2121,769,1955,1288,8931,49,16180,792,1313,89,121,2.5423,18.7816,1.6578,1.3596
90604,Chrouy Svay,1033,544,792,728,2602,40,213,107,316,251,619,1.4559,3.6654,2.9533,2.4661
140303,Cheang Daek,2427,1374,3699,2173,7095,752,6997,1367,3664,324,1061,2.6921,4.8178,2.6803,3.2747
200511,Kruos,2938,1493,2326,2075,9482,525,1912,1874,5533,304,977,1.5579,4.3823,2.9525,3.2138
80401,Chheu Kmau,2199,70,563,452,2609,32,9955,775,2342,29,162,8.0429,25.9587,3.0219,5.5862
90201,Kaoh Sdach,1023,16,117,426,5021,11,75,12,103,16,71,7.3125,11.6613,8.5833,4.4375
200502,Basak,2060,768,1507,661,1576,45,156,892,2089,770,1291,1.9622,2.4533,2.3419,1.6766
200801,Bati,1248,19,231,19,1110,19,710,19,150,19,115,12.1579,47.8947,7.8947,6.0526
210904,Leay Bour,4703,2105,3272,3701,40566,821,14817,3614,8523,0,0,1.5544,12.2475,2.3583,0
140902,Banteay Chakrei,3488,2231,7069,3267,32594,1207,82982,2325,5904,200,607,3.1685,25.8328,2.5394,3.035
200204,Preah Ponlea,1226,265,586,1087,9358,180,1175,712,1969,639,1535,2.2113,8.3133,2.7654,2.4022
200707,Prasoutr,1893,869,1575,1183,4243,579,2345,610,1212,800,1664,1.8124,3.7389,1.9869,2.08
200108,Prey Kokir,1219,463,939,574,1802,318,740,258,385,639,1194,2.0281,2.8498,1.4922,1.8685
70405,Srae Knong,1321,523,873,1307,5907,554,2310,1208,3796,49,98,1.6692,4.4154,3.1424,2
200805,Prey Angkunh,1531,154,893,250,4206,128,753,68,381,122,811,5.7987,13.119,5.6029,6.6475
200209,Svay Ta Yean,2167,636,1223,1870,5597,728,1590,659,1460,1088,2694,1.923,2.7664,2.2155,2.4761
210915,Trapeang Thum Khang Tboung,2198,697,1245,2114,15504,742,3855,1873,4234,12,25,1.7862,6.7784,2.2605,2.0833
210801,Baray,2468,1655,2733,2021,8158,297,6475,930,2598,30,86,1.6514,6.3128,2.7935,2.8667
80412,Sampov Pun,4206,339,1110,2403,12962,61,10121,896,2122,175,2496,3.2743,9.3681,2.3683,14.2629
210101,Angkor Borei,2769,611,1747,1282,5666,420,1450,1186,1955,0,0,2.8592,4.181,1.6484,0
210912,Ta Phem,3044,1591,2274,2645,18044,1428,8853,2397,5674,2,5,1.4293,6.6037,2.3671,2.5
210802,Roka Knong,2711,426,721,1005,4632,102,705,590,1258,10,41,1.6925,4.8211,2.1322,4.1
200804,Prasat,584,13,115,2,20,0,0,14,36,43,935,8.8462,10,2.5714,21.7442
80507,Sandar,978,108,749,821,2664,43,3428,524,960,144,322,6.9352,7.0509,1.8321,2.2361
140608,Preaek Sambuor,913,301,950,544,1614,74,719,357,1421,105,273,3.1561,3.7751,3.9804,2.6
140908,Preah Sdach,2832,2257,4562,2166,18266,729,13357,2055,5685,64,181,2.0213,10.9233,2.7664,2.8281
140302,Cham,2903,1458,4004,2314,8613,770,3327,1601,3699,492,1397,2.7462,3.8716,2.3104,2.8394
210901,Angk Ta Saom,3282,1242,1992,2486,22428,960,13197,2116,4387,0,0,1.6039,10.3381,2.0733,0
140609,Ruessei Srok,2164,1064,1720,1455,4398,125,9166,725,1634,44,131,1.6165,8.5848,2.2538,2.9773
200105,Me Sar Thngak,1368,551,914,1060,11165,335,1016,260,612,979,1697,1.6588,8.7319,2.3538,1.7334
210910,Samraong,1596,740,1113,1441,8678,440,2764,1320,3124,0,0,1.5041,6.0829,2.3667,0
70403,Snay Anhchit,1267,1028,2068,1252,8510,468,3305,1138,2872,111,244,2.0117,6.8692,2.5237,2.1982
200207,Samlei,1697,806,1477,1491,14046,433,1217,479,1025,1252,3187,1.8325,7.933,2.1399,2.5455
200208,Samyaong,664,302,901,651,3476,125,754,314,794,221,623,2.9834,5.451,2.5287,2.819
210105,Preaek Phtoul,1570,523,816,1174,5620,48,10084,207,561,1,2,1.5602,12.8511,2.7101,2
200205,Prey Thum,943,130,437,367,2433,163,1062,385,946,462,912,3.3615,6.5943,2.4571,1.974
211009,Sambuor,2424,773,1201,1785,5303,234,10889,1252,2782,247,709,1.5537,8.0198,2.222,2.8704
211012,Srangae,1924,617,1392,1083,5972,41,13149,1051,2327,38,67,2.2561,17.0116,2.2141,1.7632
210803,Roka Krau,3235,1002,3058,1653,12182,187,9512,1745,4230,6,28,3.0519,11.7902,2.4241,4.6667
210911,Srae Ronoung,1753,734,1259,1417,8103,402,33005,1352,3122,77,154,1.7153,22.5992,2.3092,2
180404,Stueng Chhay,576,130,320,302,4840,3,30,31,266,100,264,2.4615,15.9672,8.5806,2.64
200202,Nhor,1686,369,1197,973,5929,257,2599,427,982,666,1446,3.2439,6.9333,2.2998,2.1712
200203,Khsaetr,2603,1806,4064,2463,18065,821,3679,353,1194,2122,5816,2.2503,6.6212,3.3824,2.7408
210903,Kus,3372,1817,2781,3052,15400,1188,8074,2714,6830,1,2,1.5305,5.5363,2.5166,2
140604,Kaoh Roka,1400,205,363,1062,5065,247,764,630,974,37,76,1.7707,4.453,1.546,2.0541
140605,Kaoh Sampov,1860,843,1246,1337,2129,522,32496,721,1592,40,93,1.4781,18.6256,2.208,2.325
80502,K'am Samnar,1119,64,294,866,3764,48,734,73,119,194,536,4.5938,4.9212,1.6301,2.7629
210103,Kouk Thlok,629,236,395,295,1014,46,115,112,283,13,35,1.6737,3.3109,2.5268,2.6923
200104,Chres,1646,1055,1737,1415,3218,738,1268,485,795,1456,4111,1.6464,2.0836,1.6392,2.8235
70406,Srae Samraong,1053,898,1425,1022,5031,285,6991,993,2265,5,9,1.5869,9.1982,2.281,1.8
200201,Banteay Krang,703,74,436,686,8508,97,1225,410,865,112,557,5.8919,12.4304,2.1098,4.9732
200206,Reach Montir,898,350,944,521,921,403,591,422,786,512,1044,2.6971,1.6364,1.8626,2.0391
200109,Samraong,828,312,485,705,1935,124,371,24,75,591,1479,1.5545,2.7817,3.125,2.5025
211008,Roneam,1974,652,735,1331,9707,47,16505,1091,2278,2,5,1.1273,19.0218,2.088,2.5
180209,Sameakki,953,560,1151,795,8564,54,184,200,512,227,576,2.0554,10.3039,2.56,2.5374
210905,Nhaeng Nhang,1452,547,1023,1240,10628,586,9001,1258,2928,7,18,1.8702,10.7497,2.3275,2.5714
70407,Trapeang Reang,1545,784,1259,1411,6070,890,2483,1258,2877,475,862,1.6059,3.7171,2.287,1.8147
180204,Cheung Kou,2301,343,443,1548,5151,118,279,433,1123,432,839,1.2915,3.2593,2.5935,1.9421
211013,Thlok,2430,1025,2156,1798,9249,67,12920,1701,3823,40,137,2.1034,11.8869,2.2475,3.425
210913,Tram Kak,2838,997,1936,2407,18612,449,6001,2255,5291,20,43,1.9418,8.618,2.3463,2.15
