Com_Code,Commune,Family,PigFarm,PigRaised,ChickFarm,ChickRaise,DuckFarm,DuckRaised,CowFarm,CowRaised,BuffFarm,BuffRaised,Rpig,Rpoultry,Rcow,Rbuff
90401,Smach Mean Chey,2013,49,262,692,2462,99,1147,36,261,2,26,5.3469,4.5626,7.25,13
120912,Ponsang,2051,98,551,1031,7014,94,660,1098,3325,0,0,5.6224,6.8213,3.0282,0
80305,Kaoh Oknha Tei,1318,64,262,430,954,24,109,149,225,0,0,4.0938,2.3414,1.5101,0
140208,Trabaek,1564,770,1332,1374,11032,202,8804,591,1004,298,566,1.7299,12.5863,1.6988,1.8993
141308,Prey Khla,2409,683,1689,1918,16998,120,93288,628,1108,426,681,2.4729,54.1148,1.7643,1.5986
120803,Khmuonh,3827,39,428,1050,6821,112,4336,56,341,2,16,10.9744,9.6015,6.0893,8
90303,Ta Tai Kraom,233,3,7,50,451,9,29,4,18,23,109,2.3333,8.1356,4.5,4.7391
80816,Tuol Prech,1434,109,627,1028,8881,120,1172,1000,3400,0,0,5.7523,8.757,3.4,0
80308,Preaek Luong,1288,189,505,801,1266,59,331,317,692,14,51,2.672,1.857,2.183,3.6429
140203,Kranhung,2880,893,1483,2374,13630,329,1771,638,1532,1165,2297,1.6607,5.6977,2.4013,1.9717
140808,Prey Sniet,1615,1039,2389,1562,7171,32,26800,1309,3790,38,177,2.2993,21.3118,2.8953,4.6579
80602,Barong,848,18,101,387,1374,100,260,14,26,39,134,5.6111,3.3552,1.8571,3.4359
90304,Trapeang Rung,544,11,34,251,2722,76,216,104,329,24,77,3.0909,8.9847,3.1635,3.2083
50401,Haong Samnam,920,477,658,836,5376,40,261,824,4849,0,0,1.3795,6.4349,5.8847,0
120711,Chrang Chamreh Ti Muoy,1814,10,47,294,1496,45,4374,23,76,0,0,4.7,17.3156,3.3043,0
50402,Reaksmei Sameakki,963,191,444,398,3072,62,461,544,1579,0,0,2.3246,7.6804,2.9026,0
50508,Prey Krasang,1663,557,988,1203,6265,148,857,1472,5080,0,0,1.7738,5.2717,3.4511,0
120712,Chrang Chamreh Ti Pir,2493,0,0,1,2500,3,1250,0,0,0,0,0,937.5,0,0
90706,Thma Doun Pov,125,14,35,111,620,8,38,0,0,35,75,2.5,5.5294,0,2.1429
50806,Toap Mean,635,282,380,521,3777,41,374,602,2651,0,0,1.3475,7.3861,4.4037,0
140803,Kampong Prang,1419,204,677,1242,11890,66,2485,985,2144,69,157,3.3186,10.9901,2.1766,2.2754
120704,Kilomaetr Lekh Prammuoy,3330,7,139,6,185,3,1800,6,189,0,0,19.8571,220.5556,31.5,0
50505,Krang Chek,2800,662,2139,2446,14381,155,1475,2421,6411,0,0,3.2311,6.0961,2.6481,0
50514,Peang Lvea,1612,157,498,1119,4653,45,489,1024,3228,0,0,3.172,4.4175,3.1523,0
80309,Preaek Ta kov,1530,11,84,456,1093,17,77,89,156,15,36,7.6364,2.4736,1.7528,2.4
50515,Phnum Touch,2102,70,345,1127,13628,18,120,1527,4049,0,0,4.9286,12.007,2.6516,0
90605,Dang Peaeng,1596,692,1341,965,2804,184,2208,111,337,326,610,1.9379,4.3621,3.036,1.8712
120907,Krang Thnong,1043,5,57,177,7250,18,47180,216,779,0,0,11.4,279.1282,3.6065,0
80301,Bak Dav,919,185,500,542,3634,44,153,190,415,113,240,2.7027,6.4625,2.1842,2.1239
141302,Chea Khlang,2246,649,955,1903,5694,68,2167,458,840,439,726,1.4715,3.9883,1.8341,1.6538
120706,Ruessei Kaev,5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90402,Dang Tong,2432,25,84,702,1357,12,46,3,26,2,68,3.36,1.965,8.6667,34
141106,Kampong Ruessei,2242,1367,1965,2045,8147,62,1740,400,1022,124,271,1.4375,4.6925,2.555,2.1855
90403,Stueng Veaeng,549,11,92,271,1395,22,231,10,56,32,172,8.3636,5.5495,5.6,5.375
141310,Svay Antor,2389,982,3256,2055,9065,524,17337,414,689,220,483,3.3157,10.2373,1.6643,2.1955
140202,Doun Koeng,1981,818,1249,1482,5557,74,12148,1032,1488,593,1006,1.5269,11.3785,1.4419,1.6965
120710,Chrouy Changvar,3433,1,20,0,0,1,500,0,0,0,0,20,500,0,0
120913,Snaor,983,50,389,727,13929,30,297,542,1769,0,0,7.78,18.7926,3.2638,0
120501,Dangkao,3716,37,307,730,7972,214,2198,56,241,0,0,8.2973,10.7733,4.3036,0
50714,Tumpoar Meas,1419,578,718,1264,5001,113,1013,1260,5712,0,0,1.2422,4.3675,4.5333,0
80315,Svay Chrum,965,7,52,4,4500,0,0,44,223,3,10,7.4286,1125,5.0682,3.3333
120801,Phnom Penh Thmei,6135,20,127,915,4539,54,8633,40,177,0,0,6.35,13.5934,4.425,0
141307,Popueus,1369,169,1006,825,1759,88,15000,322,634,321,489,5.9527,18.356,1.9689,1.5234
141104,Prey Kanlaong,1316,183,642,1207,35880,96,100000,442,756,157,405,3.5082,104.2824,1.7104,2.5796
140206,Smaong Khang Cheung,3952,724,1630,3311,16020,382,6713,1780,2788,1254,2216,2.2514,6.1557,1.5663,1.7671
90503,Tuol Kokir,265,0,0,193,2104,19,186,8,23,29,115,0,10.8019,2.875,3.9655
50503,Chumpu Proeks,624,291,916,600,10302,93,309,602,2756,1,4,3.1478,15.3117,4.5781,4
200416,Tras,1432,720,1453,1235,5615,148,779,412,1012,881,1943,2.0181,4.6233,2.4563,2.2054
200403,Andoung Trabaek,1614,357,960,722,4722,132,515,93,334,652,1401,2.6891,6.1323,3.5914,2.1488
120702,Tuol Sangkae,11755,3,35,2,185,2,893,1,5,0,0,11.6667,269.5,5,0
80613,Sarikakaev,1860,13,57,45,156,0,0,69,140,3,8,4.3846,3.4667,2.029,2.6667
80609,Preaek Kmeng,657,24,71,423,1030,7,330,32,161,19,51,2.9583,3.1628,5.0313,2.6842
80814,Samraong Leu,1850,131,648,1158,27689,76,550,1322,3786,0,0,4.9466,22.8841,2.8638,0
141303,Chrey,3125,1456,2392,2625,8708,173,13362,909,1722,741,1337,1.6429,7.8878,1.8944,1.8043
120911,Ovlaok,800,50,812,364,18132,21,247,564,1912,0,0,16.24,47.7377,3.3901,0
141101,Pou Rieng,1618,1251,2190,1600,6090,22,13970,1517,4752,102,303,1.7506,12.3674,3.1325,2.9706
120407,Boeng Kak Ti Muoy,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120210,Srah Chak,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120408,Boeng Kak Ti Pir,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50703,Khtum Krang,1639,217,375,1258,4988,374,1096,1258,3947,0,0,1.7281,3.7279,3.1375,0
141107,Preaek Ta Sar,1506,85,501,1450,14147,19,1093,625,1153,0,0,5.8941,10.3744,1.8448,0
80601,Akreiy Ksatr,2348,17,127,771,3800,9,176,45,104,6,14,7.4706,5.0974,2.3111,2.3333
80607,Peam Oknha Ong,1899,21,271,853,3450,13,995,55,187,0,0,12.9048,5.1328,3.4,0
90502,Peam Krasaob,292,1,8,44,181,3,90,1,4,0,0,8,5.766,4,0
141301,Angkor Tret,2143,335,792,1635,9240,314,1296,712,1722,253,548,2.3642,5.4058,2.4185,2.166
120211,Voat Phnum,1034,0,0,1,13,0,0,0,0,0,0,0,13,0,0
120205,Phsar Kandal Ti Muoy,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120209,Phsar Chas,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120401,Phsar Depou Ti Muoy,1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120201,Phsar Thmei Ti Muoy,956,0,0,1,30,0,0,0,0,0,0,0,30,0,0
120404,Tuek L'ak Ti Muoy,2266,0,0,1,2,0,0,0,0,0,0,0,2,0,0
120202,Phsar Thmei Ti Pir,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120305,Monourom,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120306,Mittakpheap,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50705,Pneay,2424,157,1004,2044,10837,104,731,2081,5620,0,0,6.3949,5.3855,2.7006,0
120206,Phsar Kandal Ti Pir,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120203,Phsar Thmei Ti Bei,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141305,Me Bon,1596,115,467,1467,11270,53,12337,407,939,298,554,4.0609,15.5309,2.3071,1.8591
90603,Chi kha Leu,829,340,625,633,1793,60,175,271,515,161,375,1.8382,2.8398,1.9004,2.3292
120307,Veal Vong,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120402,Phsar Depou Ti Pir,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120304,Ou Ruessei Ti Buon,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120208,Chey Chummeah,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120204,Boeng Reang,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80605,Kaoh Reah,736,5,23,104,309,0,0,128,236,0,0,4.6,2.9712,1.8438,0
120303,Ou Ruessei Ti Bei,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120405,Tuek L'ak Ti Pir,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120301,Ou Ruessei Ti Muoy,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120403,Phsar Depou Ti Bei,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120302,Ou Ruessei Ti Pir,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120406,Tuek L'ak Ti Bei,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120308,Boeng Prolit,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120207,Chakto Mukh,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80610,Preaek Rey,972,121,405,538,1715,5,57,353,570,2,4,3.3471,3.2634,1.6147,2
120409,Phsar Daeum Kor,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50708,Sambour,1804,76,524,1064,34396,33,563,1160,4312,0,0,6.8947,31.8678,3.7172,0
200410,Krasang,1251,400,1215,1054,3182,208,724,413,1089,678,1618,3.0375,3.0951,2.6368,2.3864
120410,Boeng Salang,4295,0,0,1,20,0,0,0,0,0,0,0,20,0,0
120107,Tuol Svay Prey Ti Pir,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120101,Tonle Basak,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120608,Nirouth,3522,8,37,410,1088,6,105,4,24,0,0,4.625,2.8678,6,0
120102,Boeng Keng Kang Ti Muoy,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50707,Samraong Tong,1406,65,384,1280,5057,103,591,997,2635,0,0,5.9077,4.0839,2.6429,0
120105,Oulampik,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120103,Boeng Keng Kang Ti Pir,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120106,Tuol Svay Prey Ti Muoy,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120612,Veal Sbov,1296,6,30,119,682,15,122,14,62,0,0,5,6,4.4286,0
120108,Tumnob Tuek,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120104,Boeng Keng Kang Ti Bei,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80803,Chhak Chheu Neang,818,19,90,419,2220,45,664,300,896,0,0,4.7368,6.2155,2.9867,0
141105,Ta Kao,1500,55,403,921,5010,32,14650,137,281,212,420,7.3273,20.6296,2.0511,1.9811
120610,Preaek Aeng,3123,40,800,793,10806,39,625,57,288,0,0,20,13.7392,5.0526,0
80804,Damnak Ampil,1196,186,1179,390,2320,41,1775,543,1199,0,0,6.3387,9.5012,2.2081,0
120109,Tuol Tumpung Ti Pir,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80614,Thma Kor,901,6,21,300,380,0,0,94,143,0,0,3.5,1.2667,1.5213,0
120602,Boeng Tumpun,8770,22,33,69,1393,31,167,4,14,0,0,1.5,15.6,3.5,0
120111,Boeng Trabaek,1546,1,5,0,0,0,0,0,0,0,0,5,0,0,0
120110,Tuol Tumpung Ti Muoy,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120609,Kbal Kaoh,3756,11,207,1106,5530,56,280,165,560,0,0,18.8182,5,3.3939,0
120605,Chhbar Ampov Ti Pir,3901,1,20,0,0,0,0,0,0,0,0,20,0,0,0
141102,Preaek Anteah,1917,389,917,1389,18067,58,440,434,706,26,87,2.3573,12.7899,1.6267,3.3462
80208,Phum Thum,2409,2,18,311,671,1,75,98,389,0,0,9,2.391,3.9694,0
140207,Smaong Khang Tboung,2963,1749,2694,2607,11699,384,1539,1118,2194,1247,2271,1.5403,4.4259,1.9624,1.8212
80801,Baek Chan,2520,22,388,1132,4965,40,1971,377,929,0,0,17.6364,5.9181,2.4642,0
120112,Phsar Daeum Thkov,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80608,Phum Thum,556,27,82,445,1840,0,0,57,163,0,0,3.037,4.1348,2.8596,0
120604,Chhbar Ampov Ti Muoy,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120606,Chak Angrae Leu,3114,4,29,0,0,0,0,0,0,0,0,7.25,0,0,0
80811,Peuk,1664,62,238,663,13407,55,332,482,1332,0,0,3.8387,19.1351,2.7635,0
50605,Krang Dei Vay,1620,688,972,1345,4081,169,654,1501,4012,0,0,1.4128,3.1275,2.6729,0
141304,Damrei Puon,2381,553,1667,2069,20806,165,7897,1164,2994,608,1206,3.0145,12.8483,2.5722,1.9836
50711,Tang Krouch,1796,317,703,1622,9225,114,792,1538,6031,0,0,2.2177,5.7702,3.9213,0
120603,Preaek Pra,3350,3,33,587,13282,32,2321,18,122,0,0,11,25.2068,6.7778,0
80615,Tuek Khleang,936,17,121,671,1501,15,85,316,723,0,0,7.1176,2.312,2.288,0
80206,Kokir,3800,106,696,1446,7808,44,1798,282,460,0,0,6.566,6.447,1.6312,0
141002,Cheung Tuek,1471,202,327,1108,7737,51,22087,120,390,171,300,1.6188,25.7325,3.25,1.7544
50715,Voa Sar,2787,64,494,2050,17028,72,1033,1507,4303,0,0,7.7188,8.5113,2.8553,0
120607,Chak Angrae Kraom,3594,17,110,77,306,28,1107,12,35,0,0,6.4706,13.4571,2.9167,0
50201,Chbar Mon,1722,350,784,1324,12881,260,4018,969,2275,0,0,2.24,10.6686,2.3478,0
80203,Dei Edth,3526,182,1066,1967,5936,66,536,180,440,0,0,5.8571,3.1835,2.4444,0
141306,Pean Roung,3702,2535,4603,3174,21386,751,3286,1955,3463,1012,2076,1.8158,6.2859,1.7714,2.0514
50713,Trapeang Kong,3282,76,501,1210,26443,82,13320,975,2728,0,0,6.5921,30.7763,2.7979,0
120903,Phleung Chheh Roteh,1012,18,63,618,4653,73,1174,325,644,0,0,3.5,8.4327,1.9815,0
200413,Sambuor,1268,400,748,745,2609,78,365,261,566,695,1453,1.87,3.6136,2.1686,2.0906
90302,Kaoh Kapi,625,2,10,11,100,3,20,1,4,0,0,5,8.5714,4,0
50203,Rokar Thum,2820,100,313,661,38822,24,215,453,1081,0,0,3.13,56.9883,2.3863,0
80813,Prey Puoch,1564,69,568,997,8092,84,961,684,2089,0,0,8.2319,8.3747,3.0541,0
120515,Cheung Aek,1922,28,152,565,6051,47,7003,121,369,0,0,5.4286,21.3301,3.0496,0
80807,Krang Mkak,1014,40,401,572,4058,79,731,497,1161,0,0,10.025,7.3564,2.336,0
120507,Pong Tuek,1287,14,173,882,3603,73,807,289,716,0,0,12.3571,4.6178,2.4775,0
200409,Kokir,811,208,541,327,1618,24,125,102,331,90,390,2.601,4.9658,3.2451,4.3333
120508,Prey Veaeng,1128,33,128,578,4325,62,1106,164,352,0,0,3.8788,8.4859,2.1463,0
80808,Lumhach,1700,38,787,927,7713,65,1206,675,1508,0,0,20.7105,8.9909,2.2341,0
141003,Kampong Leav,2911,106,297,1200,5298,66,570,29,91,3,9,2.8019,4.6351,3.1379,3
120908,Boeng Thum,1581,45,285,636,4678,27,273,752,1718,0,0,6.3333,7.4676,2.2846,0
120611,Preaek Thmei,3498,15,660,420,21751,15,160,72,232,0,0,44,50.3701,3.2222,0
50204,Sopoar Tep,1273,122,384,846,4212,79,692,436,1405,0,0,3.1475,5.3016,3.2225,0
80603,Boeng Krum,1098,180,798,610,1110,66,135,450,640,0,0,4.4333,1.8417,1.4222,0
200401,Ampil,1371,893,1413,1042,8609,178,892,571,1616,710,1877,1.5823,7.7877,2.8301,2.6437
80201,Banteay Daek,3115,117,481,1808,3417,113,6221,689,1104,0,0,4.1111,5.0172,1.6023,0
81103,Daeum Mien,2656,19,140,286,2025,29,343,34,78,0,0,7.3684,7.5175,2.2941,0
80611,Preaek Ruessei,1680,45,100,309,648,69,178,56,101,1,3,2.2222,2.1852,1.8036,3
141103,Preaek Chrey,1574,50,286,1090,3561,6,2135,158,427,21,118,5.72,5.1971,2.7025,5.619
81104,Ta Khmau,3859,6,80,2,3000,0,0,8,15,0,0,13.3333,1500,1.875,0
140506,Prey Totueng,2744,1857,3399,2342,8017,932,2191,1093,2113,1486,2848,1.8304,3.1179,1.9332,1.9166
50610,Tang Samraong,1315,563,1168,1015,6517,145,519,1217,6340,0,0,2.0746,6.0655,5.2095,0
80202,Chheu Teal,2096,52,574,1999,9805,0,0,414,744,1,4,11.0385,4.905,1.7971,4
120513,Prateah Lang,1078,14,250,562,1462,31,158,243,340,0,0,17.8571,2.7319,1.3992,0
81102,Preaek Ruessei,1899,9,70,87,383,5,72,10,42,0,0,7.7778,4.9457,4.2,0
141001,Baray,1288,108,190,1281,3010,519,1334,713,1201,122,167,1.7593,2.4133,1.6844,1.3689
80606,Lvea Sar,709,32,117,123,487,6,42,97,251,0,0,3.6563,4.1008,2.5876,0
120519,Spean Thma,707,17,172,417,1975,35,454,148,300,0,0,10.1176,5.3739,2.027,0
140507,Svay Chrum,3406,2296,4526,2472,9335,428,2461,1699,3857,1070,2644,1.9713,4.0676,2.2702,2.471
50701,Roleang Chak,1783,193,512,1446,7451,72,731,1135,2810,0,0,2.6528,5.39,2.4758,0
81101,Ta Kdol,1138,6,19,123,5531,8,345,16,53,0,0,3.1667,44.855,3.3125,0
50202,Kandaol Dom,1437,286,826,1040,4901,140,556,719,2012,0,0,2.8881,4.6246,2.7983,0
141309,Samraong,2216,215,711,1804,10146,105,2421,1364,3126,383,786,3.307,6.583,2.2918,2.0522
81106,Kampong Samnanh,2346,39,75,553,4449,26,69,163,580,0,0,1.9231,7.8031,3.5583,0
200414,Sambatt Mean Chey,1678,1028,1972,1270,3725,407,1172,895,1680,1067,1814,1.9183,2.9201,1.8771,1.7001
90301,Chrouy Pras,364,71,222,135,894,7,56,32,124,10,35,3.1268,6.6901,3.875,3.5
50706,Roleang Kreul,2486,101,539,1824,11799,65,764,1358,3970,17,59,5.3366,6.6506,2.9234,3.4706
120514,Sak Sampov,585,14,74,398,2634,41,257,131,349,0,0,5.2857,6.5854,2.6641,0
200406,Chrey Thum,2659,1259,1663,2284,5600,681,1281,1205,2450,1372,2671,1.3209,2.3207,2.0332,1.9468
120517,Preaek Kampues,1888,27,144,947,5575,42,2025,180,477,0,0,5.3333,7.6845,2.65,0
80106,Daeum Rues,2067,56,455,1533,7104,68,1705,688,1432,0,0,8.125,5.5022,2.0814,0
81105,Preaek Hou,1639,17,92,883,2805,45,108,212,455,0,0,5.4118,3.139,2.1462,0
81002,Kaoh Anlong Chen,1526,2,30,378,840,1,10,11,25,0,0,15,2.2427,2.2727,0
50205,Svay Kravan,1543,132,530,1169,14256,185,1536,434,919,0,0,4.0152,11.6632,2.1175,0
50611,Tang Sya,1965,868,1917,1131,4509,226,1493,1375,4593,0,0,2.2085,4.423,3.3404,0
80204,Kampong Svay,2365,244,1990,643,76240,4,10000,363,566,0,0,8.1557,133.2921,1.5592,0
81013,Svay Rolum,2773,13,75,240,1290,18,200,43,112,0,0,5.7692,5.7752,2.6047,0
120512,Krang Pongro,561,11,62,420,2433,13,150,115,279,0,0,5.6364,5.9654,2.4261,0
81011,Setbou,1819,13,77,683,15150,14,85,113,271,0,0,5.9231,21.858,2.3982,0
80118,Roleang Kaen,1198,71,369,806,4385,86,658,619,1727,1,4,5.1972,5.6536,2.79,4
80117,Roka,725,17,91,595,3441,58,367,425,939,0,0,5.3529,5.8315,2.2094,0
80211,Samraong Thum,4847,205,1387,2447,10397,222,1439,1239,2797,1,2,6.7659,4.4346,2.2575,2
50702,Kahaeng,1507,179,772,1015,9649,89,1356,918,2334,0,0,4.3128,9.9683,2.5425,0
80604,Kaoh Kaev,561,5,73,482,1027,0,0,386,519,0,0,14.6,2.1307,1.3446,0
120520,Tien,567,14,89,482,3218,158,841,235,426,0,0,6.3571,6.3422,1.8128,0
50606,Moha Sang,2436,842,1631,2331,6724,428,1722,2129,6684,0,0,1.9371,3.0613,3.1395,0
140708,Prey Kandieng,2482,262,618,1602,3530,309,2058,1179,1772,216,423,2.3588,2.9241,1.503,1.9583
120518,Roluos,637,15,98,360,899,29,2180,107,344,0,0,6.5333,7.9152,3.215,0
120516,Kong Noy,422,9,87,365,886,22,189,109,259,1,2,9.6667,2.7778,2.3761,2
80612,Sambuor,1430,35,346,840,3973,6,58,1054,1746,0,0,9.8857,4.7648,1.6565,0
50608,Prey Rumduol,1001,537,1086,989,4589,54,271,711,2510,0,0,2.0223,4.6596,3.5302,0
80103,Barku,1153,49,170,594,9370,188,4313,144,282,0,0,3.4694,17.4974,1.9583,0
80102,Anlong Romiet,865,24,379,361,1936,139,503,76,199,14,28,15.7917,4.878,2.6184,2
50305,Preah Nipean,2544,95,364,1871,12627,54,4695,1423,3271,1,4,3.8316,8.9984,2.2987,4
180403,Ou Bak Roteh,719,13,126,227,3622,74,975,229,548,10,31,9.6923,15.2724,2.393,3.1
50308,Roka Kaoh,1597,89,477,1288,5879,74,818,1220,3288,1,3,5.3596,4.917,2.6951,3
50710,Skuh,2144,96,340,1564,12280,143,907,1729,4747,0,0,3.5417,7.7252,2.7455,0
80105,Cheung Kaeub,851,30,132,744,2076,52,297,304,657,0,0,4.4,2.9812,2.1612,0
81009,Roka Khpos,2458,218,606,1087,2855,44,235,278,1263,0,0,2.7798,2.7321,4.5432,0
140504,Prey Khnes,3550,2592,5091,3191,19129,931,3373,2721,5882,293,872,1.9641,5.459,2.1617,2.9761
141311,Tuek Thla,2316,1252,3616,1984,8463,546,7264,1697,3860,243,689,2.8882,6.2162,2.2746,2.8354
200408,Kampong Trach,2770,1166,1975,2116,21974,383,3997,1151,2660,609,1680,1.6938,10.3926,2.311,2.7586
80113,Preah Putth,495,15,90,338,2271,17,927,181,376,0,0,6,9.0085,2.0773,0
50709,Saen Dei,2415,270,863,1775,11577,258,1074,1901,6453,3,18,3.1963,6.2228,3.3945,6
50601,Chambak,654,330,427,571,1040,141,395,478,1154,0,0,1.2939,2.0154,2.4142,0
140704,Peam Mean Chey,1584,49,373,848,3801,36,299,524,1486,0,0,7.6122,4.638,2.8359,0
80107,Kandaok,1477,19,85,482,2475,16,256,133,266,0,0,4.4737,5.4839,2,0
80122,Siem Reab,1081,32,240,704,3660,11,85,143,319,0,0,7.5,5.2378,2.2308,0
50712,Thummoda Ar,2124,772,1377,1908,16830,135,816,1862,6638,0,0,1.7837,8.6373,3.565,0
81012,Svay Prateal,3323,185,1046,1441,4222,70,206,1124,1958,0,0,5.6541,2.9305,1.742,0
200402,Andoung Pou,1372,812,1214,1126,6573,396,1914,559,1397,428,1230,1.4951,5.5762,2.4991,2.8738
80127,Trapeang Veaeng,853,75,240,579,2892,59,414,311,847,0,0,3.2,5.1818,2.7235,0
80108,Thmei,527,15,67,403,1729,57,733,296,446,0,0,4.4667,5.3522,1.5068,0
80109,Kouk Trab,1060,20,132,683,4091,54,259,196,376,0,0,6.6,5.9023,1.9184,0
140701,Ba Baong,1746,43,463,938,4350,26,9139,704,1895,14,125,10.7674,13.9927,2.6918,8.9286
200411,Mukh Da,2003,1523,2444,1712,5833,843,4500,1324,2454,475,1135,1.6047,4.0442,1.8535,2.3895
200407,Doung,2691,1336,2532,2328,11477,261,1156,881,2315,1482,3757,1.8952,4.8795,2.6277,2.5351
140109,Theay,2633,453,1637,1942,10559,381,1689,1519,3662,140,362,3.6137,5.2725,2.4108,2.5857
140502,Chres,3721,3238,5566,3381,10133,1012,3525,2506,4809,721,1475,1.719,3.109,1.919,2.0458
80128,Trea,1341,42,205,1022,2779,44,6130,572,1376,0,0,4.881,8.3574,2.4056,0
50313,Veal,1842,77,387,1431,11305,137,1397,1373,5183,0,0,5.026,8.1008,3.7749,0
200412,Mream,2501,1816,2904,1940,6444,621,1687,1380,2777,427,844,1.5991,3.1749,2.0123,1.9766
50604,Kiri Voan,1309,549,1217,869,2523,100,338,848,2479,0,0,2.2168,2.9525,2.9233,0
50301,Angk Popel,1327,235,745,1016,5275,139,779,1086,2674,1,4,3.1702,5.2416,2.4622,4
140503,Chi Phoch,4127,3124,6882,3684,18341,1201,6179,2629,5659,733,2038,2.2029,5.0194,2.1525,2.7804
80101,Ampov Prey,1462,102,286,917,4072,66,4946,328,710,0,0,2.8039,9.174,2.1646,0
200415,Trapeang Sdau,2288,89,641,46,1290,1,300,0,0,0,0,7.2022,33.8298,0,0
90705,Chi Phat,618,89,125,355,941,52,177,51,270,71,325,1.4045,2.7469,5.2941,4.5775
50304,Pechr Muni,1142,83,239,739,2840,37,284,613,1666,0,0,2.8795,4.0258,2.7178,0
50704,Krang Ampil,1665,439,640,1254,5982,123,672,1438,5625,0,0,1.4579,4.8322,3.9117,0
81015,Traeuy Sla,3979,293,618,2120,9563,59,63698,1224,2408,0,0,2.1092,33.6214,1.9673,0
80116,Preaek Slaeng,930,50,243,808,6936,23,286,252,515,0,0,4.86,8.6907,2.0437,0
81010,S'ang Phnum,3052,344,1116,766,15895,89,581,767,1785,0,0,3.2442,19.2702,2.3272,0
80115,Preaek Roka,1151,22,135,977,3104,76,818,213,490,0,0,6.1364,3.7246,2.3005,0
50613,Traeng Trayueng,4415,318,1946,2598,38651,282,1445,1369,4882,13,45,6.1195,13.9222,3.5661,3.4615
80125,Tbaeng,952,56,194,767,2702,102,516,751,2011,0,0,3.4643,3.7031,2.6778,0
50306,Prey Nheat,2186,232,524,1490,8015,185,673,1516,3784,1,10,2.2586,5.1869,2.496,10
81008,Preaek Koy,3025,107,296,679,8804,13,52,212,571,0,0,2.7664,12.7977,2.6934,0
50607,Ou,2715,587,1288,1761,5548,192,614,2192,7566,0,0,2.1942,3.1551,3.4516,0
80104,Boeng Khyang,1550,44,390,1274,7877,84,3000,167,341,0,0,8.8636,8.0096,2.0419,0
81006,Prasat,1224,47,107,300,932,10,46,12,66,0,0,2.2766,3.1548,5.5,0
140101,Boeng Preah,3259,1802,6902,2905,22047,1326,17228,2057,4298,80,251,3.8302,9.2827,2.0895,3.1375
50311,Srang,2134,197,574,1869,9523,137,979,1686,5722,0,0,2.9137,5.2353,3.3938,0
50312,Tuek L'ak,1323,132,389,1074,9246,179,740,885,2822,0,0,2.947,7.9697,3.1887,0
80207,Kokir Thum,2860,368,10423,1300,18304,200,19137,860,1610,9,27,28.3234,24.9607,1.8721,3
140505,Prey Rumdeng,2266,2099,6486,1997,15215,252,8474,1643,4350,146,528,3.09,10.5331,2.6476,3.6164
210208,Lumpong,1666,172,648,1415,8463,60,429,1197,3201,0,0,3.7674,6.0285,2.6742,0
210207,Krang Thnong,2009,265,2512,877,7016,39,263,1046,1946,35,65,9.4792,7.9465,1.8604,1.8571
210210,Pot Sar,2401,230,724,858,3138,27,10439,1005,2304,0,0,3.1478,15.3412,2.2925,0
