Com_Code,Name,FishD_Com
190303.00000000000,Santepheap,1.24000000000
190305.00000000000,Thma Kaev,8.43000000000
220403.00000000000,Kriel,0.15000000000
130306.00000000000,Kantuot,0.23000000000
220502.00000000000,,0.17000000000
220104.00000000000,,1.43000000000
190301.00000000000,Preaek Meas,2.58000000000
220103.00000000000,,1.21000000000
220101.00000000000,,0.61000000000
130302.00000000000,Tuek Kraham,1.40000000000
10701.00000000000,Banteay Chhmar,1.04000000000
130305.00000000000,Yeang,1.16000000000
160802.00000000000,Ta Veaeng Kraom,2.98000000000
160905.00000000000,Kaoh Pang,4.75000000000
160801.00000000000,Ta Veaeng Leu,5.56000000000
160910.00000000000,Veun Sai,0.46000000000
160907.00000000000,Kok Lak,2.36000000000
220404.00000000000,Samraong,0.25000000000
220402.00000000000,Bos Sbov,1.97000000000
130303.00000000000,Pring Thum,0.56000000000
130207.00000000000,Kampong Sralau Muoy,4.98000000000
190302.00000000000,Sekong,13.23000000000
160103.00000000000,Nhang,0.22000000000
220302.00000000000,Chong Kal,0.88000000000
220303.00000000000,Krasang,0.26000000000
130406.00000000000,Srayang,0.15000000000
190304.00000000000,Srae Sambour,5.84000000000
160906.00000000000,Kaoh Peak,3.00000000000
130208.00000000000,Kampong Sralau Pir,7.87000000000
130202.00000000000,Chhaeb Pir,2.30000000000
160104.00000000000,Ta Lav,2.67000000000
10704.00000000000,Thma Puok,0.15000000000
220301.00000000000,Cheung Tien,0.74000000000
10301.00000000000,Nam Tau,0.99000000000
160908.00000000000,Pa Kalan,1.14000000000
160904.00000000000,Ka Choun,1.27000000000
130402.00000000000,Kuleaen Cheung,2.99000000000
160901.00000000000,Ban Pong,2.25000000000
171206.00000000000,Slaeng Spean,0.58000000000
10302.00000000000,Paoy Char,3.93000000000
171405.00000000000,Varin,0.13000000000
171402.00000000000,Lvea Krang,0.90000000000
171403.00000000000,Srae Nouy,0.17000000000
160909.00000000000,Phnum Kok,2.79000000000
10303.00000000000,Ponley,2.37000000000
130403.00000000000,Thmei,2.14000000000
190508.00000000000,Preah Rumkel,18.11000000000
130703.00000000000,Chhean Mukh,0.36000000000
190507.00000000000,Ou Svay,8.29000000000
190404.00000000000,Sameakki,6.65000000000
160101.00000000000,Malik,0.17000000000
160605.00000000000,Ou Chum,0.19000000000
171202.00000000000,Klang Hay,1.89000000000
190107.00000000000,Ta Lat,5.22000000000
160903.00000000000,Hat Pak,3.61000000000
171205.00000000000,Prei,1.98000000000
190505.00000000000,Anlong Chrey,0.20000000000
130201.00000000000,Chhaeb Muoy,0.26000000000
160706.00000000000,Saom Thum,0.25000000000
10803.00000000000,Sla Kram,0.43000000000
10808.00000000000,Roluos,0.29000000000
190105.00000000000,Sdau,14.70000000000
190104.00000000000,Samkhuoy,9.58000000000
190106.00000000000,Srae Kor,19.16000000000
10306.00000000000,Phnum Dei,0.28000000000
130701.00000000000,Kampong Pranak,0.51000000000
130401.00000000000,Kuleaen Tboung,2.75000000000
10509.00000000000,,0.28000000000
160705.00000000000,Sesant,2.06000000000
171203.00000000000,Tram Sasar,1.05000000000
10802.00000000000,Sarongk,0.12000000000
10805.00000000000,Ta Baen,0.12000000000
10305.00000000000,Srah Chik,0.47000000000
130206.00000000000,Mlu Prey Pir,1.37000000000
10304.00000000000,Spean Sraeng,4.82000000000
190504.00000000000,Kaoh Snaeng,14.06000000000
171305.00000000000,Ta Siem,0.18000000000
160203.00000000000,Yeak Laom,0.59000000000
10507.00000000000,Soengh,0.19000000000
10407.00000000000,Tean Kam,0.89000000000
190103.00000000000,Phluk,8.41000000000
10504.00000000000,Nimitt,0.67000000000
10402.00000000000,Chob Veari,0.12000000000
170107.00000000000,Ta Saom,0.24000000000
10501.00000000000,Changha,0.93000000000
10604.00000000000,Mkak,2.84000000000
130603.00000000000,Phnum Tbaeng Muoy,1.79000000000
160707.00000000000,Ya Tung,0.32000000000
160405.00000000000,Trapeang Chres,1.79000000000
10502.00000000000,Koub,0.98000000000
170601.00000000000,Chonloas Dai,0.34000000000
10406.00000000000,Rohal,8.20000000000
170610.00000000000,Ta an,3.03000000000
10408.00000000000,Tuek Chour,2.65000000000
10401.00000000000,Chhnuor Mean Chey,1.65000000000
10602.00000000000,Kampong Svay,0.33000000000
130101.00000000000,S'ang,0.31000000000
130106.00000000000,Putrea,5.20000000000
10403.00000000000,Phnum Lieb,8.85000000000
10606.00000000000,Phniet,8.57000000000
190511.00000000000,Thala,7.59000000000
170605.00000000000,Roung Kou,0.15000000000
130509.00000000000,Reaksa,5.84000000000
10405.00000000000,Preah Netr Preah,6.03000000000
10607.00000000000,Preah Ponlea,0.32000000000
170602.00000000000,Kampong Thkov,0.24000000000
170711.00000000000,Prey Chruk,2.30000000000
190506.00000000000,Ou Rai,4.50000000000
10608.00000000000,Tuek Thla,0.50000000000
10905.00000000000,,0.18000000000
190102.00000000000,Kbal Romeas,7.66000000000
