Province,District,Commune,Vil_Code,Village,L1_HH,L2_HH,L1_Per_HH,L2_Per_HH,TOT_PerHH,TOP_HH,Rounds,Scale
Mondul Kiri,Kaev Seima,Srae Chhuk,11010308,Tuol,0,0,0,0,0,0,2011,1
Mondul Kiri,Kaev Seima,Srae Khtum,11010401,Ou am,29,117,0.037,0.15,0.187,146,2011,2
Mondul Kiri,Kaev Seima,Srae Khtum,11010402,Ou Rona,16,62,0.083,0.323,0.406,78,2011,2
Mondul Kiri,Kaev Seima,Srae Khtum,11010403,Srae Ampil,3,17,0.046,0.262,0.308,20,2011,1
Mondul Kiri,Kaev Seima,Srae Khtum,11010404,Srae Preah,0,0,0,0,0,0,2011,1
Mondul Kiri,Kaev Seima,Srae Khtum,11010405,Srae Lvi,3,7,0.088,0.206,0.294,10,2011,1
Mondul Kiri,Kaev Seima,Srae Khtum,11010406,Chhnaeng,56,114,0.069,0.14,0.209,170,2011,3
Mondul Kiri,Kaev Seima,Srae Khtum,11010407,Srae Khtum,14,18,0.125,0.161,0.286,32,2011,1
Mondul Kiri,Kaev Seima,Srae Preah,11010501,Hkati,5,24,0.094,0.453,0.547,29,2011,1
Mondul Kiri,Kaev Seima,Srae Preah,11010502,Pu Cha,4,10,0.062,0.154,0.215,14,2011,1
Mondul Kiri,Kaev Seima,Srae Preah,11010503,Pu Kong,8,11,0.121,0.167,0.288,19,2011,1
Mondul Kiri,Kaev Seima,Srae Preah,11010504,Ou Chra,3,3,0.107,0.107,0.214,6,2011,1
Mondul Kiri,Kaev Seima,Srae Preah,11010505,Srae Preah,11,32,0.067,0.196,0.264,43,2011,1
Mondul Kiri,Kaoh Nheaek,Nang Khi Lik,11020101,Peam Chi Miet,11,16,0.095,0.138,0.233,27,2011,1
Mondul Kiri,Kaoh Nheaek,Nang Khi Lik,11020102,Nang Buo,9,26,0.064,0.186,0.25,35,2011,1
Mondul Kiri,Kaoh Nheaek,Nang Khi Lik,11020103,Kaoh Moeal Leu,9,4,0.114,0.051,0.165,13,2011,1
Mondul Kiri,Kaoh Nheaek,Nang Khi Lik,11020104,Kaoh Moeal Kraom,6,11,0.061,0.111,0.172,17,2011,1
Mondul Kiri,Kaoh Nheaek,Ou Buon Leu,11020201,Tol,9,25,0.102,0.284,0.386,34,2011,1
Mondul Kiri,Kaoh Nheaek,Ou Buon Leu,11020202,orhbounleu,20,45,0.118,0.266,0.385,65,2011,2
Mondul Kiri,Kaoh Nheaek,Ou Buon Leu,11020203,Antreh,3,25,0.025,0.208,0.233,28,2011,1
Mondul Kiri,Kaoh Nheaek,Roya,11020301,Roya,35,21,0.241,0.145,0.386,56,2011,2
Mondul Kiri,Kaoh Nheaek,Roya,11020302,Thong Pong,0,0,0,0,0,0,2011,1
Mondul Kiri,Kaoh Nheaek,Roya,11020303,Meaemoum,28,30,0.193,0.207,0.4,58,2011,2
Mondul Kiri,Kaoh Nheaek,Roya,11020304,Kdaoy,7,15,0.135,0.288,0.423,22,2011,1
Mondul Kiri,Kaoh Nheaek,Roya,11020305,Rovak,8,15,0.085,0.16,0.245,23,2011,1
Mondul Kiri,Kaoh Nheaek,Roya,11020306,Mchouga,0,0,0,0,0,0,2011,1
Mondul Kiri,Kaoh Nheaek,Sokh Sant,11020401,Klang Lae,15,29,0.163,0.315,0.478,44,2011,1
Mondul Kiri,Kaoh Nheaek,Sokh Sant,11020402,Ou Anhchoar,4,17,0.055,0.233,0.288,21,2011,1
Mondul Kiri,Kaoh Nheaek,Sokh Sant,11020403,Srae Thom,8,12,0.108,0.162,0.27,20,2011,1
Mondul Kiri,Kaoh Nheaek,Sokh Sant,11020404,Chi Klab Leu,15,20,0.071,0.095,0.166,35,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Huy,11020501,Srae Huy,12,45,0.043,0.163,0.207,57,2011,2
Mondul Kiri,Kaoh Nheaek,Srae Huy,11020502,Chhul,8,23,0.087,0.25,0.337,31,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020601,Mean Chey,20,31,0.111,0.172,0.283,51,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020602,Serei Mean Rith,7,9,0.171,0.22,0.39,16,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020603,Serei Mongkol,6,10,0.107,0.179,0.286,16,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020604,Chamraeun,12,29,0.101,0.244,0.345,41,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020605,Kbal Chrouy,11,32,0.12,0.348,0.467,43,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020606,Kbal Koh,12,28,0.119,0.277,0.396,40,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020607,Reangsei,37,34,0.106,0.098,0.204,71,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020608,Serei Rodth,10,11,0.139,0.153,0.292,21,2011,1
Mondul Kiri,Kaoh Nheaek,Srae Sangkum,11020609,Ou Yeh,24,46,0.119,0.228,0.347,70,2011,2
Mondul Kiri,Ou Reang,Dak Dam,11030101,Pu Traeng,22,40,0.167,0.303,0.47,62,2011,2
Mondul Kiri,Ou Reang,Dak Dam,11030102,Pu Leh,12,28,0.13,0.304,0.435,40,2011,1
Mondul Kiri,Ou Reang,Dak Dam,11030103,Pu Chhab,11,26,0.092,0.217,0.308,37,2011,1
Mondul Kiri,Ou Reang,Saen Monourom,11030201,Pu Hoam,40,81,0.131,0.265,0.395,121,2011,2
Mondul Kiri,Ou Reang,Saen Monourom,11030202,Andoung Kraloeng,20,33,0.165,0.273,0.438,53,2011,2
Mondul Kiri,Ou Reang,Saen Monourom,11030203,Pu Tru,7,35,0.09,0.449,0.538,42,2011,1
Mondul Kiri,Ou Reang,Saen Monourom,11030204,Pu Rang,2,21,0.022,0.231,0.253,23,2011,1
Mondul Kiri,Pech Chreada,Krang Teh,11040101,Krang Teh,10,36,0.077,0.277,0.354,46,2011,1
Mondul Kiri,Pech Chreada,Krang Teh,11040102,Lau Romiet,3,19,0.067,0.422,0.489,22,2011,1
Mondul Kiri,Pech Chreada,Krang Teh,11040103,Pu Rapet,26,7,0.361,0.097,0.458,33,2011,1
Mondul Kiri,Pech Chreada,Krang Teh,11040104,Tram Kach,5,12,0.075,0.179,0.254,17,2011,1
Mondul Kiri,Pech Chreada,Pu Chrey,11040201,Mae Pai,15,41,0.045,0.122,0.166,56,2011,2
Mondul Kiri,Pech Chreada,Pu Chrey,11040202,Pu Chrey Yang,11,19,0.093,0.161,0.254,30,2011,1
Mondul Kiri,Pech Chreada,Pu Chrey,11040203,Pu Chrey Chong Phang,23,43,0.116,0.216,0.332,66,2011,2
Mondul Kiri,Pech Chreada,Pu Chrey,11040204,Pu Tang,24,43,0.096,0.172,0.268,67,2011,1
Mondul Kiri,Pech Chreada,Srae Ampum,11040301,Pu Krouch,11,19,0.147,0.253,0.4,30,2011,1
Mondul Kiri,Pech Chreada,Srae Ampum,11040302,Pu Radaet,26,13,0.274,0.137,0.411,39,2011,1
Mondul Kiri,Pech Chreada,Srae Ampum,11040303,Kreaeng,13,26,0.129,0.257,0.386,39,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040401,Pu Tuet,15,16,0.089,0.095,0.185,31,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040402,Pu Reang,9,28,0.082,0.255,0.336,37,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040403,Bu Sra,5,29,0.041,0.24,0.281,34,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040404,Pu Til,5,15,0.045,0.134,0.179,20,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040405,Lam Meh,4,31,0.027,0.211,0.238,35,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040406,Pu Cha,39,9,0.342,0.079,0.421,48,2011,1
Mondul Kiri,Pech Chreada,Bu Sra,11040407,Pu Lu,9,30,0.048,0.159,0.206,39,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Monourom,11050101,Daeum Sral,4,32,0.026,0.206,0.232,36,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Monourom,11050102,Chrey Saen,6,32,0.048,0.254,0.302,38,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Sokh Dom,11050201,Mean Leaph,2,10,0.023,0.114,0.136,12,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Sokh Dom,11050202,Daoh Kramom,6,18,0.043,0.13,0.174,24,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Sokh Dom,11050203,Svay Chek,11,29,0.1,0.264,0.364,40,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Sokh Dom,11050204,Lao ka,11,23,0.053,0.11,0.163,34,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Spean Mean Chey,11050301,Ou Spean,5,13,0.04,0.105,0.145,18,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Spean Mean Chey,11050302,Chambak,22,22,0.151,0.151,0.301,44,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Spean Mean Chey,11050303,Kandal,0,0,0,0,0,0,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Spean Mean Chey,11050304,Chamkar Tae,17,8,0.16,0.075,0.236,25,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Romonea,11050401,Pu Trom,7,37,0.047,0.248,0.295,44,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Romonea,11050402,Pu Tang,0,23,0,0.135,0.135,23,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Romonea,11050403,Pu Long,5,22,0.04,0.176,0.216,27,2011,1
Mondul Kiri,Krong Saen Monourom,Sangkat Romonea,11050404,Srae I,5,13,0.043,0.112,0.155,18,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010101,Angkrong,20,42,0.077,0.162,0.238,62,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010102,Ruessei K'aek,18,25,0.111,0.154,0.265,43,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010103,Svay Ta Ni,19,27,0.076,0.108,0.185,46,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010104,Prasrae,26,36,0.113,0.157,0.27,62,2011,2
Prey Veng,Ba Phnum,Boeng Preah,14010105,Ta Ma,74,27,0.222,0.081,0.303,101,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010106,Kbal Damrei,43,35,0.224,0.182,0.406,78,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010107,Lpeach,26,38,0.171,0.25,0.421,64,2011,2
Prey Veng,Ba Phnum,Boeng Preah,14010108,Dei Thoy,57,47,0.238,0.196,0.433,104,2011,2
Prey Veng,Ba Phnum,Boeng Preah,14010109,Ruessei Chuor,54,30,0.213,0.118,0.331,84,2011,2
Prey Veng,Ba Phnum,Boeng Preah,14010110,Ta Chey,18,28,0.077,0.12,0.197,46,2011,2
Prey Veng,Ba Phnum,Boeng Preah,14010111,Ta Mau,19,64,0.064,0.214,0.278,83,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010112,Kandal,24,35,0.099,0.144,0.243,59,2011,1
Prey Veng,Ba Phnum,Boeng Preah,14010113,Boeng Preah,16,36,0.082,0.185,0.267,52,2011,2
Prey Veng,Ba Phnum,Boeng Preah,14010114,Snae Rean,18,43,0.079,0.188,0.266,61,2011,2
Prey Veng,Ba Phnum,Cheung Phnum,14010201,Moat Prey,19,23,0.121,0.146,0.268,42,2011,2
Prey Veng,Ba Phnum,Cheung Phnum,14010202,Pou Andaot,47,72,0.131,0.2,0.331,119,2011,1
Prey Veng,Ba Phnum,Cheung Phnum,14010203,Phlov Roluos,22,33,0.155,0.232,0.387,55,2011,2
Prey Veng,Ba Phnum,Cheung Phnum,14010204,Boeng Roka,15,27,0.12,0.216,0.336,42,2011,1
Prey Veng,Ba Phnum,Cheung Phnum,14010205,Andoung,13,13,0.078,0.078,0.156,26,2011,1
Prey Veng,Ba Phnum,Cheung Phnum,14010206,Svay Samseb,47,91,0.125,0.242,0.367,138,2011,2
Prey Veng,Ba Phnum,Cheung Phnum,14010207,Roung Damrei,85,161,0.147,0.279,0.426,246,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010301,Chheu Kach,42,56,0.087,0.116,0.203,98,2011,2
Prey Veng,Ba Phnum,Chheu Kach,14010302,Kamhaeng Reach,25,37,0.124,0.183,0.307,62,2011,2
Prey Veng,Ba Phnum,Chheu Kach,14010303,Kraol Kou,8,10,0.133,0.167,0.3,18,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010304,Prey Kduoch,24,24,0.211,0.211,0.421,48,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010305,Trea,22,42,0.164,0.313,0.478,64,2011,2
Prey Veng,Ba Phnum,Chheu Kach,14010306,Tuol Khpos,11,20,0.143,0.26,0.403,31,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010307,Tnaot,14,15,0.137,0.147,0.284,29,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010308,Kandal,11,14,0.128,0.163,0.291,25,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010309,Angkanh,40,20,0.339,0.169,0.508,60,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010310,Trapeang Sala,43,45,0.23,0.241,0.471,88,2011,2
Prey Veng,Ba Phnum,Chheu Kach,14010311,Khleang,14,39,0.058,0.16,0.218,53,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010312,Svay Prakal,20,33,0.152,0.25,0.402,53,2011,2
Prey Veng,Ba Phnum,Chheu Kach,14010313,Boeng Prasrae,32,15,0.258,0.121,0.379,47,2011,1
Prey Veng,Ba Phnum,Chheu Kach,14010314,Kruos,24,35,0.145,0.212,0.358,59,2011,2
Prey Veng,Ba Phnum,Reaks Chey,14010401,Kouk Sandaek,25,65,0.086,0.224,0.31,90,2011,2
Prey Veng,Ba Phnum,Reaks Chey,14010402,Khsach,41,31,0.279,0.211,0.49,72,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010403,Traeuy Ngor,16,19,0.19,0.226,0.417,35,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010404,Thma Treang,21,44,0.117,0.246,0.363,65,2011,2
Prey Veng,Ba Phnum,Reaks Chey,14010405,Thmei Krau,22,20,0.137,0.124,0.261,42,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010406,Ta Pech Khang Cheung,9,22,0.061,0.15,0.211,31,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010407,Ta Pech Khang Tboung,19,40,0.104,0.219,0.322,59,2011,2
Prey Veng,Ba Phnum,Reaks Chey,14010408,Reaks Chey,19,26,0.1,0.137,0.237,45,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010409,Ta Uok,18,23,0.145,0.185,0.331,41,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010410,Chruol Thum,8,20,0.078,0.194,0.272,28,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010411,Chruol Thmei,21,28,0.103,0.137,0.24,49,2011,1
Prey Veng,Ba Phnum,Reaks Chey,14010412,Chheu Traeng,13,32,0.05,0.123,0.173,45,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010501,Kdei Doung,18,24,0.087,0.116,0.203,42,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010502,Pong Pos,19,33,0.119,0.206,0.325,52,2011,2
Prey Veng,Ba Phnum,Roung Damrei,14010503,Ty Ta Ngaeuy,24,18,0.114,0.086,0.2,42,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010504,Svay Khnei,15,20,0.099,0.132,0.23,35,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010505,Prey Phngeam,20,59,0.065,0.192,0.256,79,2011,2
Prey Veng,Ba Phnum,Roung Damrei,14010506,Chi Roung,20,35,0.11,0.192,0.302,55,2011,2
Prey Veng,Ba Phnum,Roung Damrei,14010507,Roveang Chum,12,10,0.115,0.096,0.212,22,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010508,Traok,10,17,0.064,0.108,0.172,27,2011,2
Prey Veng,Ba Phnum,Roung Damrei,14010509,Voa Yeav,16,35,0.055,0.121,0.176,51,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010510,Tnaot Svay,18,10,0.153,0.085,0.237,28,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010511,Kantrean,22,21,0.087,0.083,0.169,43,2011,1
Prey Veng,Ba Phnum,Roung Damrei,14010512,Cheung Tuek,18,12,0.102,0.068,0.169,30,2011,1
Prey Veng,Ba Phnum,Sdau Kaong,14010601,Ta Kouk,41,16,0.283,0.11,0.393,57,2011,1
Prey Veng,Ba Phnum,Sdau Kaong,14010602,Trapeang Sekar,48,5,0.449,0.047,0.495,53,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010603,Siem,26,24,0.159,0.146,0.305,50,2011,1
Prey Veng,Ba Phnum,Sdau Kaong,14010604,Thmei,23,13,0.311,0.176,0.486,36,2011,1
Prey Veng,Ba Phnum,Sdau Kaong,14010605,Krang Chen,62,45,0.19,0.138,0.328,107,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010606,Sempoli,36,32,0.175,0.155,0.33,68,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010607,Trabaek,18,29,0.138,0.223,0.362,47,2011,1
Prey Veng,Ba Phnum,Sdau Kaong,14010608,Thnong,36,36,0.2,0.2,0.4,72,2011,1
Prey Veng,Ba Phnum,Sdau Kaong,14010609,Prey Phdau,24,49,0.145,0.297,0.442,73,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010610,Doun Mea,41,61,0.135,0.201,0.337,102,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010611,Chrak Svay,41,27,0.21,0.138,0.349,68,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010612,Prey Kantrong,20,37,0.145,0.268,0.413,57,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010613,Boeng Trabar,33,36,0.196,0.214,0.411,69,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010614,Tong Neak,23,28,0.123,0.15,0.273,51,2011,2
Prey Veng,Ba Phnum,Sdau Kaong,14010615,Trapeang Svay,42,23,0.282,0.154,0.436,65,2011,2
Prey Veng,Ba Phnum,Spueu Ka,14010701,Snuol,32,66,0.082,0.169,0.251,98,2011,1
Prey Veng,Ba Phnum,Spueu Ka,14010702,Krang,25,35,0.104,0.146,0.25,60,2011,1
Prey Veng,Ba Phnum,Spueu Ka,14010703,Svay Pok,30,41,0.12,0.164,0.284,71,2011,1
Prey Veng,Ba Phnum,Spueu Ka,14010704,Kalei Khang Cheung,18,31,0.089,0.153,0.241,49,2011,1
Prey Veng,Ba Phnum,Spueu Ka,14010705,Kalei Khang Tboung,21,32,0.1,0.152,0.251,53,2011,2
Prey Veng,Ba Phnum,Spueu Ka,14010706,Ta Laon,38,21,0.211,0.117,0.328,59,2011,2
Prey Veng,Ba Phnum,Spueu Ka,14010707,Prech,20,19,0.135,0.128,0.264,39,2011,2
Prey Veng,Ba Phnum,Spueu Ka,14010708,Sdau Kaong,27,17,0.161,0.101,0.262,44,2011,1
Prey Veng,Ba Phnum,Spueu Ka,14010709,Spueu Khang Kaeut,38,46,0.131,0.159,0.29,84,2011,2
Prey Veng,Ba Phnum,Spueu Ka,14010710,Spueu Khang Lech,34,41,0.131,0.158,0.288,75,2011,2
Prey Veng,Ba Phnum,Spueu Kha,14010801,Prey Chamkar,53,57,0.139,0.149,0.288,110,2011,1
Prey Veng,Ba Phnum,Spueu Kha,14010802,Chan Ra Ka,35,38,0.125,0.136,0.261,73,2011,2
Prey Veng,Ba Phnum,Spueu Kha,14010803,Chan Ra Kha,37,44,0.135,0.161,0.296,81,2011,2
Prey Veng,Ba Phnum,Spueu Kha,14010804,Prey Prang,37,30,0.153,0.124,0.277,67,2011,2
Prey Veng,Ba Phnum,Spueu Kha,14010805,Prey Sva,40,35,0.148,0.129,0.277,75,2011,1
Prey Veng,Ba Phnum,Spueu Kha,14010806,Thlok,58,40,0.153,0.106,0.259,98,2011,1
Prey Veng,Ba Phnum,Theay,14010901,Chak,37,45,0.282,0.344,0.626,82,2011,2
Prey Veng,Ba Phnum,Theay,14010902,Pou Phluk,5,10,0.05,0.099,0.149,15,2011,1
Prey Veng,Ba Phnum,Theay,14010903,Kamraeng,7,13,0.086,0.16,0.247,20,2011,1
Prey Veng,Ba Phnum,Theay,14010904,Lvea,17,15,0.156,0.138,0.294,32,2011,1
Prey Veng,Ba Phnum,Theay,14010905,Krang,13,24,0.078,0.145,0.223,37,2011,1
Prey Veng,Ba Phnum,Theay,14010906,Prey Phchet,24,25,0.212,0.221,0.434,49,2011,1
Prey Veng,Ba Phnum,Theay,14010907,Ta Sou,21,22,0.134,0.14,0.274,43,2011,1
Prey Veng,Ba Phnum,Theay,14010908,Angkal,14,5,0.203,0.072,0.275,19,2011,1
Prey Veng,Ba Phnum,Theay,14010909,Snuol,13,22,0.078,0.133,0.211,35,2011,1
Prey Veng,Ba Phnum,Theay,14010910,Kampong Snae,27,34,0.116,0.147,0.263,61,2011,2
Prey Veng,Ba Phnum,Theay,14010911,Kampong Slaeng,9,32,0.037,0.133,0.17,41,2011,1
Prey Veng,Ba Phnum,Theay,14010912,Theay,11,32,0.07,0.203,0.272,43,2011,1
Prey Veng,Ba Phnum,Theay,14010913,Toap Sdach,24,90,0.093,0.349,0.442,114,2011,1
Prey Veng,Ba Phnum,Theay,14010914,Khvet,23,36,0.126,0.197,0.322,59,2011,2
Prey Veng,Ba Phnum,Theay,14010915,Sdau,11,44,0.062,0.249,0.311,55,2011,1
Prey Veng,Ba Phnum,Theay,14010916,Pranhang,7,23,0.069,0.225,0.294,30,2011,1
Prey Veng,Ba Phnum,Theay,14010917,Svay Kab,17,17,0.202,0.202,0.405,34,2011,1
Prey Veng,Ba Phnum,Theay,14010918,Ti Leng,17,21,0.139,0.172,0.311,38,2011,1
Prey Veng,Kamchay Mear,Cheach,14020101,Tuol Sangkae Totueng,16,17,0.094,0.1,0.194,33,2011,1
Prey Veng,Kamchay Mear,Cheach,14020102,Tuol Sangkae Bandaoy,23,7,0.264,0.08,0.345,30,2011,1
Prey Veng,Kamchay Mear,Cheach,14020103,Trapeang Romeas,41,33,0.202,0.163,0.365,74,2011,2
Prey Veng,Kamchay Mear,Cheach,14020104,Rohal,15,8,0.312,0.167,0.479,23,2011,2
Prey Veng,Kamchay Mear,Cheach,14020105,Kaoh Khcheay,10,21,0.077,0.162,0.238,31,2011,1
Prey Veng,Kamchay Mear,Cheach,14020106,Doun Daok,12,27,0.095,0.214,0.31,39,2011,1
Prey Veng,Kamchay Mear,Cheach,14020107,Svay Trai,21,20,0.239,0.227,0.466,41,2011,1
Prey Veng,Kamchay Mear,Cheach,14020108,Chuor Thnal,29,23,0.154,0.122,0.277,52,2011,2
Prey Veng,Kamchay Mear,Cheach,14020109,Kaoh Ta Roatn,15,27,0.15,0.27,0.42,42,2011,1
Prey Veng,Kamchay Mear,Cheach,14020110,Cheach Chuor,8,16,0.058,0.116,0.174,24,2011,1
Prey Veng,Kamchay Mear,Cheach,14020111,Cheach Khang Lech,16,18,0.15,0.168,0.318,34,2011,1
Prey Veng,Kamchay Mear,Cheach,14020112,Cheach Khang Cheung,9,18,0.055,0.11,0.165,27,2011,1
Prey Veng,Kamchay Mear,Cheach,14020113,Cheach Kandal,39,37,0.325,0.308,0.633,76,2011,2
Prey Veng,Kamchay Mear,Cheach,14020114,Cheach Khang Tboung,14,49,0.074,0.259,0.333,63,2011,2
Prey Veng,Kamchay Mear,Cheach,14020115,Poun Khang Lech,5,18,0.077,0.277,0.354,23,2011,1
Prey Veng,Kamchay Mear,Cheach,14020116,Poun Khang Kaeut,51,9,0.331,0.058,0.39,60,2011,2
Prey Veng,Kamchay Mear,Cheach,14020117,Leak Kou,5,16,0.072,0.232,0.304,21,2011,1
Prey Veng,Kamchay Mear,Cheach,14020118,Sambour,5,17,0.083,0.283,0.367,22,2011,1
Prey Veng,Kamchay Mear,Cheach,14020119,Poun Cheung,7,12,0.095,0.162,0.257,19,2011,1
Prey Veng,Kamchay Mear,Cheach,14020120,Trach Chrum,10,18,0.167,0.3,0.467,28,2011,1
Prey Veng,Kamchay Mear,Cheach,14020121,Tuol Sangkae Khang Kaeut,19,3,0.268,0.042,0.31,22,2011,1
Prey Veng,Kamchay Mear,Cheach,14020122,Trapeang Phlong,19,17,0.128,0.114,0.242,36,2011,1
Prey Veng,Kamchay Mear,Cheach,14020123,Trapeang Thma,7,12,0.083,0.143,0.226,19,2011,1
Prey Veng,Kamchay Mear,Cheach,14020124,Trapeang Thlok,20,29,0.134,0.195,0.329,49,2011,1
Prey Veng,Kamchay Mear,Cheach,14020125,Trapeang Krasang,28,27,0.192,0.185,0.377,55,2011,1
Prey Veng,Kamchay Mear,Cheach,14020126,Tuol Angkrong,39,36,0.271,0.25,0.521,75,2011,1
Prey Veng,Kamchay Mear,Doun Koeng,14020201,Tonsay Chol Heb,20,13,0.22,0.143,0.363,33,2011,1
Prey Veng,Kamchay Mear,Doun Koeng,14020202,Doun Koeng,79,49,0.244,0.151,0.395,128,2011,2
Prey Veng,Kamchay Mear,Doun Koeng,14020203,Kor,15,15,0.133,0.133,0.265,30,2011,2
Prey Veng,Kamchay Mear,Doun Koeng,14020204,Pou Pir,28,42,0.123,0.184,0.307,70,2011,1
Prey Veng,Kamchay Mear,Doun Koeng,14020205,Boeng Kak,32,48,0.162,0.244,0.406,80,2011,2
Prey Veng,Kamchay Mear,Doun Koeng,14020206,Thmei,14,32,0.112,0.256,0.368,46,2011,1
Prey Veng,Kamchay Mear,Doun Koeng,14020207,Chuor Ph'av,60,68,0.229,0.26,0.489,128,2011,2
Prey Veng,Kamchay Mear,Doun Koeng,14020208,Trapeang Danghet,50,109,0.145,0.316,0.461,159,2011,3
Prey Veng,Kamchay Mear,Doun Koeng,14020209,Svay Sokhom,10,13,0.069,0.09,0.159,23,2011,1
Prey Veng,Kamchay Mear,Doun Koeng,14020210,Ta Dok,16,35,0.095,0.208,0.304,51,2011,2
Prey Veng,Kamchay Mear,Kranhung,14020301,Chour Ti Muoy,17,13,0.16,0.123,0.283,30,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020302,Chour Ti Pir,10,9,0.06,0.054,0.113,19,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020303,Chour Ti Bei,3,9,0.018,0.055,0.073,12,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020304,Ta Sau,15,30,0.09,0.181,0.271,45,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020305,Kravan,10,13,0.054,0.071,0.125,23,2011,2
Prey Veng,Kamchay Mear,Kranhung,14020306,Pongro,16,22,0.093,0.128,0.221,38,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020307,Khlong Kaong,5,18,0.031,0.112,0.143,23,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020308,Chamkar Chek Ti Pir,15,15,0.155,0.155,0.309,30,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020309,Chamkar Chek Ti Muoy,10,15,0.058,0.087,0.145,25,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020310,Sameakki,16,26,0.079,0.129,0.208,42,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020311,Angkrong Ti Muoy,5,21,0.051,0.214,0.265,26,2011,1
Prey Veng,Kamchay Mear,Kranhung,14020312,Angkrong Ti Pir,10,9,0.085,0.076,0.161,19,2011,1
