Province,District,Commune,Vil_Code,Village,L1_HH,L2_HH,L1_Per_HH,L2_Per_HH,TOT_PerHH,TOP_HH,Rounds,Scale
Kampong Speu,Samraong Tong,Roleang Chak,5070110,Saukae,17,17,0.132,0.132,0.264,34,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070111,Thmei,9,16,0.122,0.216,0.338,25,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070112,Pou,10,9,0.137,0.123,0.26,19,2011,2
Kampong Speu,Samraong Tong,Roleang Chak,5070113,Mohaleaph,2,14,0.026,0.179,0.205,16,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070114,Prey Kdei,19,9,0.183,0.087,0.269,28,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070115,Andoung Preng,13,6,0.213,0.098,0.311,19,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070116,Srae Kak,14,11,0.143,0.112,0.255,25,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070117,Trapeang Thma,8,14,0.077,0.135,0.212,22,2011,1
Kampong Speu,Samraong Tong,Roleang Chak,5070118,Banla S'et,9,12,0.13,0.174,0.304,21,2011,2
Kampong Speu,Samraong Tong,Roleang Chak,5070119,Chrolong Tkov,3,2,0.044,0.029,0.074,5,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070201,Prey Kampoung,15,9,0.203,0.122,0.324,24,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070202,Prey Kdei,11,16,0.122,0.178,0.3,27,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070203,Trach,4,19,0.04,0.192,0.232,23,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070204,Trapeang Ang,4,10,0.083,0.208,0.292,14,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070205,Preah Khae,7,11,0.055,0.087,0.142,18,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070206,Trapeang Chrov,11,17,0.092,0.143,0.235,28,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070207,Voa Preng,8,20,0.068,0.169,0.237,28,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070208,Pongro Thum,6,11,0.051,0.094,0.145,17,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070209,Tumpung,15,16,0.109,0.117,0.226,31,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070210,Roleang Chrey,12,12,0.115,0.115,0.231,24,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070211,Kouk Rumlich,2,5,0.044,0.111,0.156,7,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070212,Kahaeng,6,8,0.065,0.086,0.151,14,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070213,Bos Ta Ney,5,26,0.047,0.243,0.29,31,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070214,Ou Veaeng,5,17,0.047,0.16,0.208,22,2011,1
Kampong Speu,Samraong Tong,Kahaeng,5070215,La,7,13,0.056,0.104,0.16,20,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070301,Srei Sampoung,24,23,0.13,0.125,0.255,47,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070302,Kbal Tralach,13,27,0.114,0.237,0.351,40,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070303,Pech Sangvar,14,19,0.12,0.162,0.282,33,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070304,Sangkae Chrum,24,52,0.171,0.371,0.543,76,2011,2
Kampong Speu,Samraong Tong,Khtum Krang,5070305,Khvan,42,14,0.235,0.078,0.313,56,2011,2
Kampong Speu,Samraong Tong,Khtum Krang,5070306,Sab Nga,11,19,0.151,0.26,0.411,30,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070307,Sovann Kiri,6,6,0.167,0.167,0.333,12,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070308,Yos Chour,3,4,0.041,0.054,0.095,7,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070309,Chrak Ban Sokh,21,17,0.153,0.124,0.277,38,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070310,Kahon,22,11,0.227,0.113,0.34,33,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070311,Thlok Reang,8,9,0.211,0.237,0.447,17,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070312,Prey Norea,3,7,0.022,0.051,0.074,10,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070313,Betsour,13,18,0.183,0.254,0.437,31,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070314,O Taroat,4,4,0.19,0.19,0.381,8,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070315,Tasal,10,15,0.087,0.13,0.217,25,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070316,Samaki,3,1,0.094,0.031,0.125,4,2011,1
Kampong Speu,Samraong Tong,Khtum Krang,5070317,Ek peap,6,19,0.062,0.198,0.26,25,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070401,Roluos,15,23,0.112,0.172,0.284,38,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070402,Thnal Bat,17,16,0.189,0.178,0.367,33,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070403,Ta Nong,10,28,0.062,0.175,0.238,38,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070404,Thlok Doun Sokh,19,6,0.232,0.073,0.305,25,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070405,Srae Phsor,30,14,0.196,0.092,0.288,44,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070406,Kdol,26,18,0.179,0.124,0.303,44,2011,2
Kampong Speu,Samraong Tong,Krang Ampil,5070407,Prey Chheu Teal,22,15,0.262,0.179,0.44,37,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070408,Angvae,17,12,0.189,0.133,0.322,29,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070409,Chamkar Veal,12,11,0.162,0.149,0.311,23,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070410,Anlong Popeay,5,8,0.043,0.068,0.111,13,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070411,Trapeang Krasang,4,10,0.027,0.068,0.095,14,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070412,Ou Tumneab,6,11,0.079,0.145,0.224,17,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070413,Ou Sambuor,8,11,0.066,0.09,0.156,19,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070414,Trapeang Kak,16,18,0.137,0.154,0.291,34,2011,1
Kampong Speu,Samraong Tong,Krang Ampil,5070415,Ta Neang,12,9,0.16,0.12,0.28,21,2011,1
Kampong Speu,Samraong Tong,Pneay,5070501,Tang Krasang,27,34,0.116,0.146,0.262,61,2011,2
Kampong Speu,Samraong Tong,Pneay,5070502,Bati,23,18,0.172,0.134,0.306,41,2011,2
Kampong Speu,Samraong Tong,Pneay,5070503,Trapeang Oul,16,35,0.113,0.246,0.359,51,2011,2
Kampong Speu,Samraong Tong,Pneay,5070504,Krang Snuol,12,40,0.052,0.174,0.226,52,2011,2
Kampong Speu,Samraong Tong,Pneay,5070505,Trapeang Tamoan,13,17,0.079,0.103,0.182,30,2011,1
Kampong Speu,Samraong Tong,Pneay,5070506,Tang Ta Lat,14,24,0.101,0.174,0.275,38,2011,1
Kampong Speu,Samraong Tong,Pneay,5070507,Tnaot Chrum,19,13,0.211,0.144,0.356,32,2011,1
Kampong Speu,Samraong Tong,Pneay,5070508,Ou Leu,7,15,0.14,0.3,0.44,22,2011,2
Kampong Speu,Samraong Tong,Pneay,5070509,Ou Kraom,11,27,0.139,0.342,0.481,38,2011,2
Kampong Speu,Samraong Tong,Pneay,5070510,Trea,10,14,0.109,0.152,0.261,24,2011,2
Kampong Speu,Samraong Tong,Pneay,5070511,Damloung Khya,5,28,0.043,0.239,0.282,33,2011,1
Kampong Speu,Samraong Tong,Pneay,5070512,Prey Sambok,11,17,0.07,0.108,0.177,28,2011,1
Kampong Speu,Samraong Tong,Pneay,5070513,Pou,4,19,0.029,0.139,0.168,23,2011,2
Kampong Speu,Samraong Tong,Pneay,5070514,Krang Ta Roatn,34,53,0.148,0.231,0.38,87,2011,2
Kampong Speu,Samraong Tong,Pneay,5070515,Kouk Mean Chey,17,24,0.16,0.226,0.387,41,2011,1
Kampong Speu,Samraong Tong,Pneay,5070516,Angkor Chea,10,15,0.111,0.167,0.278,25,2011,1
Kampong Speu,Samraong Tong,Pneay,5070517,Beng,12,19,0.098,0.156,0.254,31,2011,1
Kampong Speu,Samraong Tong,Pneay,5070518,Sampov Ngo,13,10,0.151,0.116,0.267,23,2011,1
Kampong Speu,Samraong Tong,Pneay,5070519,Pneay,5,17,0.1,0.34,0.44,22,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070601,Roleang Kreul,21,13,0.169,0.105,0.274,34,2011,2
Kampong Speu,Samraong Tong,Roleang Kreul,5070602,Kandol Phaeum,12,23,0.106,0.204,0.31,35,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070603,Kamnab,5,21,0.034,0.143,0.177,26,2011,2
Kampong Speu,Samraong Tong,Roleang Kreul,5070604,Cambak Ph'aem,4,9,0.078,0.176,0.255,13,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070605,Chamkar Bos,7,16,0.077,0.176,0.253,23,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070606,Sambuor,13,9,0.191,0.132,0.324,22,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070607,Trapeang Sab,7,20,0.108,0.308,0.415,27,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070608,Trapeang Khyang,5,12,0.055,0.132,0.187,17,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070609,Chheu Teal Kraom,5,9,0.05,0.089,0.139,14,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070610,Prey Sala,11,23,0.096,0.2,0.296,34,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070611,Angk Ta Non,15,14,0.161,0.151,0.312,29,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070612,Krang Svay,17,16,0.136,0.128,0.264,33,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070613,Daek Phleung,3,11,0.029,0.105,0.133,14,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070614,Chheu Teal Leu,5,3,0.066,0.039,0.105,8,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070615,Trapeang Ta Aek,7,20,0.091,0.26,0.351,27,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070616,Ruessei Srok,3,1,0.111,0.037,0.148,4,2011,2
Kampong Speu,Samraong Tong,Roleang Kreul,5070617,Roleang Chak,17,23,0.101,0.137,0.238,40,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070618,Angk Metrei,8,20,0.048,0.12,0.169,28,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070619,Sroul,8,11,0.129,0.177,0.306,19,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070620,Rumlech,22,8,0.165,0.06,0.226,30,2011,2
Kampong Speu,Samraong Tong,Roleang Kreul,5070621,Spean Tao,4,15,0.059,0.221,0.279,19,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070622,Trapeang Trav,7,15,0.115,0.246,0.361,22,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070623,Doun Tri Ti Muoy,6,10,0.047,0.079,0.126,16,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070624,Doun Tri Ti Pir,7,6,0.074,0.064,0.138,13,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070625,Trapeang Kakaoh,15,15,0.138,0.138,0.275,30,2011,1
Kampong Speu,Samraong Tong,Roleang Kreul,5070626,Rovieng,5,14,0.089,0.25,0.339,19,2011,2
Kampong Speu,Samraong Tong,Samraong Tong,5070701,Trapeang Leaeng,8,11,0.143,0.196,0.339,19,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070702,Tonle Kantil,3,12,0.035,0.141,0.176,15,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070703,Robang Chroh,13,10,0.162,0.125,0.288,23,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070704,Roung Kou,0,8,0,0.099,0.099,8,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070705,Angkor Chea,3,15,0.048,0.242,0.29,18,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070706,Trapeang Tras,6,9,0.059,0.088,0.147,15,2011,2
Kampong Speu,Samraong Tong,Samraong Tong,5070707,Angk Tonloab,29,11,0.227,0.086,0.312,40,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070708,Samraong Tong Kandal,5,5,0.077,0.077,0.154,10,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070709,Trapeang Chuon,9,13,0.102,0.148,0.25,22,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070710,Samraong Tong Kraom,6,15,0.092,0.231,0.323,21,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070711,Samraong Tong Leu,12,5,0.197,0.082,0.279,17,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070712,Trapeang Ta Lat,7,8,0.093,0.107,0.2,15,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070713,Changkran Daek,10,8,0.112,0.09,0.202,18,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070714,Sophi,8,21,0.125,0.328,0.453,29,2011,2
Kampong Speu,Samraong Tong,Samraong Tong,5070715,Chong Boeng,24,19,0.242,0.192,0.434,43,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070716,Trapeang Prus,6,14,0.094,0.219,0.312,20,2011,1
Kampong Speu,Samraong Tong,Samraong Tong,5070717,Kaev Muni,15,17,0.138,0.156,0.294,32,2011,2
Kampong Speu,Samraong Tong,Samraong Tong,5070718,Andoung,10,9,0.127,0.114,0.241,19,2011,1
Kampong Speu,Samraong Tong,Sambour,5070801,Angk Ta Loek,14,12,0.083,0.071,0.155,26,2011,1
Kampong Speu,Samraong Tong,Sambour,5070802,Krang Leav,9,10,0.087,0.096,0.183,19,2011,1
Kampong Speu,Samraong Tong,Sambour,5070803,Sdok Pring,2,4,0.025,0.051,0.076,6,2011,1
Kampong Speu,Samraong Tong,Sambour,5070804,Thma Koul,7,15,0.053,0.115,0.168,22,2011,1
Kampong Speu,Samraong Tong,Sambour,5070805,Kab Chen,4,13,0.041,0.133,0.173,17,2011,1
Kampong Speu,Samraong Tong,Sambour,5070806,Trapeang Ruessei,15,14,0.099,0.092,0.191,29,2011,1
Kampong Speu,Samraong Tong,Sambour,5070807,Ta Por,8,15,0.06,0.112,0.172,23,2011,1
Kampong Speu,Samraong Tong,Sambour,5070808,Ampil Tuek,3,6,0.058,0.115,0.173,9,2011,3
Kampong Speu,Samraong Tong,Sambour,5070809,Angk Khmau,23,9,0.167,0.065,0.232,32,2011,1
Kampong Speu,Samraong Tong,Sambour,5070810,Prey Ta Chab,11,9,0.131,0.107,0.238,20,2011,1
Kampong Speu,Samraong Tong,Sambour,5070811,Trapeang Veaeng Muoy,9,11,0.078,0.095,0.172,20,2011,1
Kampong Speu,Samraong Tong,Sambour,5070812,Trapeang Veaeng Pir,7,15,0.06,0.129,0.19,22,2011,1
Kampong Speu,Samraong Tong,Sambour,5070813,Kor,26,13,0.165,0.082,0.247,39,2011,2
Kampong Speu,Samraong Tong,Sambour,5070814,Bangkaeuy,10,10,0.11,0.11,0.22,20,2011,1
Kampong Speu,Samraong Tong,Sambour,5070815,Trapeang Noan,8,2,0.111,0.028,0.139,10,2011,1
Kampong Speu,Samraong Tong,Sambour,5070816,Prey Pongro,9,6,0.153,0.102,0.254,15,2011,1
Kampong Speu,Samraong Tong,Sambour,5070817,La Thyung,0,2,0,0.067,0.067,2,2011,1
Kampong Speu,Samraong Tong,Sambour,5070818,Trapeang Kantuot,5,5,0.116,0.116,0.233,10,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070901,Prey Sya,13,16,0.059,0.073,0.132,29,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070902,Svay Ta Vong,9,19,0.062,0.132,0.194,28,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070903,Saen Dei,14,29,0.069,0.143,0.212,43,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070904,Srah Srang,7,22,0.043,0.137,0.18,29,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070905,Phlov Chruk,2,2,0.044,0.044,0.089,4,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070906,Doun Kaev,7,15,0.067,0.144,0.212,22,2011,2
Kampong Speu,Samraong Tong,Saen Dei,5070907,Tuol Ta Sokh,5,12,0.066,0.158,0.224,17,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070908,Prey Rumduol,11,12,0.099,0.108,0.207,23,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070909,Trapeang Prei,4,16,0.052,0.208,0.26,20,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070910,Traok Veaeng,10,16,0.093,0.148,0.241,26,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070911,Trapeang Damrei,4,25,0.031,0.192,0.223,29,2011,2
Kampong Speu,Samraong Tong,Saen Dei,5070912,Ou Rumchek,3,9,0.025,0.074,0.098,12,2011,2
Kampong Speu,Samraong Tong,Saen Dei,5070913,Moha Lumpeang Ti Muoy,5,30,0.023,0.137,0.16,35,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070914,Tumnob,4,7,0.062,0.109,0.172,11,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070915,Thlok Andas,9,8,0.087,0.078,0.165,17,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070916,Samraong Cheung Phnum,4,22,0.043,0.237,0.28,26,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070917,Moha Lumpeang Ti Pir,10,9,0.093,0.083,0.176,19,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070918,Srae Traok,18,9,0.202,0.101,0.303,27,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070919,Veal Vong,7,9,0.068,0.087,0.155,16,2011,1
Kampong Speu,Samraong Tong,Saen Dei,5070920,Trapeang Kaes,11,21,0.109,0.208,0.317,32,2011,2
Kampong Speu,Samraong Tong,Saen Dei,5070921,Prey Chreav,19,11,0.194,0.112,0.306,30,2011,1
Kampong Speu,Samraong Tong,Skuh,5071001,Bel,3,16,0.038,0.205,0.244,19,2011,1
Kampong Speu,Samraong Tong,Skuh,5071002,Krang,0,12,0,0.333,0.333,12,2011,1
Kampong Speu,Samraong Tong,Skuh,5071003,Kouk Rongeang,0,8,0,0.099,0.099,8,2011,1
Kampong Speu,Samraong Tong,Skuh,5071004,Krang Metrei,25,19,0.161,0.123,0.284,44,2011,1
Kampong Speu,Samraong Tong,Skuh,5071005,Ou Snao,5,15,0.078,0.234,0.312,20,2011,1
Kampong Speu,Samraong Tong,Skuh,5071006,Svay Dangkum,33,12,0.179,0.065,0.245,45,2011,1
Kampong Speu,Samraong Tong,Skuh,5071007,Doun at,16,26,0.103,0.167,0.269,42,2011,1
Kampong Speu,Samraong Tong,Skuh,5071008,Krang Kruoch,9,17,0.082,0.155,0.236,26,2011,1
Kampong Speu,Samraong Tong,Skuh,5071009,Krang Tralach,9,27,0.063,0.189,0.252,36,2011,1
Kampong Speu,Samraong Tong,Skuh,5071010,Prey Pongro,21,6,0.292,0.083,0.375,27,2011,1
Kampong Speu,Samraong Tong,Skuh,5071011,Trapeang Angk,17,7,0.193,0.08,0.273,24,2011,2
Kampong Speu,Samraong Tong,Skuh,5071012,Anlong Snao,8,11,0.062,0.086,0.148,19,2011,1
Kampong Speu,Samraong Tong,Skuh,5071013,Reung Peung,13,42,0.073,0.235,0.307,55,2011,2
Kampong Speu,Samraong Tong,Skuh,5071014,Krang Ampil,12,6,0.152,0.076,0.228,18,2011,1
Kampong Speu,Samraong Tong,Skuh,5071015,Trapeang Srang,4,11,0.047,0.128,0.174,15,2011,1
Kampong Speu,Samraong Tong,Skuh,5071016,Tuek Lich,3,8,0.034,0.09,0.124,11,2011,1
Kampong Speu,Samraong Tong,Skuh,5071017,Prey Beng,8,17,0.071,0.152,0.223,25,2011,1
Kampong Speu,Samraong Tong,Skuh,5071018,Prey Trach,2,5,0.056,0.139,0.194,7,2011,1
Kampong Speu,Samraong Tong,Skuh,5071019,Trapeang Ta Luong,2,16,0.022,0.176,0.198,18,2011,1
Kampong Speu,Samraong Tong,Skuh,5071020,Prey Rongieng,3,6,0.037,0.073,0.11,9,2011,1
Kampong Speu,Samraong Tong,Skuh,5071021,Tonloab,5,21,0.04,0.169,0.21,26,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071101,Andoung Sla,6,16,0.045,0.12,0.165,22,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071102,Anlong Thomm,2,7,0.028,0.099,0.127,9,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071103,Krang Spueu,1,12,0.009,0.105,0.114,13,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071104,Samret,5,15,0.04,0.121,0.161,20,2011,2
Kampong Speu,Samraong Tong,Tang Krouch,5071105,Sampan,5,19,0.053,0.202,0.255,24,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071106,Thmei,5,10,0.047,0.093,0.14,15,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071107,Krang Mkak,5,3,0.098,0.059,0.157,8,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071108,Tumpeam,3,8,0.035,0.093,0.128,11,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071109,Krues Thum,8,9,0.098,0.11,0.207,17,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071110,Tuek L'ak,15,11,0.129,0.095,0.224,26,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071111,Pongro,2,3,0.045,0.068,0.114,5,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071112,Chamkar Slaeng,14,13,0.184,0.171,0.355,27,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071113,Phdau Pen,11,6,0.18,0.098,0.279,17,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071114,Champei,5,6,0.044,0.053,0.096,11,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071115,Angk Ta Mau,9,17,0.09,0.17,0.26,26,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071116,Chong Thnal,6,9,0.136,0.205,0.341,15,2011,2
Kampong Speu,Samraong Tong,Tang Krouch,5071117,Santephep,1,4,0.034,0.138,0.172,5,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071118,Tmaiotdom,7,9,0.108,0.138,0.246,16,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071119,Tnalbath,6,7,0.07,0.081,0.151,13,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071120,O koki,18,21,0.122,0.143,0.265,39,2011,1
Kampong Speu,Samraong Tong,Tang Krouch,5071121,Ou Neang Hing,9,0,0.117,0,0.117,9,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071201,Prey Veav,6,30,0.037,0.185,0.222,36,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071202,Pongro,5,12,0.086,0.207,0.293,17,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071203,Tang Ruessei,14,3,0.219,0.047,0.266,17,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071204,Prey Kantrong,6,16,0.04,0.107,0.148,22,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071205,Dei Kraham,13,36,0.065,0.179,0.244,49,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071206,Prey Kdei,3,11,0.05,0.183,0.233,14,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071207,Trapeang Sar,9,12,0.123,0.164,0.288,21,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071208,Trapeang Leaph,11,28,0.071,0.179,0.25,39,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071209,Krang Svay,14,15,0.097,0.103,0.2,29,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071210,Cheung Kdei,9,12,0.102,0.136,0.239,21,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071211,Thlok Dangkao,2,18,0.019,0.167,0.185,20,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071212,Mkak,20,10,0.174,0.087,0.261,30,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071213,Chrak Ruessei,4,12,0.069,0.207,0.276,16,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071214,Prey Kampok,18,27,0.107,0.161,0.268,45,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071215,Prey Pradak,2,8,0.034,0.138,0.172,10,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071216,Cheung Phnum,10,16,0.12,0.193,0.313,26,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071217,Krang,5,10,0.076,0.152,0.227,15,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071218,Mon,15,2,0.221,0.029,0.25,17,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071219,Dei La,3,7,0.052,0.121,0.172,10,2011,1
Kampong Speu,Samraong Tong,Thommoda Ar,5071220,Srae Traeng,5,17,0.07,0.239,0.31,22,2011,2
Kampong Speu,Samraong Tong,Thommoda Ar,5071221,Srei Prasaeur,10,31,0.072,0.225,0.297,41,2011,2
Kampong Speu,Samraong Tong,Trapeang Kong,5071301,Thma Bang,10,3,0.128,0.038,0.167,13,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071302,Trakiet,22,1,0.253,0.011,0.264,23,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071303,Bak Chenhchien,5,9,0.069,0.125,0.194,14,2011,2
Kampong Speu,Samraong Tong,Trapeang Kong,5071304,Lumpeaeng Preah Ream,12,10,0.103,0.086,0.19,22,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071305,Ou Krang Ambel,3,12,0.021,0.085,0.106,15,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071306,Anlong Kong,1,5,0.014,0.069,0.083,6,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071307,Trapeang Kyang,0,16,0,0.136,0.136,16,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071308,Prey Phdau,27,24,0.08,0.071,0.151,51,2011,2
Kampong Speu,Samraong Tong,Trapeang Kong,5071309,Srae Ambel,12,11,0.126,0.116,0.242,23,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071310,Banh Kangkaeb,3,0,0.033,0,0.033,3,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071311,Trapeang Kong,4,12,0.028,0.085,0.113,16,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071312,Trapeang Veaeng,10,3,0.053,0.016,0.07,13,2011,2
Kampong Speu,Samraong Tong,Trapeang Kong,5071313,Soben,4,1,0.08,0.02,0.1,5,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071314,Sangkruoh Cheat,8,14,0.086,0.151,0.237,22,2011,1
Kampong Speu,Samraong Tong,Trapeang Kong,5071315,Trapeang Sang Chiek,2,9,0.053,0.237,0.289,11,2011,1
