Province,District,Com_Code,Commune,TT_Family,TT_M,TT_F,TT_Both,Both_UP_18,M_18_24,F_18_24,M_25_35,F_25_35,M_36_45,F_36_45,M_46_60,F_46_60,M_UP_61,F_UP_61,M_IM_UP_18,F_IM_UP_18,Both_IM_18,IM_UP_18_P,IM_POP_P
Svay Rieng,Kampong Rou,200206,Reach Montir,898,1740,1840,3580,2308,394,305,278,350,215,241,141,186,97,101,6,5,11,0.48000000000,0.31000000000
Svay Rieng,Chantrea,200109,Samraong,828,1731,1693,3424,2118,310,277,346,316,182,183,166,197,40,101,0,4,4,0.19000000000,0.12000000000
Takeo,Treang,211008,Roneam,1974,4621,4780,9401,4976,509,560,626,598,553,470,468,486,343,363,105,31,136,2.73000000000,1.45000000000
Preah Sihanouk,Prey Nob,180209,Sameakki,953,2096,2203,4299,2450,307,268,194,317,281,234,215,184,192,258,10,8,18,0.73000000000,0.42000000000
Takeo,Tram Kak,210905,Nhaeng Nhang,1452,3203,3428,6631,4396,470,447,565,569,407,466,309,407,323,433,27,12,39,0.89000000000,0.59000000000
Kampot,Chum Kiri,070407,Trapeang Reang,1545,3202,3781,6983,3787,350,488,389,497,374,417,381,440,218,233,22,22,44,1.16000000000,0.63000000000
Preah Sihanouk,Prey Nob,180204,Cheung Kou,2301,5192,5199,10391,5826,734,679,749,738,505,547,599,605,338,332,61,62,123,2.11000000000,1.18000000000
Takeo,Treang,211013,Thlok,2430,5909,6486,12395,6996,789,929,757,830,669,727,555,718,477,545,414,252,666,9.52000000000,5.37000000000
Takeo,Tram Kak,210913,Tram Kak,2838,6374,6725,13099,8090,851,844,812,871,789,894,703,743,786,797,73,58,131,1.62000000000,1.00000000000
Takeo,Treang,211007,Prey Sloek,2388,6259,6797,13056,7836,734,700,906,984,668,812,718,784,659,871,487,312,799,10.20000000000,6.12000000000
Takeo,Treang,211004,Khvav,2276,5494,5738,11232,6779,897,944,765,795,689,717,524,633,381,434,165,108,273,4.03000000000,2.43000000000
Svay Rieng,Kampong Rou,200212,Tnaot,1720,3925,4226,8151,4818,499,588,483,533,475,484,428,501,366,461,3,8,11,0.23000000000,0.13000000000
Kampot,Chum Kiri,070401,Chres,1717,3715,3869,7584,4089,629,506,496,520,403,471,320,439,149,156,172,98,270,6.60000000000,3.56000000000
Kampot,Chum Kiri,070402,Chumpu Voan,1974,4060,4603,8663,4838,587,588,570,634,479,567,408,543,185,277,26,24,50,1.03000000000,0.58000000000
Takeo,Borei Cholsar,210305,Kouk Pou,2253,5209,5277,10486,6364,717,610,729,756,527,562,561,555,660,687,157,449,606,9.52000000000,5.78000000000
Svay Rieng,Chantrea,200110,Tuol Sdei,645,1496,1333,2829,1666,165,171,202,200,176,203,148,161,180,60,0,0,0,0.00000000000,0.00000000000
Kampot,Angkor Chey,070103,Champei,2213,4978,5439,10417,6480,859,883,775,863,475,608,513,643,365,496,47,23,70,1.08000000000,0.67000000000
Svay Rieng,Chantrea,200103,Chantrea,887,1839,2138,3977,2156,208,322,219,247,226,268,220,299,61,86,2,1,3,0.14000000000,0.08000000000
Takeo,Treang,211001,Angkanh,1251,2984,3263,6247,3609,378,467,403,450,357,391,322,332,242,267,132,144,276,7.65000000000,4.42000000000
Svay Rieng,Kampong Rou,200211,Thmei,1564,2840,3074,5914,3100,379,434,408,461,292,240,262,312,132,180,2,0,2,0.06000000000,0.03000000000
Kampot,Chhuk,070311,Neareay,1269,2963,3000,5963,3366,426,468,385,366,354,325,247,335,190,270,136,123,259,7.69000000000,4.34000000000
Kampot,Chhuk,070304,Chhuk,1769,3905,4261,8166,4387,566,598,457,538,405,519,373,373,264,294,14,4,18,0.41000000000,0.22000000000
Kampot,Chhuk,070307,Krang Snay,2182,5112,5312,10424,6293,673,707,761,804,591,614,522,682,459,480,208,58,266,4.23000000000,2.55000000000
Takeo,Borei Cholsar,210303,Doung Khpos,1312,3160,3531,6691,3791,406,460,408,421,384,442,314,366,280,310,387,211,598,15.77000000000,8.94000000000
Takeo,Treang,211002,Angk Khnor,970,2233,2504,4737,2896,361,447,324,396,281,310,240,247,131,159,394,266,660,22.79000000000,13.93000000000
Takeo,Borei Cholsar,210301,Borei Cholsar,802,2002,1934,3936,2475,373,353,391,366,220,210,214,226,58,64,26,58,84,3.39000000000,2.13000000000
Kampot,Chhuk,070308,Lbaeuk,1791,4067,4328,8395,4939,569,603,542,566,556,576,432,525,285,285,33,24,57,1.15000000000,0.68000000000
Kampot,Angkor Chey,070110,Samlanh,1505,3480,3621,7101,4539,527,503,555,566,486,420,419,426,323,314,31,12,43,0.95000000000,0.61000000000
Takeo,Treang,211006,Angk Kaev,859,2087,2188,4275,2606,347,332,408,388,222,239,200,264,79,127,65,38,103,3.95000000000,2.41000000000
Kampot,Chhuk,070310,Mean Chey,1100,2219,2455,4674,2886,364,378,387,434,270,310,201,244,129,169,38,25,63,2.18000000000,1.35000000000
Kampot,Angkor Chey,070105,Dan Koum,1399,2879,3120,5999,3983,351,349,422,528,365,434,345,406,377,406,80,54,134,3.36000000000,2.23000000000
Takeo,Treang,211005,Prambei Mum,1800,4814,5032,9846,6238,812,869,762,804,549,596,518,591,336,401,225,135,360,5.77000000000,3.66000000000
Kampot,Angkor Chey,070109,Praphnum,1225,2746,2917,5663,3679,361,360,466,466,342,415,287,340,282,360,18,13,31,0.84000000000,0.55000000000
Kampot,Chhuk,070314,Tramaeng,1451,3251,3656,6907,4407,456,490,531,632,414,453,389,422,285,335,34,19,53,1.20000000000,0.77000000000
Kampot,Chhuk,070303,Boeng Nimol,1413,3049,3359,6408,3838,454,492,429,458,361,503,292,318,258,273,123,40,163,4.25000000000,2.54000000000
Takeo,Kaoh Andaet,210505,Romenh,2495,5934,6122,12056,7307,689,721,960,844,592,746,602,797,627,729,153,171,324,4.43000000000,2.69000000000
Takeo,Kaoh Andaet,210506,Thlea Prachum,1315,3152,3223,6375,3903,479,471,474,490,362,420,367,391,214,235,73,60,133,3.41000000000,2.09000000000
Takeo,Treang,211014,Tralach,1159,2738,2948,5686,3402,379,425,404,449,328,367,238,319,240,253,163,109,272,8.00000000000,4.78000000000
Kampot,Chhuk,070312,Satv Pong,1670,4712,6167,10879,5469,463,710,528,687,558,695,529,588,275,436,50,10,60,1.10000000000,0.55000000000
Takeo,Treang,211003,Chi Khma,1024,2399,2718,5117,2662,360,413,272,323,202,246,202,262,169,213,88,59,147,5.52000000000,2.87000000000
Kampot,Angkor Chey,070101,Angk Phnum Touch,1115,2561,2598,5159,3331,420,360,420,424,295,319,296,343,193,261,32,14,46,1.38000000000,0.89000000000
Kampot,Angkor Chey,070102,Ankor Chey,1028,2341,2312,4653,3238,416,353,402,398,301,336,283,306,183,260,7,2,9,0.28000000000,0.19000000000
Kampot,Angkor Chey,070104,Dambouk Khpos,3851,8154,8144,16298,10045,997,960,1289,1420,968,1059,842,1000,643,867,137,106,243,2.42000000000,1.49000000000
Kampot,Chhuk,070306,Krang Sbov,1359,2746,2838,5584,3947,466,450,427,461,404,419,318,438,268,296,67,36,103,2.61000000000,1.84000000000
Takeo,Treang,211010,Sanlung,1451,2983,3227,6210,4002,314,332,456,509,396,481,331,419,349,415,32,29,61,1.52000000000,0.98000000000
Kampot,Tuek Chhou,070716,Thmei,1732,4230,4477,8707,5452,667,608,681,721,459,550,390,501,419,456,13,16,29,0.53000000000,0.33000000000
Takeo,Treang,211011,Smaong,1277,3192,3129,6321,3891,479,469,452,439,370,345,376,396,259,306,50,44,94,2.42000000000,1.49000000000
Kampot,Tuek Chhou,070715,Stueng Kaev,1296,2872,2996,5868,3296,300,260,340,399,358,407,356,310,284,282,24,38,62,1.88000000000,1.06000000000
Takeo,Borei Cholsar,210304,Kampong Krasang,890,1979,1945,3924,2209,238,270,286,306,203,207,195,214,143,147,63,67,130,5.89000000000,3.31000000000
Kampot,Chhuk,070301,Baniev,1290,2965,3180,6145,3446,425,448,403,418,367,350,272,320,185,258,61,35,96,2.79000000000,1.56000000000
Kampot,Angkor Chey,070111,Tani,2120,4683,4750,9433,6148,723,662,757,826,629,572,477,648,411,443,1,0,1,0.02000000000,0.01000000000
Kampot,Chhuk,070305,Doun Yay,1350,3216,3240,6456,4185,555,513,766,584,344,368,286,371,159,239,58,29,87,2.08000000000,1.35000000000
Kampot,Chhuk,070313,Trapeang Bei,1264,2780,2815,5595,3098,465,383,389,425,273,314,226,253,135,235,33,26,59,1.90000000000,1.05000000000
Kampot,Tuek Chhou,070713,Prey Thnang,2107,4825,5046,9871,5879,493,499,652,644,741,851,588,597,409,405,102,65,167,2.84000000000,1.69000000000
Kampot,Dang Tong,070509,Angk  Romeas,1496,3318,3442,6760,3657,470,480,469,524,404,458,277,329,117,129,17,18,35,0.96000000000,0.52000000000
Kampot,Dang Tong,070510,L'ang,1588,3273,3433,6706,3723,429,421,438,464,387,393,454,527,95,115,33,23,56,1.50000000000,0.84000000000
Takeo,Kaoh Andaet,210502,Pech Sar,1835,4419,4681,9100,5369,601,657,565,638,527,625,513,582,316,345,63,65,128,2.38000000000,1.41000000000
Takeo,Kaoh Andaet,210503,Prey Khla,2346,5196,5528,10724,6206,620,678,728,781,585,657,543,586,480,548,83,87,170,2.74000000000,1.59000000000
Preah Sihanouk,Preah Sihanouk,180105,Kaoh Rung,495,1092,1035,2127,1163,142,125,155,152,137,125,127,129,37,34,2,2,4,0.34000000000,0.19000000000
Takeo,Kiri Vong,210401,Angk Prasat,1978,4981,5098,10079,6158,694,720,832,854,468,592,546,612,388,452,27,16,43,0.70000000000,0.43000000000
Takeo,Kiri Vong,210406,Kouk Prech,2737,6369,6671,13040,8267,823,863,983,1096,798,887,766,906,528,617,178,50,228,2.76000000000,1.75000000000
Kampot,Banteay Meas,070214,Voat Angk Khang Cheung,1572,3479,3561,7040,4693,466,458,584,564,414,458,382,489,449,429,67,38,105,2.24000000000,1.49000000000
Kampot,Angkor Chey,070108,Phnum Kong,2386,5312,5770,11082,7195,779,820,836,856,706,655,645,787,476,635,87,60,147,2.04000000000,1.33000000000
Kampot,Dang Tong,070501,Damnak Sokram,924,1881,2103,3984,2484,194,225,260,302,266,300,218,278,183,258,9,4,13,0.52000000000,0.33000000000
Kampot,Dang Tong,070508,Totung,1667,3709,3597,7306,4520,516,536,721,636,415,423,339,387,262,285,17,7,24,0.53000000000,0.33000000000
Kampot,Dang Tong,070505,Mean Ritth,1227,3327,3503,6830,3874,393,405,435,504,413,477,406,423,214,204,15,16,31,0.80000000000,0.45000000000
Kampot,Banteay Meas,070205,Samraong Leu,1299,2923,3165,6088,4210,383,350,369,397,383,471,324,398,514,621,32,14,46,1.09000000000,0.76000000000
Kampot,Banteay Meas,070204,Samraong Kraom,1413,3110,3479,6589,4251,498,527,564,585,384,416,322,367,233,355,42,29,71,1.67000000000,1.08000000000
Kampot,Angkor Chey,070106,Daeum Doung,750,1446,1569,3015,1997,233,218,260,281,156,189,174,225,90,171,12,4,16,0.80000000000,0.53000000000
Kampot,Banteay Meas,070210,Trapeang Sala Khang Kaeut,947,2401,1953,4354,2864,233,181,316,248,456,268,367,315,261,219,3,0,3,0.10000000000,0.07000000000
Preah Sihanouk,Stueng Hav,180303,Tumnob Rolok,1537,3956,3896,7852,5206,683,698,888,741,401,412,459,539,171,214,81,52,133,2.55000000000,1.69000000000
Preah Sihanouk,Stueng Hav,180301,Kampenh,367,904,873,1777,1151,171,164,176,162,88,98,101,107,37,47,2,3,5,0.43000000000,0.28000000000
Preah Sihanouk,Prey Nob,180211,Tuek L'ak,877,2109,2097,4206,2214,228,271,300,274,209,223,209,221,121,158,26,17,43,1.94000000000,1.02000000000
Takeo,Kaoh Andaet,210501,Krapum Chhuk,2095,4789,5138,9927,6144,642,740,697,839,572,650,553,641,371,439,102,86,188,3.06000000000,1.89000000000
Kampot,Tuek Chhou,070709,Makprang,1014,2437,2514,4951,3216,354,344,300,292,356,360,394,396,203,217,1,4,5,0.16000000000,0.10000000000
Kampot,Angkor Chey,070107,Mroum,1103,2498,2620,5118,3423,408,329,441,490,313,327,260,403,130,322,6,3,9,0.26000000000,0.18000000000
Preah Sihanouk,Prey Nob,180210,Samrong,1285,3233,3374,6607,3882,549,522,525,544,346,352,327,384,126,207,52,53,105,2.70000000000,1.59000000000
Kampot,Banteay Meas,070215,Voat Angk Khang Tboung,1426,2968,3413,6381,4313,444,720,483,577,388,413,304,393,230,361,39,19,58,1.34000000000,0.91000000000
Preah Sihanouk,Stueng Hav,180302,Ou Treh,709,2033,1610,3643,2000,283,239,290,295,181,187,201,208,50,66,4,9,13,0.65000000000,0.36000000000
Preah Sihanouk,Prey Nob,180214,Veal Renh,1909,4917,5107,10024,6182,789,750,824,835,589,590,571,615,211,408,72,47,119,1.92000000000,1.19000000000
Takeo,Borei Cholsar,210302,Chey Chouk,559,1167,1230,2397,1494,203,173,254,163,133,145,113,146,84,80,17,13,30,2.01000000000,1.25000000000
Kampot,Dang Tong,070502,Dang Tong,2236,5016,5309,10325,6375,651,624,688,736,710,671,729,858,252,456,42,20,62,0.97000000000,0.60000000000
Kampot,Banteay Meas,070211,Trapeang Sala Khang Lech,1223,2773,2898,5671,3546,485,480,478,495,316,383,260,340,133,176,27,33,60,1.69000000000,1.06000000000
Takeo,Kiri Vong,210410,Ream Andaeuk,1102,2930,2803,5733,3647,388,335,387,391,412,356,349,426,290,313,32,25,57,1.56000000000,0.99000000000
Takeo,Kaoh Andaet,210504,Prey Yuthka,1035,2109,2098,4207,2653,341,316,457,419,220,229,183,213,133,142,90,109,199,7.50000000000,4.73000000000
Kampot,Tuek Chhou,070712,Prey Khmum,1433,3265,3594,6859,4279,552,559,537,616,318,359,313,436,257,332,4,7,11,0.26000000000,0.16000000000
Preah Sihanouk,Prey Nob,180212,Tuek Thla,1123,2641,2595,5236,3055,434,422,404,418,260,274,257,297,136,153,24,15,39,1.28000000000,0.74000000000
Kampot,Tuek Chhou,070705,Kandaol,2367,5773,6526,12299,7304,952,1068,894,988,592,728,688,769,249,376,8,15,23,0.31000000000,0.19000000000
Kampot,Dang Tong,070506,Srae Chea Khang Cheung,859,2027,2070,4097,2306,274,268,292,316,213,230,184,247,127,155,14,11,25,1.08000000000,0.61000000000
Preah Sihanouk,Preah Sihanouk,180101,Muoy,3558,8332,8883,17215,10405,1296,1304,1564,1685,1092,1353,720,841,258,292,43,36,79,0.76000000000,0.46000000000
Kampot,Banteay Meas,070213,Tuk Meas Khang Lech,2388,5286,5406,10692,6523,581,642,779,806,672,747,572,635,549,540,15,17,32,0.49000000000,0.30000000000
Kampot,Dang Tong,070507,Srae Chea Khang Tboung,688,1593,1710,3303,1979,214,236,301,328,183,216,121,192,68,120,15,16,31,1.57000000000,0.94000000000
Kampot,Tuek Chhou,070703,Kampong Kraeng,1400,3358,3595,6953,4439,467,537,500,547,439,456,427,479,290,297,27,43,70,1.58000000000,1.01000000000
Preah Sihanouk,Prey Nob,180201,Andoung Thma,1266,3119,3049,6168,3318,519,483,361,392,316,291,292,349,134,181,68,49,117,3.53000000000,1.90000000000
Kampot,Banteay Meas,070201,Banteay Meas Khang Kaeut,1979,4300,4487,8787,6014,612,593,769,788,552,575,577,675,388,485,55,42,97,1.61000000000,1.10000000000
Kampot,Tuek Chhou,070711,Preaek Tnoat,1841,4585,4514,9099,5560,802,782,843,830,462,439,466,506,186,244,36,29,65,1.17000000000,0.71000000000
Takeo,Kiri Vong,210404,Kampeaeng,1775,3686,3731,7417,4146,489,493,438,449,464,439,342,485,262,285,29,18,47,1.13000000000,0.63000000000
Takeo,Kiri Vong,210403,Kamnab,748,1601,1656,3257,2219,251,244,220,238,234,269,212,242,167,142,19,13,32,1.44000000000,0.98000000000
Kampot,Banteay Meas,070202,Banteay Meas Khang lech,1799,3753,4020,7773,5135,484,421,691,736,491,546,465,562,328,411,24,13,37,0.72000000000,0.48000000000
Kampot,Banteay Meas,070212,Tuk Meas Khang Kaeut,1250,2602,2989,5591,3659,406,352,480,507,358,407,271,381,215,282,38,23,61,1.67000000000,1.09000000000
Takeo,Kiri Vong,210402,Preah Bat Choan Chum,3883,11360,11216,22576,14322,1453,1467,1872,1864,1233,1279,1472,1432,1153,1097,116,73,189,1.32000000000,0.84000000000
Preah Sihanouk,Prey Nob,180203,Bet Trang,887,1986,2041,4027,2423,348,341,341,363,188,208,194,236,89,115,4,13,17,0.70000000000,0.42000000000
Kampot,Banteay Meas,070207,Sdach Kong Khang lech,1093,2432,2649,5081,2726,396,354,370,411,240,277,133,287,83,175,70,80,150,5.50000000000,2.95000000000
Kampot,Dang Tong,070503,Khcheay Khang Cheung,997,2314,2442,4756,2770,302,299,291,310,305,306,288,309,174,186,31,27,58,2.09000000000,1.22000000000
Takeo,Kiri Vong,210408,Prey Ampok,1793,4109,4322,8431,5145,612,509,612,747,443,498,476,555,283,410,196,93,289,5.62000000000,3.43000000000
Preah Sihanouk,Prey Nob,180208,Ream,2069,4801,5036,9837,5499,635,665,730,638,601,629,532,493,256,320,7,24,31,0.56000000000,0.32000000000
Preah Sihanouk,Prey Nob,180213,Tuol Totueng,859,2209,2258,4467,2488,251,274,272,264,218,263,223,297,204,222,29,20,49,1.97000000000,1.10000000000
Takeo,Kiri Vong,210409,Prey Rumdeng,2443,5038,5258,10296,6148,695,796,683,753,607,621,524,574,447,448,301,197,498,8.10000000000,4.84000000000
Preah Sihanouk,Preah Sihanouk,180103,Bei,4250,10130,10432,20562,13117,1677,1825,1662,1807,1353,1649,1037,1197,435,475,10,15,25,0.19000000000,0.12000000000
Kampot,Tuek Chhou,070704,Kampong Samraong,623,1676,1699,3375,1858,257,243,261,249,171,165,153,146,107,106,12,16,28,1.51000000000,0.83000000000
Kampot,Dang Tong,070504,Khcheay Khang Tboung,1121,2536,2575,5111,2742,395,406,342,364,256,274,174,263,118,150,15,14,29,1.06000000000,0.57000000000
Kampot,Tuek Chhou,070717,Trapeang Pring,1445,3578,3923,7501,4439,432,362,408,439,408,458,310,457,501,664,57,38,95,2.14000000000,1.27000000000
Kampot,Tuek Chhou,070707,Kaoh Touch,1255,3171,3139,6310,4247,1019,972,462,430,260,269,221,264,147,203,48,52,100,2.35000000000,1.58000000000
Kampot,Kampot,070804,Andoung Khmer,2116,5408,5564,10972,5281,708,730,571,723,535,516,412,470,301,315,8,12,20,0.38000000000,0.18000000000
Preah Sihanouk,Prey Nob,180207,Prey Nob,1397,3619,3613,7232,4310,490,433,485,463,364,375,396,429,492,383,27,37,64,1.48000000000,0.88000000000
Takeo,Kiri Vong,210405,Kiri Chong Kaoh,1261,2862,3030,5892,3827,400,393,473,533,395,379,355,485,181,233,51,31,82,2.14000000000,1.39000000000
Preah Sihanouk,Preah Sihanouk,180102,Pir,2195,5083,5179,10262,7058,788,810,910,909,731,673,761,881,268,327,29,31,60,0.85000000000,0.58000000000
Kampot,Tuek Chhou,070719,Trapeang Thum,618,1460,1509,2969,2017,236,230,252,213,160,181,190,228,130,197,11,9,20,0.99000000000,0.67000000000
Preah Sihanouk,Preah Sihanouk,180104,Buon,5252,11658,12275,23933,14098,1864,2104,1757,1739,1398,1401,1110,1356,786,583,108,97,205,1.45000000000,0.86000000000
Kampot,Tuek Chhou,070701,Boeng Tuk,1103,2506,2627,5133,3280,423,476,459,473,281,274,275,332,123,164,14,22,36,1.10000000000,0.70000000000
Kampot,Kampong Trach,070603,Damnak Kantuot Khang Cheung,1387,3055,3164,6219,4007,452,392,634,569,309,373,368,412,222,276,61,58,119,2.97000000000,1.91000000000
Kampot,Kampong Trach,070606,Kampong Trach Khang Lech,1327,3107,3118,6225,4020,514,455,506,464,398,412,346,424,226,275,41,53,94,2.34000000000,1.51000000000
Kampot,Kampong Trach,070604,Damnak Kantuot Khang Tboung,1709,4080,4263,8343,5210,626,570,602,643,575,534,370,473,367,450,57,64,121,2.32000000000,1.45000000000
Kampot,Kampot,070802,Krang Ampil,903,2133,2380,4513,3006,414,435,385,479,319,345,210,280,55,84,9,7,16,0.53000000000,0.35000000000
Kampot,Kampot,070803,Kampong Bay,1144,2776,3056,5832,3706,410,447,404,421,428,446,391,486,126,147,21,9,30,0.81000000000,0.51000000000
Kampot,Tuek Chhou,070708,Koun Satv,1795,4322,4868,9190,5557,612,715,617,758,552,575,442,504,351,431,3,1,4,0.07000000000,0.04000000000
Preah Sihanouk,Prey Nob,180206,Ou Oknha Heng,1571,4195,4219,8414,4935,698,691,687,698,444,467,389,402,218,241,31,25,56,1.13000000000,0.67000000000
Kampot,Kampong Trach,070607,Prasat Phnom Khyang�,542,1303,1540,2843,1865,195,334,226,250,169,194,134,157,93,113,38,25,63,3.38000000000,2.22000000000
Takeo,Kiri Vong,210407,Phnum Den,1975,3746,4082,7828,4567,534,539,622,613,394,484,375,424,245,337,34,39,73,1.60000000000,0.93000000000
Kampot,Banteay Meas,070206,Sdach Kong Khang Cheung,1444,2959,3042,6001,3861,468,488,509,559,415,437,318,337,158,172,10,15,25,0.65000000000,0.42000000000
Kampot,Tuek Chhou,070702,Chum Kriel,1055,2550,2732,5282,3385,400,371,330,312,276,284,259,515,240,398,0,0,0,0.00000000000,0.00000000000
Kampot,Banteay Meas,070209,Tnoat Chong Srang,1931,3850,4058,7908,4502,568,576,586,570,410,450,425,399,224,294,203,382,585,12.99000000000,7.40000000000
Kampot,Tuek Chhou,070718,Trapeang Sangkae,1038,2613,3064,5677,3608,462,430,364,422,288,316,359,426,234,307,11,19,30,0.83000000000,0.53000000000
Kampot,Kampot,070801,Kampong Kandal,1376,3352,3552,6904,5191,385,419,471,491,472,480,595,503,594,781,12,12,24,0.46000000000,0.35000000000
Kampot,Kampot,070805,Traeuy Kaoh,1338,2922,3033,5955,3892,593,604,574,554,300,381,236,268,167,215,17,23,40,1.03000000000,0.67000000000
Preah Sihanouk,Prey Nob,180202,Boeng Ta Prum,1312,3462,3563,7025,4542,668,617,676,642,353,358,326,409,235,258,44,52,96,2.11000000000,1.37000000000
Takeo,Kiri Vong,210411,Saom,2229,5206,5099,10305,5552,669,636,696,695,505,525,527,571,320,408,72,78,150,2.70000000000,1.46000000000
Kep,Damnak Chang'aeur,230103,Pong Tuek,2194,6448,4896,11344,7106,1020,788,945,758,713,563,739,570,565,445,65,52,117,1.65000000000,1.03000000000
Kampot,Kampong Trach,070609,Ang Sophy,1080,3187,3284,6471,4040,544,557,476,517,369,383,252,278,317,347,126,79,205,5.07000000000,3.17000000000
Kampot,Banteay Meas,070208,Sdach Kong Khang Tboung,716,1545,1542,3087,1879,240,247,286,304,166,183,124,159,81,89,16,9,25,1.33000000000,0.81000000000
,,230102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Takeo,Kiri Vong,210412,Ta Ou,2291,4835,5045,9880,5999,704,714,510,676,643,608,552,579,531,482,64,41,105,1.75000000000,1.06000000000
Kampot,Banteay Meas,070203,Prey Tonle,626,1441,1483,2924,1694,142,214,206,219,235,190,212,175,57,44,21,13,34,2.01000000000,1.16000000000
Kampot,Kampong Trach,070608,Phnom Prasat,1070,2382,2500,4882,2737,276,313,351,355,274,297,248,282,142,199,68,80,148,5.41000000000,3.03000000000
Kep,Kaeb,230202,Prey Thum,1756,3826,3788,7614,4598,672,635,642,657,365,408,357,430,174,258,75,38,113,2.46000000000,1.48000000000
Kampot,Kampong Trach,070605,Kampong Trach Khang Kaeut,1985,5735,5394,11129,6774,655,681,735,704,758,710,735,644,591,561,28,21,49,0.72000000000,0.44000000000
Preah Sihanouk,Prey Nob,180205,Ou Chrov,1236,2925,2892,5817,3433,351,363,395,398,353,363,353,328,245,284,101,77,178,5.18000000000,3.06000000000
Kampot,Kampong Trach,070612,Preaek Kroes,2047,4857,4814,9671,5467,675,601,596,669,495,524,624,431,419,433,27,37,64,1.17000000000,0.66000000000
Kampot,Kampong Trach,070601,Boeng Sala Khang Cheung,1418,3667,3847,7514,4394,420,470,499,525,415,458,428,508,346,325,34,34,68,1.55000000000,0.90000000000
Kep,Kaeb,230201,Kaeb,1051,2319,2485,4804,3027,335,417,377,418,346,324,201,250,169,190,6,8,14,0.46000000000,0.29000000000
Kampot,Kampong Trach,070615,Svay Tong Khang Cheung,784,1976,1966,3942,2591,213,195,287,294,241,293,353,380,161,174,52,17,69,2.66000000000,1.75000000000
