Dis_Code,District,Dis_Num,LSize_Skm,NB_EMIGRAN,Emigr_Skm,TOPOP,EmigPerPOP
0811,Krong Ta Khmau,811,31.36041467580,5029,160.36139993600,80141,62.75189977660
0901,Botum Sakor,901,1074.74954849000,237,0.22051649180,19978,11.86304935430
0902,Kiri Sakor,902,680.11113841500,88,0.12939061725,6952,12.65822784810
0903,Koh Kong,903,1599.97988693000,454,0.28375356697,7356,61.71832517670
0904,Krong Khemarak Phoumin,904,100.36521165600,371,3.69649995131,25957,14.29286897560
0905,Mondol Seima,905,1482.53792713000,239,0.16121004099,14584,16.38782227100
0906,Srae Ambel,906,2302.26178940000,901,0.39135427784,37623,23.94811684340
0907,Thma Bang,907,3803.54581005000,63,0.01656349184,5031,12.52236135960
1001,Chhloung,1001,865.86941544100,1990,2.29826803501,52889,37.62597137400
1002,Krong Kracheh,1002,1546.98596544000,2693,1.74080441592,89705,30.02062315370
1003,Preaek Prasab,1003,1379.66487354000,1868,1.35395198923,59324,31.48809925160
1004,Sambour,1004,5369.29401368000,298,0.05550077892,55696,5.35047400172
1005,Snuol,1005,2818.94472404000,227,0.08052658786,61603,3.68488547636
1101,Kaev Seima,1101,3138.71890757000,41,0.01306265429,19218,2.13341658861
1102,Kaoh Nheaek,1102,5282.22453220000,16,0.00302902686,15209,1.05200867907
1103,Ou Reang,1103,1133.18666758000,4,0.00352986857,3948,1.01317122594
1104,Pech Chreada,1104,3573.95445747000,17,0.00475663588,10392,1.63587374904
1105,Krong Saen Monourom,1105,541.09424691200,138,0.25503874933,12340,11.18314424640
1201,Chamkar Mon,1201,11.15336840040,64641,5795.64824539000,182004,355.16252390100
1202,Doun Penh,1202,7.68244431376,42162,5488.09705324000,126550,333.16475701300
1203,Prampir Meakkakra,1203,2.19947723144,30419,13830.10451990000,91895,331.01909788300
1204,Tuol Kouk,1204,7.96704909378,48906,6138.53378137000,171200,285.66588785000
1205,Dangkao,1205,191.35370948000,17170,89.72912020710,193227,88.85921739720
1206,Mean Chey,1206,46.17080561310,24650,533.88715385600,266865,92.36880070450
1207,Ruessei Kaev,1207,109.17763751300,33602,307.77365003900,295874,113.56861366700
1301,Chey Saen,1301,1099.42144964000,59,0.05366458879,20730,2.84611673903
1302,Chhaeb,1302,2538.86238114000,37,0.01457345631,16731,2.21146374993
1303,Choam Khsant,1303,3769.72170941000,61,0.01618156583,25245,2.41632006338
1304,Kuleaen,1304,2188.07378299000,73,0.03336267751,24824,2.94070254592
1305,Rovieng,1305,2183.29786226000,146,0.06687131542,35633,4.09732551287
1306,Sangkum Thmei,1306,1323.67808232000,24,0.01813129667,17279,1.38896926905
1307,Tbaeng Mean Chey,1307,928.76210357200,313,0.33700772113,30697,10.19643613380
1401,Ba Phnum,1401,342.31731387400,5851,17.09232855850,72576,80.61893738980
1402,Kamchay Mear,1402,463.95439197000,1973,4.25257317130,74407,26.51632238900
1403,Kampong Trabaek,1403,504.61437935800,6487,12.85536097540,109291,59.35529915550
1404,Kanhchriech,1404,316.16506696500,2454,7.76176831791,54791,44.78837765330
1405,Me Sang,1405,407.67691890300,5120,12.55896461780,89885,56.96167324920
1406,Peam Chor,1406,437.06645525200,1467,3.35646898171,67531,21.72335668060
1407,Peam Ro,1407,192.43813012500,3516,18.27080733800,60791,57.83750884180
1408,Pea Reang,1408,566.44905974000,7484,13.21213244390,107086,69.88775376800
1409,Preah Sdach,1409,483.52185024100,5284,10.92815143180,110571,47.78829892110
1410,Krong Prey Veng,1410,541.12200565400,8952,16.54340408720,114698,78.04844025180
1411,Kampong Leav,1411,193.29398730900,2721,14.07700279700,29259,92.99702655590
1412,Sithor Kandal,1412,312.81681323600,3799,12.14448788960,56486,67.25560315830
1501,Bakan,1501,1541.72917662000,2708,1.75646932098,124829,21.69367695010
1502,Kandieng,1502,582.02040725700,850,1.46042989112,58066,14.63851479350
1503,Krakor,1503,1332.71402620000,1119,0.83963999628,82902,13.49786494900
1504,Phnum Kravanh,1504,3417.21369717000,410,0.11998079030,59466,6.89469612888
1505,Krong Pursat,1505,352.33510226600,1937,5.49760721411,58846,32.91642592530
1506,Veal Veaeng,1506,4359.77722983000,14,0.00321117325,13052,1.07263254674
1601,Andoung Meas,1601,837.86539263700,28,0.03341825578,10365,2.70139893874
1602,Krong Ban Lung,1602,201.69348102100,262,1.29900083371,28982,9.04009385136
1603,Bar Kaev,1603,467.33447388900,11,0.02353774569,19953,0.55129554453
1604,Koun Mom,1604,2099.97493009000,11,0.00523815777,15505,0.70944856498
1605,Lumphat,1605,1827.05088917000,11,0.00602063143,18975,0.57971014493
1606,Ou Chum,1606,558.16142708400,2,0.00358319279,17982,0.11122233345
1607,Ou Ya Dav,1607,1671.36781771000,12,0.00717974815,16420,0.73081607795
1608,Ta Veaeng,1608,2272.75320577000,4,0.00175997992,5835,0.68551842331
1609,Veun Sai,1609,1849.42495574000,25,0.01351771529,16449,1.51984923096
1701,Angkor Chum,1701,479.03919434100,69,0.14403831840,53768,1.28329117691
1702,Angkor Thum,1702,357.25652897700,24,0.06717861831,24335,0.98623381960
1703,Banteay Srei,1703,600.71325561000,69,0.11486345499,42773,1.61316718491
1704,Chi Kraeng,1704,2362.39502424000,664,0.28107069020,125367,5.29644962390
1706,Kralanh,1706,568.07695395400,244,0.42951927252,57690,4.22950251343
1707,Puok,1707,1011.71113646000,333,0.32914533408,112882,2.94998316826
1709,Prasat Bakong,1709,341.74728741500,78,0.22823882697,61425,1.26984126984
1710,Krong Siem Reab,1710,470.64551155500,2253,4.78704235924,230714,9.76533717070
1711,Soutr Nikom,1711,779.61878242400,505,0.64775248029,98378,5.13326150156
1712,Srei Snam,1712,557.57601525800,28,0.05021736810,31359,0.89288561497
1713,Svay Leu,1713,1917.72023156000,16,0.00834323992,25726,0.62193889450
1714,Varin,1714,1098.34793730000,11,0.01001504134,32026,0.34347092987
1801,Krong Preah Sihanouk,1801,189.39986308500,2246,11.85850910040,91284,24.60453091450
1802,Prey Nob,1802,1181.02374112000,1169,0.98981922149,93141,12.55086374420
1803,Stueng Hav,1803,228.79108688000,240,1.04899191342,20277,11.83607042460
1804,Kampong Seila,1804,985.96749257500,0,0.00000000000,16694,0.00000000000
1901,Sesan,1901,2701.67043803000,24,0.00888339290,17506,1.37095852850
1902,Siem Bouk,1902,1459.12562430000,11,0.00753876145,14444,0.76156189421
1903,Siem Pang,1903,4559.30144942000,7,0.00153532292,18323,0.38203350980
1904,Krong Stueng Traeng,1904,689.78054948600,509,0.73791584929,30959,16.44109951870
1905,Thala Barivat,1905,2606.99267646000,84,0.03222103413,30439,2.75961759585
2001,Chantrea,2001,479.64017118500,1604,3.34417360422,62027,25.85970625700
2002,Kampong Rou,2002,393.69818546900,3031,7.69879088061,57732,52.50121249910
2003,Rumduol,2003,275.02176742800,3188,11.59180973130,46944,67.91070211320
2004,Romeas Haek,2004,762.86217305100,3702,4.85277699010,109068,33.94212784680
2005,Svay Chrum,2005,520.75689059800,6725,12.91389537310,120318,55.89354876240
2006,Krong Svay Rieng,2006,103.29529127600,6556,63.46852716140,40536,161.73278073800
2007,Svay Teab,2007,332.97020739300,2910,8.73952063995,46163,63.03749756300
2101,Angkor Borei,2101,300.73280429500,1626,5.40679292973,46261,35.14839713800
2102,Bati,2102,374.83061924500,7111,18.97123563260,131031,54.26960032360
2103,Borei Cholsar,2103,244.40334093800,304,1.24384551714,26055,11.66762617540
2104,Kiri Vong,2104,592.69672062800,4320,7.28871925497,97711,44.21201297700
2105,Kaoh Andaet,2105,350.18271602100,1535,4.38342593673,48039,31.95320468790
2106,Prey Kabbas,2106,267.58849327900,4196,15.68079385100,95416,43.97585310640
2107,Samraong,2107,293.76601745200,4745,16.15231074430,107807,44.01383954660
2108,Krong Doun Kaev,2108,95.88267953080,3765,39.26673741730,41383,90.97938767130
2109,Tram Kak,2109,559.89811851400,5842,10.43404113500,152170,38.39127291840
2110,Treang,2110,410.26452239700,4910,11.96788835480,99033,49.57943311830
2201,Anlong Veaeng,2201,1532.82222333000,125,0.08154892205,39045,3.20143424254
2202,Banteay Ampil,2202,1220.58534075000,24,0.01966269723,41005,0.58529447628
2203,Chong Kal,2203,972.89244264500,9,0.00925076566,21749,0.41381212929
2204,Krong Samraong,2204,1419.20543975000,93,0.06552962481,51414,1.80884583965
2205,Trapeang Prasat,2205,1485.95243560000,17,0.01144047386,32606,0.52137643378
2301,Damnak Chang'aeur,2301,87.60027384400,51,0.58218996085,23048,2.21277334259
2302,Krong Kaeb,2302,64.87759745980,104,1.60301867011,12705,8.18575364030
2401,Krong Pailin,2401,574.54149635600,246,0.42816750672,36354,6.76679320020
2402,Sala Krau,2402,502.73421865100,28,0.05569543302,34132,0.82034454471
