longitude,latitude,vil_code,village,school_name,school_dist
104.5786352,10.80421301,7010404,Ta Kao,Ang Svay Pom Sen,4909.317749
104.5363037,10.81992475,7010405,Dang Tong,Ang Svay Pom Sen,2819.689899
104.5462928,10.78980565,7010406,Trapeang Tnaot,Ang Svay Pom Sen,1355.667728
104.541732,10.77531075,7010407,Robaoh Khtum,Ang Svay Pom Sen,2248.69589
104.5682198,10.76312151,7010408,Dambouk Khpos,Hun Sen Barivas,3445.677084
104.5782442,10.74996744,7010409,Trapeang Kamnab,Hun Sen Barivas,1648.533857
104.5790075,10.76012474,7010410,Trapeang Run,Hun Sen Barivas,2696.780908
104.5787453,10.77765138,7010411,Ou Mkak,Hun Sen Barivas,4612.524496
104.5687245,10.83886428,7010501,Ponley,Hun Sen Ang Sdok,5022.856379
104.5855731,10.85446991,7010502,Dan Koum Khang Cheung,Hun Sen Ang Sdok,2611.209278
104.5891164,10.8525845,7010503,Dan Koum Khang Tboung,Hun Sen Ang Sdok,2336.31855
104.5849379,10.83080137,7010504,Angk Khcheay Khang Cheung,Hun Sen Ang Sdok,4300.980853
104.5794703,10.82200336,7010505,Angk Khcheay Khang Tboung,Hun Sen Ang Sdok,5439.853771
104.6047062,10.85271345,7010506,Prey Khcheay,Hun Sen Ang Sdok,1115.807307
104.6604385,10.70948795,7010601,Daeum Doung,Kansom Ak,7104.446357
104.6512627,10.70461216,7010602,Chrab,Kansom Ak,6286.099139
104.6484477,10.70323432,7010603,Ou Rumchek,Kansom Ak,6068.634712
104.6680889,10.69615631,7010604,Sar Dambang,Kansom Ak,6167.934904
104.6637402,10.71736883,7010701,Preah Aongkar,Samdech Chea Sim Angkor Chey,7537.435979
104.6642308,10.72861101,7010702,Mroum,Samdech Chea Sim Angkor Chey,6297.29905
104.6626854,10.73664038,7010703,Trapeang Phnael,Samdech Chea Sim Angkor Chey,5404.259001
104.6683364,10.73756894,7010704,Chheu Teal,Samdech Chea Sim Angkor Chey,5351.018908
104.6831576,10.73251978,7010705,Kok,Samdech Chea Sim Angkor Chey,6314.331463
104.6776566,10.72816397,7010706,Phnum Chhmar,Samdech Chea Sim Angkor Chey,6578.346123
104.670961,10.74615446,7010801,Srae Samraong,Samdech Chea Sim Angkor Chey,4469.387336
104.6589411,10.75630689,7010802,Skor Tung,Samdech Chea Sim Angkor Chey,3241.664854
104.6755716,10.75375624,7010803,Trapeang Chak,Samdech Chea Sim Angkor Chey,3827.760767
104.6819328,10.76681325,7010804,Prey Phkoam,Samdech Chea Sim Angkor Chey,3034.072496
104.6703913,10.7654627,7010805,Pou,Samdech Chea Sim Angkor Chey,2414.888992
104.6509024,10.76352405,7010806,Pech Changva,Samdech Chea Sim Angkor Chey,2697.91835
104.6431952,10.76856179,7010807,Prey Phdau,Samdech Chea Sim Angkor Chey,2750.460916
104.6532822,10.77000218,7010808,Phnum Trael,Samdech Chea Sim Angkor Chey,1941.199528
104.684379,10.77160905,7010809,Trapeang Khva,Samdech Chea Sim Angkor Chey,2924.800127
104.6970318,10.76875475,7010810,Sangkae Bangvaer,Samdech Chea Sim Angkor Chey,4292.156273
104.6443867,10.85193887,7010901,Pra Phnum,Wat Angkor Chey,1989.80864
104.617294,10.85376036,7010902,Trapeang Thngan,Hun Sen Ang Sdok,1369.208839
104.6210886,10.84105844,7010903,Prey Chheu Teal,Hun Sen Ang Sdok,2734.107501
104.6359207,10.83932182,7010904,Prey Skor,Wat Angkor Chey,1484.971772
104.6434133,10.83954763,7010905,Pong Tuek,Wat Angkor Chey,799.1638073
104.6532595,10.83765061,7010906,Krang Thkov,Wat Angkor Chey,624.3693655
104.6515684,10.84425979,7010907,Damnak Krasang,Wat Angkor Chey,1135.729577
104.648285,10.85122889,7010908,Ruessei Dom,Wat Angkor Chey,1858.291483
104.6940194,10.85302324,7010909,Tuol Khpos,Wat Angkor Chey,5376.460539
104.587974,10.87171064,7011001,Kaksekar,Hun Sen Ang Sdok,2441.509718
104.6042132,10.85886262,7011002,Sdok,Hun Sen Ang Sdok,567.3416098
104.6093249,10.86796726,7011003,Kammeakkar,Hun Sen Ang Sdok,648.9376438
104.6259454,10.86401769,7011004,Trapeang Sla,Hun Sen Ang Sdok,1956.018903
104.6337646,10.86693923,7011005,Prasrae,Hun Sen Ang Sdok,2848.724158
104.647494,10.87039195,7011006,Smaong,Wat Angkor Chey,3978.658665
104.6776537,10.85959953,7011007,Trabiet,Wat Angkor Chey,4225.280996
104.660598,10.79585783,7011101,Trapeang Reang,Samdech Chea Sim Angkor Chey,1150.107684
104.6497216,10.79591805,7011102,Ta Pream,Samdech Chea Sim Angkor Chey,1736.725171
104.6697897,10.78871403,7011103,Kan Trong,Samdech Chea Sim Angkor Chey,961.5516355
104.6876359,10.79760467,7011104,Ta Kok,Samdech Chea Sim Angkor Chey,3143.547272
104.6853728,10.78353904,7011105,Ruessei,Samdech Chea Sim Angkor Chey,2606.380564
104.6416421,10.79793463,7011106,Trapeang Run,Samdech Chea Sim Angkor Chey,2580.000184
104.6610395,10.78550302,7011107,Pral,Samdech Chea Sim Angkor Chey,62.91754604
104.6632155,10.67075556,7020101,Pecheaknea,Kansom Ak,3691.987204
104.6608077,10.6651909,7020102,Krasang Kraom,Kansom Ak,3112.284429
104.6582751,10.65687671,7020103,Krasang Leu,Kansom Ak,2446.540748
104.6502005,10.64988583,7020104,Trapeang Poun,Kansom Ak,1423.775598
104.6534948,10.6312317,7020105,Prey Bantoam,Kansom Ak,2693.848292
104.6559867,10.61843716,7020106,Srae Thlok,Kansom Ak,4002.142461
104.6513437,10.61741911,7020107,Pou,Kansom Ak,3869.421754
104.6381728,10.5994609,7020108,Thnong,Kansom Ak,5532.871975
104.6329525,10.66871374,7020201,Lumtumpung,Kansom Ak,2175.379126
104.6337836,10.66193174,7020202,Kandanh,Kansom Ak,1425.105797
104.6391781,10.65423253,7020203,Kansaom Ak,Kansom Ak,567.6165208
104.6319582,10.6363713,7020204,Tong Leang,Kansom Ak,1559.39134
104.6293148,10.62974799,7020205,Tbal Ken,Kansom Ak,2346.739131
104.6228435,10.61366007,7020206,Prey Leu,Kansom Ak,4261.242323
104.6224525,10.59697342,7020207,Hung Suy,Kansom Ak,6026.441078
104.6263734,10.59014083,7020208,Banteay Meas,Kansom Ak,6668.13477
104.6281366,10.58336895,7020209,Krang Banteay,Kansom Ak,7377.861052
104.6248909,10.54624842,7020301,Prey Tonle,Kansom Ak,11494.51197
104.6039331,10.54627713,7020302,Tuol Krasang,Ang Sophy,11077.20122
104.6273687,10.5683007,7020303,Prey Ruessei,Kansom Ak,9041.245228
104.6791126,10.55157175,7020304,Samraong Chen,Kiri Vong,11514.66454
104.6798437,10.54287209,7020305,Meun Dam,Kiri Vong,12102.89284
104.5728892,10.69461158,7020401,Trapeang Montrei,Hun Sen Barivas,4773.325236
104.5613571,10.70815236,7020402,Ta Iek,Hun Sen Barivas,3993.657689
104.5526418,10.72715921,7020403,Saen Ponlung,Hun Sen Barivas,3600.929996
104.5714631,10.72035757,7020404,Samraong,Hun Sen Barivas,2249.492201
104.5631793,10.73195838,7020405,Ta Ten,Hun Sen Barivas,2353.481249
104.5685864,10.69167544,7020406,Krang Doung,Touk Meas,4905.752755
104.5705587,10.73910427,7020501,Bariveas,Hun Sen Barivas,1529.18381
104.5994096,10.74173839,7020502,Damnak Chambak,Hun Sen Barivas,1763.335992
104.5840573,10.7459598,7020503,Damnak Trayueng,Hun Sen Barivas,1069.083646
104.5928026,10.73094948,7020504,Tram Sasar,Hun Sen Barivas,1105.993015
104.5899399,10.72426229,7020505,Praphong,Hun Sen Barivas,1468.464086
104.5527197,10.6050216,7020601,Chrung Sralau,Touk Meas,5255.945566
104.5740656,10.60474373,7020602,Kanlang,Touk Meas,5988.960188
104.5942238,10.59711013,7020603,Traeng,Kansom Ak,7458.633272
104.5966765,10.58795173,7020604,Pong Tuek,Kansom Ak,8120.190334
104.53277,10.63692658,7020701,Prey Ta Prich,Touk Meas,2372.476803
104.5351858,10.62343669,7020702,Rumpeun,Touk Meas,3482.190875
104.5435184,10.62679515,7020703,Chamlang Chrey,Touk Meas,2861.914979
104.5277281,10.61602766,7020704,Chheu Teal,Touk Meas,4578.243989
104.5274505,10.60627793,7020705,Daeum Chamriek,Ang Sophy,4853.458088
104.5612343,10.58952323,7020801,Sangkae Duoch,Ang Sophy,6566.439799
104.5631676,10.56692509,7020802,Ruessei Chuor,Ang Sophy,6347.347899
104.5428866,10.57819224,7020803,Phnum Touch,Ang Sophy,4268.462653
104.5879638,10.58200761,7020804,Sdach Kong,Touk Meas,8924.855658
104.6714988,10.5946408,7020901,Ta Lang,Kansom Ak,7132.016214
104.6899897,10.58767753,7020902,Kouk Veaeng,Kiri Vong,8334.744966
104.7087613,10.57293549,7020903,Tnaot,Kiri Vong,7519.785997
104.664499,10.56708523,7020904,Doun Teav,Kansom Ak,9588.809782
104.6890353,10.60941851,7020905,Ruessei Chum,Kansom Ak,7196.637217
104.6913684,10.58009995,7020906,Khnay,Kiri Vong,8586.48376
104.7052305,10.59468323,7020907,Souriya,Kiri Vong,6496.375923
104.6720048,10.57440073,7020908,Angkunh,Kansom Ak,9134.471539
104.6131139,10.7097855,7021001,Toap Sdach,Hun Sen Barivas,4307.050585
104.6252282,10.70439203,7021002,Ta Ngeut,Hun Sen Barivas,5702.490413
104.6335878,10.70317199,7021003,Poun,Kansom Ak,5948.575496
104.6355554,10.68663289,7021004,Lieb,Kansom Ak,4110.672766
104.6164125,10.68282959,7021005,Khsaeum,Kansom Ak,4330.326327
104.6058405,10.71234486,7021101,Trapeang Kdol,Hun Sen Barivas,3547.444861
104.5943603,10.72179909,7021102,Keatha Vong Kraom,Hun Sen Barivas,1946.802397
104.6022632,10.71365168,7021103,Keatha Vong Leu,Hun Sen Barivas,3185.307215
104.5817278,10.68406027,7021104,Sampoar,Touk Meas,5100.950648
104.5962522,10.69507679,7021105,Prey Sralau,Hun Sen Barivas,4742.481259
104.5991571,10.64848618,7021201,Trapeang Pring,Kansom Ak,4161.161296
104.5935784,10.64272704,7021202,Srae Kan Chen,Kansom Ak,4828.160781
104.5862176,10.65020579,7021203,Chrak Sdau,Touk Meas,4198.932901
104.6155395,10.66442408,7021204,Srae Kan Khang Kaeut,Kansom Ak,2886.670064
104.6016134,10.66494929,7021205,Srae Kan Khang Lech,Kansom Ak,4249.787932
104.6188202,10.6731736,7021206,Angk Mli,Kansom Ak,3300.453644
104.5583093,10.66569607,7021301,Tuk Meas,Touk Meas,1867.81001
104.5644211,10.66930411,7021302,Kaoh Tonsae,Touk Meas,2607.538763
104.5396259,10.68016645,7021303,Chrak Khley,Touk Meas,3209.346487
104.5580986,10.62789224,7021304,Chamlang Chrey,Touk Meas,2922.363654
104.566429,10.63957051,7021305,Prey Thum,Touk Meas,2469.646883
104.5748342,10.65710915,7021306,Prey Chek,Touk Meas,2994.670903
104.5795415,10.67145012,7021307,Prey Krala Khang Kaeut,Touk Meas,4057.467123
104.5665478,10.67195692,7021308,Prey Krala Khang Lech,Touk Meas,2980.3786
104.521137,10.76752004,7021401,Srae Traeng,Meas Sophea Baneav,3084.886816
104.5246805,10.75334481,7021402,Tnaot Rolaeung,Meas Sophea Baneav,4052.011485
104.5419342,10.75649087,7021403,Ponhea Angkor,Ang Svay Pom Sen,4270.369289
104.519157,10.74142562,7021404,Svay Ph'aem,Meas Sophea Baneav,4491.987645
104.5180511,10.75822728,7021405,Sou Peng,Meas Sophea Baneav,3150.976822
104.5339594,10.73229581,7021501,Kandal,Hun Sen Barivas,5516.90865
104.5376642,10.70760261,7021502,Khnach,Hun Sen Barivas,6001.293949
104.5426829,10.72089543,7021503,Chhay,Hun Sen Barivas,4853.789735
104.5219639,10.72445471,7021504,Totuem,Meas Sophea Baneav,6219.61549
104.5419304,10.69218914,7021505,Srae Prey,Touk Meas,4456.795289
104.4869576,10.81035076,7030101,Ta Lang,Meas Sophea Baneav,4174.422661
104.4794634,10.79572358,7030102,Prey Chheu Neang,Meas Sophea Baneav,2929.54693
104.4843959,10.78372176,7030103,Ta Mom,Meas Sophea Baneav,1534.926086
104.4807387,10.77215776,7030104,Prey Phchum,Meas Sophea Baneav,1399.900362
104.4981815,10.77186996,7030105,Trapeang Ta Sek,Meas Sophea Baneav,530.9353562
104.34884,10.92378518,7030201,Chamkar Morn,Hun Sen Ang Chak,7866.711751
104.2603721,10.93771871,7030203,Veal Krasang,Hun Sen Ang Chak,17597.64804
104.318479,10.94315329,7030204,Chey Ta Svay,Hun Sen Ang Chak,11378.99898
104.3404634,10.87971659,7030205,Damnak Trayueng,Hun Sen Ang Chak,10065.47316
104.3126125,10.89560808,7030206,Trapeang Bei,Hun Sen Ang Chak,12240.96994
104.2397197,11.00152222,7030207,Sraka Neak,Bun Rany Hun Sen Koh Sla,17665.12773
104.2142858,11.05573444,7030208,Khpob,Bun Rany Hun Sen Koh Sla,11217.83055
104.252666,11.07962436,7030209,Chey Sena,Bun Rany Hun Sen Koh Sla,12920.77163
104.2949274,11.06460571,7030210,Trapeang Kdei,Bun Rany Hun Sen Koh Sla,17798.76557
104.256703,11.04353386,7030211,Trapeang Run,Bun Rany Hun Sen Koh Sla,15490.23115
104.2859916,10.87409639,7030212,Phnom Preal,AJI NOMOTO Ang Romeas,15102.30293
104.3140144,10.93463347,7030213,Meaknou Sokh,Hun Sen Ang Chak,11729.11257
104.4293011,10.80503144,7030301,Srangae,Hun Sen Chhouk,3636.843232
104.4291837,10.81875947,7030302,Prech,Hun Sen Chhouk,2606.174958
104.389607,10.79783829,7030303,Pou Doh,AJI NOMOTO Ang Romeas,2406.123898
104.416563,10.79811641,7030304,Boeng,AJI NOMOTO Ang Romeas,4331.159386
104.439368,10.83696491,7030401,Krasang,Hun Sen Chhouk,1268.016582
104.4443112,10.8501595,7030402,Chheu Teal,Hun Sen Chhouk,2166.052994
104.4542694,10.86290174,7030403,Trapeang Chrey,Hun Sen Chhouk,3541.954661
104.4501448,10.87199229,7030404,Krahung,Hun Sen Chhouk,4507.860425
104.4438923,10.77958201,7030501,Prey Khmum,Meas Sophea Baneav,5470.261166
104.4428445,10.77239944,7030502,Krasang Mean Chey,Meas Sophea Baneav,5539.187384
104.4479753,10.79767668,7030503,Trapeang Kakaoh,Hun Sen Chhouk,3713.570861
104.45515,10.79586258,7030504,Kandal,Hun Sen Chhouk,3960.778071
104.4569673,10.78221884,7030505,Doun Yay,Meas Sophea Baneav,4118.180799
104.5238901,10.79659101,7030601,Choar Dom,Ang Svay Pom Sen,1218.089017
104.513289,10.81321502,7030602,Trapeang Leuk,Ang Svay Pom Sen,3136.803525
104.5236729,10.81828668,7030603,Krang Mdeng,Ang Svay Pom Sen,2902.284842
104.5051061,10.79942839,7030604,Krang Sbov,Meas Sophea Baneav,3169.798183
104.504567,10.7934496,7030605,Mon,Meas Sophea Baneav,2549.084162
104.495046,10.86378534,7030701,Touch,Hun Sen Chhouk,6151.04187
104.4991721,10.85290346,7030702,Ta Noan,Hun Sen Chhouk,5943.399857
104.4740104,10.86461826,7030703,Damnak Toap Khang Cheung,Hun Sen Chhouk,4566.955974
104.4889148,10.84829239,7030704,Damnak Toap Khang Tboung,Hun Sen Chhouk,4711.872106
104.4858326,10.86383337,7030705,Lve,Hun Sen Chhouk,5370.458932
104.4764969,10.88155226,7030706,Krang Roluos,Hun Sen Chhouk,6302.647436
104.3603215,10.82207004,7030801,Srae Chrov,AJI NOMOTO Ang Romeas,5572.361375
104.3468664,10.83413302,7030802,Tuol,AJI NOMOTO Ang Romeas,7458.698412
104.3217658,10.80078078,7030803,Trapeang Kuy,AJI NOMOTO Ang Romeas,7209.644012
104.2926568,10.80598787,7030804,Trapeang Thma,AJI NOMOTO Ang Romeas,10401.7511
104.3001362,10.8151659,7030805,Trapeang Kokir,AJI NOMOTO Ang Romeas,10010.37155
104.2570541,10.91407152,7030901,Kaoh Sla,Hun Sen Ang Chak,17932.10943
104.2416036,10.91951385,7030902,Dom Phdau,Hun Sen Ang Chak,19592.30688
104.23811,10.91516441,7030904,Tuol Doun Tei,Hun Sen Ang Chak,19992.32788
104.247001,10.90554628,7030905,Srae Leav,Hun Sen Ang Chak,19107.59247
104.2563033,10.83302352,7030906,Trapeang Sdau,AJI NOMOTO Ang Romeas,15189.69291
104.2148476,10.82499885,7030910,Prey Peay,Hun Sen Trasek Koang,16371.53982
104.5300838,10.85463435,7031001,Angk Svay,Ang Svay Pom Sen,6673.120434
104.5369656,10.85349622,7031002,Ta Prum,Ang Svay Pom Sen,6531.333049
104.5541927,10.8538382,7031003,Tul,Hun Sen Ang Sdok,5968.906375
104.5504898,10.82766914,7031004,Prey Trang,Ang Svay Pom Sen,4051.169189
104.5566805,10.83569091,7031005,Veal Tbal,Ang Svay Pom Sen,5146.59703
104.5429208,10.87806798,7031101,Nareay,Hun Sen Ang Sdok,7340.6406
104.5318734,10.8745695,7031102,Poas Pong,Hun Sen Ang Sdok,8446.958488
104.5349071,10.86532235,7031103,Prey Sbov,Ang Svay Pom Sen,7834.788885
104.517104,10.87000668,7031104,Khnach Romeas,Hun Sen Chhouk,8551.268532
104.4558079,10.83173097,7031201,Sat Pong,Hun Sen Chhouk,701.1062122
104.4759635,10.82006334,7031202,Prey Baen,Hun Sen Chhouk,3153.974846
104.4580541,10.81374705,7031203,Trapeang Andoung,Hun Sen Chhouk,2151.647533
104.4459783,10.8241801,7031204,Chrey,Hun Sen Chhouk,865.3885803
104.359575,10.7945038,7031301,Damnak Chhnuol,AJI NOMOTO Ang Romeas,3223.973785
104.3529809,10.78553698,7031302,Trapeang Lbaeuk,AJI NOMOTO Ang Romeas,3433.039528
104.3579767,10.78041969,7031303,Trapeang Bei,AJI NOMOTO Ang Romeas,2780.810988
104.3785499,10.79253482,7031304,Kaoh Ruessei,AJI NOMOTO Ang Romeas,1787.905235
104.527226,10.83927368,7031401,Chheu Teal Chrum,Ang Svay Pom Sen,5023.62618
104.5107827,10.83565764,7031402,Tramaeng,Ang Svay Pom Sen,5258.448581
104.5022746,10.83571637,7031403,Pramoul,Ang Svay Pom Sen,5784.799678
104.4928425,10.81943134,7031404,Angk Khley,Hun Sen Chhouk,4923.298277
104.4794458,10.83771349,7031405,Trapeang Boeng,Hun Sen Chhouk,3360.096314
104.4794116,10.89968977,7040101,Ta Teaen,Hun Sen Ang Chak,6951.60721
104.4729991,10.90901186,7040102,Trapeang Chheu Teal,Hun Sen Ang Chak,5943.10413
104.4730869,10.89553697,7040103,Thmea,Hun Sen Ang Chak,6530.811072
104.4669839,10.91083731,7040104,Chres,Hun Sen Ang Chak,5255.514419
104.4471642,10.90056479,7040201,Khley,Hun Sen Ang Chak,3886.636053
104.3970116,10.8959575,7040202,Monou Nob,Hun Sen Ang Chak,4064.057354
104.4203098,10.90443104,7040203,Kandal,Hun Sen Ang Chak,2185.142278
104.3954404,10.88558146,7040204,Chheu Teal,Hun Sen Ang Chak,5091.06875
104.4427208,10.91335345,7040205,Chek,Hun Sen Ang Chak,2675.622895
104.4341517,10.90581346,7040206,Damrei Koun,Hun Sen Ang Chak,2499.499663
104.4361287,10.90071652,7040207,Thmei,Hun Sen Ang Chak,3087.226596
104.4387711,10.95048824,7040301,Snay Anhchit,Hun Sen Ang Chak,3507.614667
104.4369839,10.92761374,7040302,Doun Ov,Hun Sen Ang Chak,1805.792369
104.4296631,10.937114,7040303,Ta Phol,Hun Sen Ang Chak,1725.063302
104.437282,10.96359867,7040304,Prey Khcheay,Hun Sen Ang Chak,4714.416047
104.4395938,10.97043082,7040305,Damnak Chheu Kram,Hun Sen Ang Chak,5509.386044
104.4633788,11.03744134,7040401,Kamnab,Ang Sangker,6837.294081
104.4701496,11.04963494,7040402,Khpob Run,Ang Sangker,5658.853308
104.4545523,11.01839794,7040403,Prey Khley,Ang Sangker,8894.770791
104.4334393,11.02530467,7040404,Pong Tuek,Ang Sangker,8490.931165
104.4506281,10.99711137,7040405,Srae Chaeng,Hun Sen Ang Chak,8696.363908
104.4666359,10.9417026,7040501,Doung,Hun Sen Ang Chak,5367.366591
104.467328,10.94365723,7040502,Prey Veaeng,Hun Sen Ang Chak,5518.623994
104.4720504,10.9539209,7040503,Prey Khmau,Hun Sen Ang Chak,6491.501414
104.479437,10.96908167,7040504,Prey Yav,Hun Sen Ang Chak,8103.00022
104.4611891,10.96791045,7040505,Damnak Snuol,Hun Sen Ang Chak,6544.197614
104.4752076,10.99036306,7040506,Tbaeng Pok,Hun Sen Ang Chak,9426.138374
104.4718846,10.93898959,7040601,Thlok Yul,Hun Sen Ang Chak,5814.436636
104.470165,10.92300652,7040602,Srae Samraong,Hun Sen Ang Chak,5393.083636
104.4553853,10.92345987,7040603,Trapeang Prei,Hun Sen Ang Chak,3777.277302
104.4578895,10.93531146,7040604,Roka Thmei,Hun Sen Ang Chak,4232.707221
104.4720671,10.93414252,7040605,Pou,Hun Sen Ang Chak,5706.457915
104.4203309,10.92183091,7040701,Trapeang Veaeng,Hun Sen Ang Chak,265.9973033
104.4328458,10.91893329,7040702,Rovieng,Hun Sen Ang Chak,1436.083539
104.413375,10.93175652,7040703,Ta Reach,Hun Sen Ang Chak,1167.851038
104.3942678,10.94051859,7040704,Trapeang Skon,Hun Sen Ang Chak,3418.271862
104.3903174,10.94348604,7040705,Ou,Hun Sen Ang Chak,3958.448261
104.4520262,10.75291759,7050101,Trapeang Ta Meas,Meas Sophea Baneav,5057.00505
104.4722269,10.74907282,7050102,Angk Ropeak,Meas Sophea Baneav,3535.990462
104.4580998,10.74223857,7050103,Khcheay Khang Lech,Bun Rany Hun Sen Dang Tung,4683.119926
104.4759594,10.7537638,7050104,Trapeang Ruessei,Meas Sophea Baneav,2877.058664
104.4884067,10.75398352,7050105,Krang Ampov,Meas Sophea Baneav,2192.069563
104.4323074,10.71388576,7050201,Thum Thmei,Bun Rany Hun Sen Dang Tung,2563.962235
104.4689827,10.7057206,7050202,Chrak Kaes,Bun Rany Hun Sen Dang Tung,2011.836045
104.4550944,10.69936602,7050203,Trapeang Mnoas,Bun Rany Hun Sen Dang Tung,421.5201342
104.468485,10.68692681,7050204,Khcheay Khang Cheung,Bun Rany Hun Sen Dang Tung,2391.373095
104.4667894,10.67871218,7050205,Trapeang Veaeng Khang Kaeut,Bun Rany Hun Sen Dang Tung,2931.365467
104.4554342,10.67806858,7050206,Trapeang Veaeng Khang Lech,Bun Rany Hun Sen Dang Tung,2509.5886
104.4784571,10.69458562,7050207,Srov Leu,Bun Rany Hun Sen Dang Tung,3029.557599
104.4740565,10.67461862,7050208,Khcheay Khang Tboung,Bun Rany Hun Sen Dang Tung,3778.71082
104.4505871,10.67862081,7050209,Preaek Pok,Bun Rany Hun Sen Dang Tung,2410.777114
104.4829734,10.68430131,7050210,Preaek Kokir,Bun Rany Hun Sen Dang Tung,3886.433776
104.4849864,10.67807346,7050211,Srov Kraom,Bun Rany Hun Sen Dang Tung,4427.322414
104.4561512,10.65531572,7050301,Prey Khmum,Bun Rany Hun Sen Dang Tung,5013.251935
104.4670023,10.66673858,7050302,Prey Samnang Leu,Bun Rany Hun Sen Dang Tung,4096.023038
104.4694904,10.65025599,7050303,Prey Samnang Kraom,Bun Rany Hun Sen Dang Tung,5888.404308
104.4875152,10.65857916,7050304,Kamraeng Krasang,Bun Rany Hun Sen Dang Tung,6083.131819
104.4772394,10.65264753,7050305,Damnak,Bun Rany Hun Sen Dang Tung,5990.349169
104.4810334,10.64204545,7050401,Damnak Trayueng,Bun Rany Hun Sen Dang Tung,7222.154132
104.4798847,10.64010817,7050402,Chhlit Kraom,Bun Rany Hun Sen Dang Tung,7360.119249
104.4693479,10.64804906,7050403,Chhlit Leu,Bun Rany Hun Sen Dang Tung,6113.750899
104.4592439,10.63839112,7050404,Trapeang Andoung,Bun Rany Hun Sen Dang Tung,6911.130558
104.4065337,10.73945841,7050501,Prey Krang Khang Cheung,AJI NOMOTO Ang Romeas,4876.215144
104.3985519,10.72450298,7050502,Prey Krang Khang Tboung,AJI NOMOTO Ang Romeas,6046.178252
104.413665,10.74850659,7050503,Krang Leav,AJI NOMOTO Ang Romeas,4588.658132
104.3703461,10.71709475,7050504,Trapeang Chhuk,AJI NOMOTO Ang Romeas,6773.93272
104.4426333,10.69300436,7050601,Sophi,Bun Rany Hun Sen Dang Tung,1259.672061
104.4355604,10.680656,7050602,Prei Pir,Bun Rany Hun Sen Dang Tung,2786.8035
104.4414611,10.6739652,7050603,Prean Tum,Bun Rany Hun Sen Dang Tung,3118.973636
104.4356403,10.66704533,7050604,Trapeang Chranieng,Bun Rany Hun Sen Dang Tung,4071.284239
104.444171,10.64181044,7050701,Trapeang Kdar,Bun Rany Hun Sen Dang Tung,6527.309879
104.4406977,10.65141778,7050702,Khpos,Bun Rany Hun Sen Dang Tung,5541.825162
104.4420039,10.65710863,7050703,Ou Ruessei,Bun Rany Hun Sen Dang Tung,4896.598226
104.5068182,10.75915923,7050801,Phnum Touch,Meas Sophea Baneav,2124.837453
104.4830571,10.72120911,7050802,Tuol Khpos,Bun Rany Hun Sen Dang Tung,4157.371757
104.5081149,10.69817895,7050803,Changkieng Khang Kaeut,Bun Rany Hun Sen Dang Tung,6208.520802
104.4826588,10.70805881,7050804,Changkieng Khang Lech,Bun Rany Hun Sen Dang Tung,3522.8147
104.5028985,10.72314967,7050805,Sdok Thlok,Meas Sophea Baneav,5624.070679
104.5007783,10.70557417,7050806,Damrei Leng,Bun Rany Hun Sen Dang Tung,5431.351455
104.5038944,10.74056055,7050807,Trapeang Niel,Meas Sophea Baneav,3779.113606
104.4753761,10.72082547,7050808,Ou Kandal,Bun Rany Hun Sen Dang Tung,3460.928689
104.488576,10.73486528,7050809,Khcheay Khang Kaeut,Meas Sophea Baneav,4268.16015
104.3862149,10.78355175,7050901,Trapeang Reang,AJI NOMOTO Ang Romeas,794.1641708
104.3878666,10.74956558,7050902,Antong Baek,AJI NOMOTO Ang Romeas,3079.495643
104.3957034,10.76352977,7050903,Snao Touch,AJI NOMOTO Ang Romeas,2025.464781
104.4163193,10.77271237,7050904,Ponley,AJI NOMOTO Ang Romeas,3654.564613
104.3776729,10.75795944,7050905,Bar Knong,AJI NOMOTO Ang Romeas,2192.659819
104.3655689,10.76268281,7051001,Trapeang Seh,AJI NOMOTO Ang Romeas,2494.565975
104.3489972,10.74522156,7051002,Baeun,AJI NOMOTO Ang Romeas,5131.894671
104.3316757,10.76186103,7051003,Damnak Ampil,AJI NOMOTO Ang Romeas,5875.499332
104.3391036,10.72754768,7051004,L'ang,AJI NOMOTO Ang Romeas,7291.01688
104.5034523,10.52195193,7060101,Kaoh Tromung,Ang Sophy,5130.628276
104.4903757,10.54336519,7060102,Das Skor,Ang Sophy,3199.025861
104.5238412,10.53407496,7060103,Kaoh Makprang,Ang Sophy,4302.762443
104.5237399,10.54052313,7060104,Prey Tob,Ang Sophy,3684.713785
104.5097944,10.48163491,7060201,Kaoh Chamkar,Ang Sophy,9598.447413
104.5237213,10.4990476,7060202,Chres,Ang Sophy,7924.207432
104.4956008,10.50569668,7060203,Svay Ph'aem,Ang Sophy,7003.220025
104.4575211,10.60961984,7060301,Ou Slaeng,Preah Beida Thakvika Cheat,6026.005331
104.4692638,10.61205457,7060302,Prey Kes,Ang Sophy,6229.730192
104.484178,10.61508195,7060303,Ou Popul,Ang Sophy,5657.243295
104.4766873,10.59026234,7060304,Phnum Damrei,Ang Sophy,3948.774619
104.4618337,10.57945708,7060401,Damnak Kantuot,Preah Beida Thakvika Cheat,2792.109346
104.4707998,10.59598629,7060402,Ou Roluos,Preah Beida Thakvika Cheat,4839.498455
104.4495787,10.59846409,7060403,Angkor Chey Ti  Muoy,Preah Beida Thakvika Cheat,4818.756496
