longitude,latitude,vil_code,village,school_name,school_dist
105.4184285,12.3745519,3150307,Srae Rumduol,Mesar Chrey,8183.626214
105.4372621,12.40443597,3150308,Ta Riem,Mesar Chrey,11671.67674
105.4545879,12.42710492,3150309,Sdau,Mesar Chrey,14540.32626
105.4859242,12.36202401,3150310,Phum Ou Pir,Mesar Chrey,10013.22099
105.7159307,12.28683481,3150401,Ou Run,Hun Sen Peam Koh Sna,3777.43614
105.7286356,12.28242476,3150402,Anlong Samlei,Peus 2,4415.25722
105.7102749,12.28658731,3150403,Preaek Tok,Hun Sen Peam Koh Sna,3188.256983
105.7348009,12.28736356,3150404,Khpob Ta Nguon,Peus 2,5272.909199
105.7249194,12.3288767,3150405,Chheu Teu,Hun Sen Peam Koh Sna,6015.781958
105.7479321,12.37187449,3150406,Veal Bampong,Hun Sen Peam Koh Sna,11160.82645
105.4115158,12.30098045,3150501,Ou Leu,Mesar Chrey,740.1296512
105.4160065,12.30287267,3150502,Kbal Ou,Mesar Chrey,358.7690306
105.4171297,12.29780693,3150503,Bos Pou,Mesar Chrey,329.085478
105.4212483,12.30282848,3150504,Ou Beng,Mesar Chrey,407.2145432
105.4176487,12.30039241,3150505,Trapeang Chhuk,Mesar Chrey,73.72323968
105.5359716,12.39799247,3150601,Khtuoy Ti Muoy,Stung Trang,16134.03115
105.535911,12.39986443,3150602,Khtuoy Ti Pir,Stung Trang,16341.07757
105.5342764,12.40126927,3150603,Khtuoy Ti Bei,Stung Trang,16498.42112
105.5435388,12.39160234,3150604,Khtuoy Ti Buon,Stung Trang,15444.55013
105.531566,12.36207441,3150605,Ou Pralaoh,Stung Trang,12175.03696
105.52559,12.38190767,3150606,Ou Kab Moan,Stung Trang,14406.63173
105.4993256,12.41501745,3150607,Ou Ruessei,Mesar Chrey,15421.37137
105.5413321,12.44116969,3150608,Ou Ta Sek,Mesar Chrey,20510.72128
105.5568698,12.43988125,3150609,Samraong,Stung Trang,20880.51536
105.5861136,12.45369991,3150610,Pratong,Hun Sen Peam Koh Sna,20467.49191
105.5827601,12.42702242,3150611,Bet Thnu,Hun Sen Peam Koh Sna,18206.32001
105.5659729,12.42017655,3150612,Spong Sakha Thmei,Hun Sen Peam Koh Sna,18777.44584
105.5436868,12.36979104,3150613,Spong Sakha Chas,Stung Trang,13036.6709
105.6733079,12.29312802,3150701,Peam Krau,Hun Sen Peam Koh Sna,964.5800293
105.6738232,12.29687941,3150702,Peam Knong,Hun Sen Peam Koh Sna,936.0262843
105.6653125,12.30234386,3150703,Dei Leu,Hun Sen Peam Koh Sna,2020.181186
105.6465103,12.30757035,3150704,Tuol Roka,Hun Sen Peam Koh Sna,4129.869381
105.6255266,12.30836064,3150705,Dei Doh,Krauch Chhmar,6116.87294
105.61545,12.31338409,3150706,Preaek Sangkae Kaeut,Krauch Chhmar,7263.390736
105.6106962,12.31371124,3150707,Preaek Sangkae Lech,Krauch Chhmar,7655.673681
105.616305,12.31719816,3150708,Kaoh Kandal,Krauch Chhmar,7511.561047
105.6179607,12.32521523,3150709,Srae Sangkae,Hun Sen Peam Koh Sna,7756.718737
105.6938831,12.28791336,3150801,Preaek Sdei,Hun Sen Peam Koh Sna,1474.604067
105.6915625,12.29718782,3150802,Preah Andoung Ti Muoy,Hun Sen Peam Koh Sna,1074.985528
105.6888997,12.28559773,3150803,Preah Andoung Ti Pir,Hun Sen Peam Koh Sna,1229.943227
105.5226168,12.19916765,3150901,Preaek Bak,Stung Trang,6053.027208
105.5271176,12.21132171,3150902,Preaek Kak,Stung Trang,4630.453248
105.5222517,12.1911202,3150903,Preaek Roluos,Hann Chey,5773.514111
105.5223249,12.18155272,3150904,Preaek Preah Angk,Hann Chey,4720.968712
105.4790812,12.28116615,3151001,Andoung Pechr,Mesar Chrey,6947.599507
105.5161653,12.28059242,3151002,Meakh Muoy,Stung Trang,3868.176103
105.5084673,12.2894326,3151003,Meakh Pir,Stung Trang,5151.361961
105.5249792,12.26438907,3151004,Tnaot Ta Say,Stung Trang,1870.519097
105.5582962,12.28386469,3151005,Boeng Kachout,Stung Trang,4220.020989
105.5107034,12.32352882,3151006,Ou Pram Ti Pir,Stung Trang,8393.297765
105.4992664,12.28669146,3151007,Tuol Pou,Stung Trang,5593.93893
105.4909776,12.28476223,3151008,Preah,Stung Trang,6154.381671
105.5362063,12.25082125,3151009,Phnum Montir,Stung Trang,155.0295015
105.5335788,12.24727255,3151010,Preaek Barang,Stung Trang,638.0559537
105.5417219,12.25937395,3151011,Boeng Daeng,Stung Trang,966.7138756
105.4653043,12.27997814,3151012,Phnum Ampil,Mesar Chrey,5593.945539
105.5726379,12.30362057,3151013,Boeng Ket Leu,Stung Trang,6903.41263
105.5762465,12.29688521,3151014,Boeng Ket Kraom,Stung Trang,6552.728527
105.5775371,12.33202242,3151015,Phum Haprammuoy,Stung Trang,9886.764056
105.5899701,12.35190778,3151016,Chek Chvea,Hun Sen Peam Koh Sna,11859.52018
105.5598417,12.31459779,3151017,Ou Chek,Stung Trang,7351.943479
105.5398957,12.29719444,3151018,Phum Kilou Bei,Stung Trang,4998.373002
105.5515322,12.35619312,3151019,Phum Sampram,Stung Trang,11622.39638
105.5748569,12.36399395,3151020,Phum Chetseb,Stung Trang,13047.88593
105.5230185,12.3237768,3151021,Ou Pram Ti Muoy,Stung Trang,8066.926319
105.5200135,12.28290915,3151022,Meakh Bei,Stung Trang,3865.250695
105.5107147,12.3626207,3151023,Andoung Svay,Mesar Chrey,12168.13635
105.4196381,12.27321541,3151201,Soupheas,Mesar Chrey,3025.983499
105.4218592,12.27638607,3151202,Angkaol,Mesar Chrey,2699.666404
105.4147642,12.26709171,3151203,Srab,Mesar Chrey,3719.717509
105.3704381,12.26292302,3151204,Paprak,Mesar Chrey,6664.137813
105.3630309,12.26582667,3151205,Sambour,Mesar Chrey,7132.798458
105.4397683,12.29646028,3151206,Dei Kraham,Mesar Chrey,2376.982956
105.399532,12.27585885,3151207,Toap,Mesar Chrey,3409.241169
105.467239,12.22979589,3151301,Thum,Stung Trang,7957.138212
105.4672922,12.22341151,3151302,Thmei,Stung Trang,8198.221464
105.465719,12.22804415,3151303,Ta Meung,Stung Trang,8175.467669
105.4662178,12.2241639,3151304,Voat,Stung Trang,8274.662738
105.4587072,12.22445684,3151305,Doun Tor,Stung Trang,9026.622777
105.4614547,12.22366552,3151306,Sampieng Leu,Stung Trang,8777.007316
105.4648045,12.22558602,3151307,Sampieng Kraom,Stung Trang,8361.013008
105.6731972,12.41535606,3151401,Tuol Sambuor,Hun Sen Peam Koh Sna,13403.9187
105.6775404,12.41567982,3151402,Poun,Hun Sen Peam Koh Sna,13414.00179
105.679478,12.37878164,3151403,Srae Ampov,Hun Sen Peam Koh Sna,9328.695235
105.6859721,12.396362,3151404,Veal Preah,Hun Sen Peam Koh Sna,11276.59453
105.7288633,11.82875605,3160101,Ponley Chuor,Hun Sen Khnar,4107.262424
105.7231666,11.86165915,3160102,Mochchhuem Pheak,Hun Sen Khnar,959.090907
105.7265452,11.85475992,3160103,Chheu Teal Chrum,Hun Sen Khnar,1313.493787
105.721781,11.86544255,3160104,Trapeang Chak,Hun Sen Khnar,991.9533442
105.7241911,11.85326486,3160105,Koun Tnaot,Hun Sen Khnar,1570.271988
105.7277601,11.8316164,3160106,Kraoy Voat,Hun Sen Khnar,3800.292788
105.7404467,11.82825585,3160107,Ta Kaeb,Hun Sen Khnar,4285.371522
105.7275821,11.8337419,3160108,Poun,Hun Sen Khnar,3568.144973
105.7277701,11.81802509,3160109,Ae Out,Hun Sen Khnar,5298.907946
105.7268702,11.80743831,3160110,Pou Roung,Hun Sen Khnar,6473.562629
105.7282112,11.82516775,3160111,Ponley Phsar,Hun Sen Khnar,4507.579778
105.7541095,11.83625886,3160112,Angk Kaev,Kandoal Chrum,3967.784024
105.7339472,11.83503671,3160113,Ta Trav,Hun Sen Khnar,3423.196612
105.7185772,11.87061362,3160114,Damnak Char,Hun Sen Khnar,1439.991495
105.6881481,11.84955671,3160115,Prey Kampeaeng,Hun Sen Khnar,4990.754781
105.679724,11.83613938,3160116,Eisant Mean Chey,Hun Sen Khnar,6468.314109
105.6860368,11.84224618,3160117,Prey Chongruk,Hun Sen Khnar,5537.846894
105.6852121,11.83182179,3160118,Doung Preah,Hun Sen Khnar,6236.957452
105.7540709,11.8221252,3160119,Rung,Kandoal Chrum,3578.398763
105.7381648,11.8193999,3160120,Trach,Hun Sen Khnar,5197.004162
105.7156557,11.84719172,3160121,Anhchaeum,Hun Sen Khnar,2646.545523
105.6862009,11.85286206,3160122,Neameun Khoeng,Hun Sen Khnar,5073.812901
105.5532276,12.06522851,3160201,Boeng Pruol Leu,Hun Sen Peam Chi Laing,3446.457236
105.5512197,12.05833275,3160202,Tuol Kampot Ti Muoy,Hun Sen Peam Chi Laing,4183.186012
105.550401,12.0533246,3160203,Tuol Kampot Ti Bei,Hun Sen Peam Chi Laing,4731.824452
105.5493293,12.05038777,3160204,Masin Srov,Hun Sen Peam Chi Laing,5053.618967
105.5475352,12.04459479,3160205,Vihear Kraom,Hun Sen Peam Chi Laing,5695.436727
105.5437746,12.03853434,3160206,Bat Dei Kraom,Hun Sen Peam Chi Laing,6387.201021
105.5372867,12.02834646,3160207,Boeng Kambaor,Hun Sen Peam Chi Laing,7594.158289
105.5576758,12.03016936,3160208,Tuol Dambang,Hun Sen Peam Chi Laing,7353.26599
105.5313472,12.03055525,3160209,Spean Chheu,Hun Sen Peam Chi Laing,7490.331253
105.5244496,12.02664364,3160210,Boeng kak,Hun Sen Peam Chi Laing,8122.290038
105.5743983,12.04872765,3160211,Boeng Preah,Hun Sen Peam Chi Laing,5933.435971
105.6326445,11.83831006,3160401,Veal,Heng Samrin Chark,5326.353931
105.616078,11.84407975,3160402,Khtum Kandal,Heng Samrin Chark,5241.681279
105.6353485,11.86829934,3160403,Roka Khmuoch Tboung,Tbaung Khmum,5684.954879
105.6357794,11.87596675,3160404,Roka Khmuoch Cheung,Tbaung Khmum,4900.55099
105.6278027,11.85273524,3160405,Slaeng,Heng Samrin Chark,6521.670449
105.65816,11.86678226,3160406,Veah,Tbaung Khmum,5364.200216
105.6036918,11.86415463,3160407,Khnach Krasang,Heng Samrin Chark,7361.847748
105.6332922,11.85247886,3160408,Chantum,Heng Samrin Chark,6732.500443
105.6338663,11.8625785,3160409,Tuol Kandal Cheung,Tbaung Khmum,6329.519928
105.6163559,11.86157723,3160410,Chi Kor,Heng Samrin Chark,7152.489145
105.6290755,11.85528252,3160411,Kamraeng,Heng Samrin Chark,6834.338109
105.5867536,11.87316992,3160412,Stueng Penh,Peam Chaing,5553.252229
105.6148817,11.83459629,3160413,Svay Tipv,Heng Samrin Chark,4188.906276
105.6209314,11.84680917,3160414,Khtum Kaeut,Heng Samrin Chark,5661.687027
105.613176,11.84777556,3160415,Khtum Lech,Heng Samrin Chark,5592.604072
105.6100899,11.86366164,3160416,Sameakki,Heng Samrin Chark,7311.918699
105.6310064,11.86055024,3160417,Tuol Kandal Tboung,Tbaung Khmum,6660.670502
105.6256589,11.83853354,3160418,Tuol Thmei,Heng Samrin Chark,4982.93071
105.6481918,11.83666532,3160419,Veal Lech,Heng Samrin Chark,6269.010334
105.4831104,11.99626125,3160501,Preaek Touch,Dei Dos,2622.386057
105.4828331,12.00560318,3160502,Roka Thum,Preah Sihanouk,3240.135417
105.4879942,12.00994392,3160503,Chirou Kraom Ti Muoy,Preah Sihanouk,3924.700815
105.4945296,12.01217511,3160504,Chirou Kraom Ti Pir,Preah Sihanouk,4677.521127
105.5057567,12.02772707,3160505,Chirou Leu,Preah Sihanouk,6529.375462
105.4954204,12.01704772,3160506,Chirou Kandal,Preah Sihanouk,4977.725907
105.5093374,12.02661733,3160507,Chuor Kandal,Preah Sihanouk,6808.26365
105.5123032,12.02584326,3160508,Kampong Ruessei,Preah Sihanouk,7055.962557
105.5236242,12.00838744,3160509,Tuol Kaev,Dei Dos,7153.899366
105.5257857,11.95755276,3160601,Tuol Vihear,Dei Dos,7360.187215
105.5452221,11.9449731,3160602,Srae Siem,Samdech Me,5426.034015
105.5598619,11.9498185,3160603,Tuek Chenh,Samdech Me,4056.688433
105.5312486,11.92834262,3160604,Aekkapheap,Peam Chaing,6677.260866
105.5685957,11.98486045,3160605,Tuol Ponley,Samdech Me,6142.888369
105.5624908,11.92861655,3160606,Mream Teak,Samdech Me,3517.725443
105.555387,11.93515063,3160607,Andoung Chea,Samdech Me,4212.777402
105.5592001,11.97634281,3160608,Ta Trav,Samdech Me,5917.804708
105.5681939,11.99476326,3160609,Chruoy Kor,Samdech Me,7154.194889
105.5285517,11.9630638,3160610,Boeng Tral,Dei Dos,7438.141828
105.5764686,11.95940663,3160611,Sampir,Samdech Me,3283.721669
105.5679431,11.94061466,3160612,Sampov Phaos,Samdech Me,2905.590052
105.6060606,11.92230464,3160801,Chob Ti Muoy,Samdech Me,1941.124057
105.6018998,11.92190663,3160802,Chob Ti Pir,Samdech Me,1708.501951
105.5972553,11.91864297,3160803,Chob Krau,Samdech Me,1874.042954
105.5902628,11.91668634,3160804,Chrak Chambak,Samdech Me,2099.583392
105.6088512,11.91768674,3160805,Veal Kandieng,Samdech Me,2526.22419
105.5670644,11.91107306,3160806,Slab Kdaong,Samdech Me,3978.403902
105.5517109,11.901952,3160807,Andoung Lve,Peam Chaing,4110.570815
105.5567034,11.89610946,3160808,Tuol Trea Tboung,Peam Chaing,3825.839165
105.561048,11.90125536,3160809,Tuol Trea Cheung,Peam Chaing,4564.616655
105.5530677,11.89177596,3160810,Tuol Sambour,Peam Chaing,3205.594966
105.5851123,11.93433081,3160811,Phum Dabbuon,Samdech Me,981.7973411
105.6011578,11.93524651,3160812,Phum Dabpram,Samdech Me,771.2743076
105.6080593,11.96616741,3160813,Phum Saeprammuoy,Samdech Me,3737.85095
105.6128268,11.95425663,3160814,Phum Samprammuoy,Samdech Me,2926.503191
105.5961096,11.92388125,3160815,Phum Sounbuon Sounpram,Samdech Me,1281.794654
105.6036083,11.92625262,3160816,Phum  Sounprammuoy,Samdech Me,1441.595658
105.7453622,11.96479662,3161201,Lvea Touch,Hun Sen Kbal O,3460.043548
105.7424591,11.96786073,3161202,Seh,Hun Sen Kbal O,3198.046278
105.7472137,11.97348168,3161203,Kbal Boeng She Lech,Hun Sen Kbal O,3865.716436
105.7423834,12.00401339,3161204,Damnak Popel,Hun Sen Kbal O,5608.007442
105.7151613,11.96013678,3161205,Kbal Ou,Hun Sen Kbal O,248.1144961
105.715671,11.9688436,3161206,Thnong,Hun Sen Kbal O,799.0712435
105.7133589,11.97328041,3161207,Tuol Thmei,Hun Sen Kbal O,1261.680537
105.7116799,11.97745336,3161208,Tep Nimitt,Hun Sen Kbal O,1736.832029
105.7085525,11.98980456,3161209,Veal Khmum,Hun Sen Kbal O,3139.284734
105.730647,11.97773014,3161210,Kandal,Hun Sen Kbal O,2543.416558
105.7309169,11.98585879,3161211,Kor,Hun Sen Kbal O,3246.215125
105.734104,11.97223222,3161212,sambuor,Hun Sen Kbal O,2497.148147
105.6930922,12.00349773,3161213,Phum Prambei Dabpram,Hun Sen Kbal O,5121.501075
105.7002057,11.98718507,3161214,Phum Prammuoy Dabprammuoy,Hun Sen Kbal O,3162.086953
105.7423648,11.97030249,3161215,Tuol Vihear Mean Chey,Hun Sen Kbal O,3254.76547
105.7071147,11.98790922,3161216,Tomnob Saenchey,Hun Sen Kbal O,2967.347883
105.7439273,11.97746013,3161217,Trapeang Bei,Hun Sen Kbal O,3712.795625
105.7607951,11.97588669,3161218,Veal Tuekchenh,Hun Sen Kbal O,5354.267816
105.7826903,11.99156956,3161219,Kbal Boeng Kbalseh,Hun Sen Kbal O,8195.537619
105.7156984,11.95482735,3161220,Sokh San,Hun Sen Kbal O,808.7212235
105.7332638,11.92619814,3161301,Lngieng,Hun Sen Kbal O,4482.760955
105.7224381,11.94046838,3161302,Kokir,Hun Sen Kbal O,2550.598976
105.7192381,11.94237555,3161303,Chrab,Hun Sen Kbal O,2238.637058
105.7453464,11.93553463,3161304,Smaonh,Hun Sen Kbal O,4510.355831
105.7452347,11.95177554,3161305,Lvea Thum,Hun Sen Kbal O,3608.415434
105.709645,11.96142579,3161306,Phum Buon Dabprammuoy,Hun Sen Kbal O,446.8160438
105.7156188,11.94200499,3161307,Phum Pir Dabprampir,Hun Sen Kbal O,2207.240341
105.7449455,11.9434209,3161308,Thlok Pongro,Hun Sen Kbal O,3965.314891
105.7235374,11.93249894,3161309,Kien Chak,Hun Sen Kbal O,3420.055372
105.6420988,11.89664257,3161401,Trapeang Snao,Tbaung Khmum,2593.575704
105.6361669,11.89259575,3161402,Chi Peang,Tbaung Khmum,3350.290919
105.632769,11.88837131,3161403,Pring,Tbaung Khmum,3945.485177
105.6338845,11.88237337,3161404,Riev,Tbaung Khmum,4397.376565
105.6247232,11.89532512,3161405,Thnong,Tbaung Khmum,4110.391437
105.6245967,11.90429595,3161406,Mong Ti Prampir,Tbaung Khmum,3687.798235
105.6250015,11.90060555,3161407,Mong Ti Prammuoy,Tbaung Khmum,3801.515304
105.6271459,11.91478004,3161408,Cheung Khal,Tbaung Khmum,3205.373388
105.6097907,11.90661619,3161409,Trapeang Krapeu,Samdech Me,3603.983411
105.6201955,11.91518426,3161410,Poun,Samdech Me,3610.79262
105.5789338,11.88754628,3161411,Chrouy Changhar,Peam Chaing,5142.547933
105.5818026,12.0952649,3161501,Ta Pang,Hun Sen Peam Chi Laing,3596.149909
105.5508233,12.08465741,3161502,Preaek Phdau,Hun Sen Peam Chi Laing,1283.238752
105.5469292,12.09462131,3161503,Kampong Chanloh Lech,Hun Sen Peam Chi Laing,257.3074317
105.5909557,12.07475454,3161504,Chheu Teal Ti Pir,Hun Sen Peam Chi Laing,5161.71724
105.5505045,12.08152016,3161505,Kampong Chanloh Kaeut,Hun Sen Peam Chi Laing,1621.572521
105.5839712,12.06136778,3161506,Chheu Teal Touch,Hun Sen Peam Chi Laing,5423.733007
105.5913271,12.0806949,3161507,Chheu Teal Ti Muoy,Hun Sen Peam Chi Laing,4934.394204
105.5500707,12.10308829,3161508,Peam Knong,Hun Sen Peam Chi Laing,787.4271744
105.5645108,12.10926272,3161509,Bat Sla Snam,Hun Sen Peam Chi Laing,2249.186055
105.5858904,12.0777946,3161510,Pram Damloeng,Hun Sen Peam Chi Laing,4517.985017
105.5472914,12.10101392,3161511,Preaek Peam,Hun Sen Peam Chi Laing,568.3578732
105.7027044,12.02988746,3161601,Chong Ou,Hun Sen Trapaing Russey,3204.488339
105.6961684,12.08873546,3161602,Veal Vong,Hun Sen Trapaing Russey,4692.237373
105.7192814,12.03851718,3161603,Roka Pram Ti Muoy,Hun Sen Trapaing Russey,4361.057807
105.7401338,12.03460149,3161604,Preah Angk,Hun Sen Trapaing Russey,6666.492511
105.6897365,12.07801784,3161605,Chant Nimitt,Hun Sen Trapaing Russey,3342.521847
105.7106932,12.00403233,3161606,Vihear Sambour,Hun Sen Kbal O,4673.450943
105.7304633,12.01528475,3161607,Roka Pram Ti Pir,Hun Sen Kbal O,6180.984004
105.6640215,12.08657148,3161608,Chhuk Sandal,Hun Sen Trapaing Russey,4520.52489
105.6926271,12.07301911,3161609,Trapeang Khla,Hun Sen Trapaing Russey,2943.57495
105.6961994,12.09718122,3161610,Pong Tuek,Hun Sen Trapaing Russey,5575.095711
105.6884725,12.06517132,3161611,Ta Pav Bampenh Tes,Hun Sen Trapaing Russey,1965.38058
105.6353609,12.09759824,3161612,Praphat,Hun Sen Trapaing Russey,7284.944666
105.6803289,12.04927616,3161613,Trapeang Ruessei,Hun Sen Trapaing Russey,42.91952842
105.7104119,12.00535328,3161614,Koul,Hun Sen Kbal O,4821.368968
105.6732978,12.09598071,3161615,Samrum,Hun Sen Trapaing Russey,5242.994547
105.7102922,12.08567047,3161616,Phnum Lok,Hun Sen Trapaing Russey,5167.592583
105.6570944,12.0265622,3161617,Dab Dabmuoy,Hun Sen Trapaing Russey,3581.760885
105.6593256,11.99969993,3161618,Prambei Dabmuoy,Hun Sen Trapaing Russey,5940.831054
105.7277088,11.90576699,3161801,Chan Toung,Hun Sen Khnar,4428.395006
105.7375519,11.85104205,3161802,Trabos,Hun Sen Khnar,1791.002554
105.7408573,11.86821459,3161803,Trapeang Thum,Hun Sen Khnar,1118.011247
105.766025,11.87575246,3161804,Prayab,Hun Sen Khnar,3981.817873
105.7067104,11.90991673,3161805,Sangkom Thmei,Tbaung Khmum,5491.656199
105.7319642,11.88665777,3161806,Angkor Chea,Hun Sen Khnar,2304.738429
105.7427945,11.8682276,3161807,Sralab,Hun Sen Khnar,1324.342813
105.711658,11.88449416,3161808,Dang Kambet,Hun Sen Khnar,2938.77346
105.7354193,11.84658952,3161809,Khlaong,Hun Sen Khnar,2185.949072
105.7504332,11.8816901,3161810,Trapeang Dom,Hun Sen Khnar,2758.046651
105.7388259,11.86049742,3161811,Khnar,Hun Sen Khnar,1048.252264
105.7341194,11.88572078,3161812,Angkor Chey,Hun Sen Khnar,2226.241995
105.735043,11.86034449,3161813,Veal Khnach,Hun Sen Khnar,758.6680254
105.7656224,11.86310286,3161814,Nikom Leu,Hun Sen Khnar,3796.449292
105.7622213,11.84832725,3161815,Pratheat,Hun Sen Khnar,3925.23843
105.7385949,11.86336457,3161816,Trapeang Kur,Hun Sen Khnar,884.0245272
105.758942,11.86092348,3161817,Nikom Kraom,Hun Sen Khnar,3104.745132
105.7218683,11.90901929,3161818,Andoung Pok,Hun Sen Khnar,4874.384553
105.7051362,11.90123058,3161819,Kien Romiet,Hun Sen Khnar,4813.984531
105.7223668,11.87252138,3161820,Trapeang Sangkae,Hun Sen Khnar,1185.269791
105.6055182,12.029274,3162101,Thma Pechr Ti Muoy,Hun Sen Trapaing Russey,8472.532915
105.5982573,12.03189398,3162102,Thma Pechr Ti Pir,Hun Sen Peam Chi Laing,8910.653534
105.5792452,12.02541413,3162103,Thma Pechr Ti Bei,Hun Sen Peam Chi Laing,8489.791571
105.5792168,12.00782577,3162104,Peuk,Samdech Me,8181.884678
105.5920099,12.00225572,3162105,Roung Kou,Samdech Me,7407.831612
105.6175545,12.0381458,3162106,Doung,Hun Sen Trapaing Russey,6979.287909
105.6309266,12.04427405,3162107,Chies Ti Muoy,Hun Sen Trapaing Russey,5443.723129
105.6425661,12.04403951,3162108,Chies Ti Pir,Hun Sen Trapaing Russey,4188.262945
105.6550389,12.04647918,3162109,Chambak,Hun Sen Trapaing Russey,2807.957968
105.6377717,12.06012856,3162110,Kok,Hun Sen Trapaing Russey,4827.620139
105.6221904,11.98456579,3162111,Phum Hokprampir,Samdech Me,6249.33639
105.6406432,12.00013213,3162112,Phum Prambei Dab,Hun Sen Trapaing Russey,6954.892386
105.6187958,12.00641177,3162113,Phum Paetprampir,Hun Sen Trapaing Russey,8229.167726
105.6304847,12.02418194,3162114,Phum Dab Prambei,Hun Sen Trapaing Russey,6122.402255
105.5944951,11.99618268,3162115,Tuol Ou Pir,Samdech Me,6732.996288
105.5047974,11.92666404,3162201,Anlung Poung,Peam Chaing,7310.439798
105.5059907,11.9313462,3162202,Chrouy Sralau,Dei Dos,7353.73502
105.5125937,11.91277005,3162203,Phnum,Peam Chaing,5555.568523
105.5099847,11.91680071,3162204,Ampil Chrum,Peam Chaing,6082.167232
105.4683455,11.92483699,3162205,Tuol Kor,Koh Sotin,4198.721149
105.4759315,11.99348828,3162206,Preaek Touch,Dei Dos,1814.45066
105.4743994,11.93661905,3162207,Preaek Chik,Koh Sotin,4922.323472
105.4722059,11.93207407,3162208,Tuol Khsach,Koh Sotin,4617.349481
105.4753298,11.94348118,3162209,Doun Mau Kraom,Sambour Meas,4452.760132
105.4762962,11.9499363,3162210,Doun Mau Leu,Dei Dos,3905.77851
105.4770238,11.96687272,3162211,Tonle Bet Kraom,Dei Dos,2316.328536
105.4768531,11.9743064,3162212,Tonle Bet Leu,Dei Dos,1755.839416
105.4927652,11.9661854,3162213,Yeay Sar,Dei Dos,3703.508886
105.4770527,11.9624054,3162214,Tonle Bet,Dei Dos,2713.539615
105.5110448,11.91526892,3162215,Ta Uy,Peam Chaing,5878.538514
105.6542186,11.91943888,3170101,Pou Kel,Tbaung Khmum,528.1569568
105.644099,11.92333253,3170102,Thlok,Tbaung Khmum,1625.432547
105.6605144,11.91036329,3170103,Chrey Bet Meas,Tbaung Khmum,691.2136851
105.6355571,11.92654406,3170104,Vihear Khpos,Tbaung Khmum,2606.681333
105.6557887,11.90789658,3170105,Suong Lech,Tbaung Khmum,819.3308772
105.6496238,11.90643686,3170106,Cheung Lang,Tbaung Khmum,1235.427853
105.6563512,11.90890807,3170107,Suong Kaeut,Tbaung Khmum,703.4036705
105.6322341,11.9271122,3170108,Prey Totueng,Tbaung Khmum,2956.843789
105.6254541,11.92584324,3170109,Chrak Poun,Samdech Me,3573.33734
105.6936296,11.88618478,3170110,Ponnareay,Hun Sen Khnar,4638.929506
105.695365,11.86808588,3170111,Chong Angkrang,Hun Sen Khnar,3876.136638
105.6572381,11.91875365,3170112,Toung,Tbaung Khmum,392.4689375
105.6307425,11.96507745,3170113,Phum Buon Prambei,Samdech Me,5175.423536
105.6222609,11.94309508,3170114,Phum Dabprambei,Samdech Me,3187.96333
105.6387962,11.95425306,3170115,Phum Bei Dab,Tbaung Khmum,4726.21879
105.6648222,11.91461234,3170201,Chruoy,Tbaung Khmum,900.9070794
105.6684249,11.91587885,3170202,Chi Kae,Tbaung Khmum,1292.127911
105.6659508,11.91804594,3170203,Kandal,Tbaung Khmum,1066.227819
105.6624058,11.92163525,3170204,Cheung Voat,Tbaung Khmum,948.3115725
105.6639172,11.93142506,3170205,Thmei,Tbaung Khmum,1957.716648
105.6735329,11.95778004,3170206,Krachhan,Hun Sen Kbal O,4399.406388
105.6765923,11.93231726,3170207,Prasrae Kraom,Tbaung Khmum,2882.19742
105.6855267,11.93563243,3170208,Prasrae Leu,Tbaung Khmum,3874.533525
105.6861728,11.91863948,3170209,Pnov,Tbaung Khmum,3244.607616
105.6973741,11.89276775,3170210,Thnal Thmei,Hun Sen Khnar,4709.713208
105.6421618,11.98195261,3170211,Phum Prammuoy Dab,Samdech Me,7350.590738
105.663738,11.9784842,3170212,Phum Prammuoy Dabpir,Hun Sen Kbal O,5743.814081
105.6451051,11.9720711,3170213,Phum Pram Dab,Tbaung Khmum,6404.844624
105.6774856,11.94442339,3170214,Veal Char,Tbaung Khmum,3947.360112
105.68669,11.9234761,3170215,Kean Rung,Tbaung Khmum,3402.761093
104.4189346,12.3519621,4010101,Anhchanh Rung,Baribo Tbaung,8159.58195
104.4466854,12.36899305,4010102,Andoung Rovieng,Baribo Tbaung,4626.78123
104.4304181,12.35834337,4010103,Damrei Koun,Baribo Tbaung,6727.10652
104.4485949,12.35326262,4010104,Prey Preal,Baribo Tbaung,5388.84519
104.4469122,12.39235078,4010105,Stueng Thmei,Hun Sen Baribo,3928.55942
104.4244064,12.39021515,4010106,Thlok Chrov,Hun Sen Baribo,6052.394215
104.4540067,12.49711527,4010201,Chhnok Tru,Hun Sen Baribo,9103.319335
104.4729244,12.49434972,4010202,Kampong Preah,Hun Sen Baribo,8560.449817
104.4932771,12.48223541,4010203,Seh Slab,Hun Sen Baribo,7549.641741
104.4505035,12.45196733,4010301,Ta Pang,Hun Sen Baribo,4580.503752
104.4523925,12.46384415,4010302,Pou Mreah,Hun Sen Baribo,5649.716213
104.4477869,12.45300169,4010303,Ou Rumchek,Hun Sen Baribo,4838.49764
104.4461974,12.46059426,4010304,Chak,Hun Sen Baribo,5638.189801
104.4397474,12.46469535,4010305,Dangkhau Mau,Hun Sen Baribo,6399.112109
104.4849053,12.40636035,4010401,Snao,Hun Sen Baribo,1744.766777
